@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
86,79,47,100,18,62,65,27,66,0,0,3,46,39,100,71,8
32,76,70,100,100,72,66,38,7,19,0,33,59,18,91,0,2
17,96,0,45,26,0,73,1,100,48,88,100,44,99,23,52,0
35,98,76,100,80,72,67,54,100,34,77,9,35,0,0,7,3
10,78,40,100,100,99,70,53,29,12,0,0,7,45,70,55,7
54,78,77,100,64,60,36,27,0,2,12,4,56,2,100,0,2
0,99,50,100,100,91,54,57,32,0,69,13,70,28,31,23,7
0,89,10,55,51,30,48,0,18,23,20,66,49,94,100,100,5
0,99,48,100,100,96,90,55,58,15,33,0,40,40,92,37,7
29,74,97,77,100,100,0,84,2,59,100,71,44,35,7,0,9
6,74,0,32,38,0,90,14,100,64,67,100,18,78,16,34,0
0,99,51,100,100,96,72,59,56,16,41,0,24,39,81,50,7
0,84,25,100,58,74,51,37,38,0,15,20,43,33,100,32,7
15,72,47,100,88,89,52,60,75,35,100,7,50,0,0,11,3
100,82,76,100,57,78,99,87,92,68,67,40,38,14,0,0,9
100,100,59,73,26,45,0,15,33,0,97,18,81,38,9,28,6
44,89,100,100,91,93,35,79,33,55,73,29,54,0,0,11,5
8,92,58,64,100,30,73,0,12,22,0,61,3,97,90,100,5
43,97,3,69,0,20,43,0,88,23,100,70,62,100,14,84,0
0,62,21,100,27,80,26,35,4,4,12,0,55,2,100,5,1
43,83,42,76,52,100,46,44,36,0,0,13,50,12,100,13,1
26,80,57,100,72,75,54,44,24,18,0,11,50,8,100,0,2
52,96,84,100,100,79,73,58,84,35,90,11,47,0,0,5,3
0,54,49,75,96,100,91,75,69,45,51,16,27,0,100,6,1
38,85,13,55,31,8,75,0,100,40,85,87,42,100,0,79,0
45,79,57,100,100,93,86,66,70,44,87,20,46,6,0,0,3
45,100,14,69,61,42,46,0,0,3,15,50,42,91,100,96,5
8,80,40,100,61,67,38,31,0,12,21,27,61,10,100,0,2
16,38,67,29,43,0,22,25,66,57,100,94,50,100,0,74,8
27,100,34,93,0,62,25,44,100,44,91,65,68,32,51,0,4
19,81,53,100,68,79,49,52,95,38,100,9,50,0,0,7,3
73,100,39,75,0,52,43,54,92,61,100,71,84,35,72,0,4
0,66,37,73,73,90,100,100,98,74,96,48,90,22,87,0,1
82,100,35,78,97,39,94,0,0,1,39,42,100,81,40,94,8
9,86,53,100,96,81,64,55,93,48,100,18,51,0,0,11,3
0,44,15,0,62,5,95,40,100,88,60,100,27,64,11,17,0
19,86,18,35,57,0,100,24,92,72,47,100,0,77,1,31,0
38,99,90,95,29,100,10,58,60,53,100,23,49,0,0,18,5
42,49,34,94,81,100,85,53,48,16,0,0,45,3,100,3,2
89,100,48,76,18,46,8,12,55,0,100,14,51,23,0,12,6
66,100,100,94,91,69,69,47,95,24,74,2,36,0,0,9,3
29,94,90,100,43,100,8,70,56,61,100,39,61,11,0,0,5
78,72,81,100,8,91,0,55,69,59,100,71,74,33,58,0,9
61,96,0,83,61,66,100,30,49,0,5,30,39,68,42,100,8
17,100,17,69,60,36,30,0,0,20,0,73,41,91,100,92,5
0,73,30,100,68,87,56,51,25,22,2,2,51,4,100,0,2
91,98,48,100,12,60,0,15,55,0,100,27,39,38,5,5,6
25,89,65,55,100,21,20,0,0,30,55,62,94,95,22,100,8
50,60,47,100,92,95,88,47,48,15,0,0,49,5,100,3,2
38,70,51,100,37,72,38,38,28,5,0,0,50,4,100,10,1
10,76,39,100,88,87,55,62,100,43,98,13,43,0,0,8,3
0,100,51,85,100,74,63,37,26,0,15,12,38,31,100,37,7
32,100,12,77,0,48,53,38,100,55,94,57,81,28,65,0,4
38,100,14,74,0,46,39,35,93,35,100,53,86,27,70,0,4
21,100,0,64,2,23,40,0,86,18,100,56,75,91,30,81,0
0,95,62,100,100,82,88,50,79,19,66,0,35,27,99,37,7
90,94,13,95,26,56,96,27,52,0,0,26,45,64,100,100,8
38,100,20,75,0,47,56,35,100,50,80,56,61,28,43,0,4
4,80,50,100,100,91,71,60,46,44,89,25,51,0,0,6,3
87,100,51,81,0,45,74,46,100,66,89,90,78,44,60,0,4
32,87,74,100,82,75,45,53,87,43,100,18,54,0,0,3,3
40,100,0,60,20,21,86,14,100,40,75,86,61,50,59,0,4
27,100,15,72,0,42,49,31,100,36,82,62,68,31,66,0,4
24,86,36,55,98,77,27,100,45,81,100,49,84,10,0,0,9
94,95,56,100,23,67,0,29,19,0,69,16,100,50,89,90,0
21,100,19,70,32,100,45,52,63,7,0,0,34,8,100,13,1
49,84,55,100,100,98,72,72,48,50,81,31,49,8,0,0,3
45,72,18,100,0,64,64,33,98,0,7,5,26,41,100,68,8
100,100,57,84,24,58,0,27,18,0,69,10,57,38,4,42,6
19,100,0,63,3,30,63,47,100,77,91,75,77,38,68,0,4
100,100,56,82,19,56,0,25,30,0,87,2,84,16,30,9,6
0,64,17,100,56,98,53,58,26,26,15,4,57,4,100,0,2
0,93,43,100,93,90,89,63,60,39,28,17,44,0,100,4,2
87,100,34,81,0,53,38,32,99,49,100,53,55,27,18,0,4
39,96,14,77,0,36,25,0,78,4,100,43,77,82,28,100,0
0,80,33,100,65,77,63,39,58,0,35,25,55,39,100,41,7
100,71,46,71,18,92,66,100,91,74,75,45,44,19,0,0,9
16,100,10,59,57,35,27,0,0,29,2,86,45,96,100,96,5
100,100,56,100,19,75,0,43,12,10,62,0,68,14,15,12,6
97,69,79,100,0,92,18,60,96,74,100,68,83,32,83,0,9
54,63,100,76,80,100,43,75,51,35,47,0,0,16,27,46,8
16,68,31,100,76,82,70,40,28,13,0,4,55,3,100,0,2
40,89,0,25,46,0,100,49,70,100,44,78,95,62,34,22,0
0,54,50,76,80,100,60,82,52,57,60,33,88,9,100,0,1
55,79,82,100,98,81,69,60,100,42,85,19,45,5,0,0,3
0,42,35,71,70,100,63,74,57,37,48,0,44,0,100,2,1
0,98,49,100,100,99,88,65,61,33,34,0,21,18,44,41,7
100,100,55,91,79,72,94,93,86,66,80,35,48,11,0,0,9
54,82,12,67,0,28,34,0,83,8,100,46,73,82,28,100,0
0,78,21,100,54,97,68,72,60,43,48,16,66,0,100,6,2
0,82,46,100,88,91,45,68,49,43,100,25,83,6,23,0,3
0,39,33,59,67,79,100,100,100,88,81,59,65,30,53,0,1
100,100,78,91,45,70,18,47,0,22,21,0,64,11,16,15,6
68,100,27,81,0,51,45,29,99,43,100,63,77,32,69,0,4
44,99,0,71,48,65,73,32,12,0,5,45,19,96,100,100,5
0,98,10,100,61,98,100,85,77,63,47,43,20,23,3,0,7
0,100,13,84,13,52,18,22,60,23,93,39,88,30,100,0,4
36,81,36,70,80,36,52,0,0,22,29,63,35,94,100,100,5
0,82,58,100,92,74,68,38,38,2,19,0,29,37,100,41,7
80,74,100,100,56,70,29,35,36,0,100,13,67,38,0,24,6
0,24,43,47,75,73,100,100,71,82,43,55,18,28,3,0,1
78,100,23,83,59,64,100,83,76,74,77,46,55,20,0,0,9
0,75,32,100,80,99,66,69,68,44,100,20,60,0,6,1,3
100,99,81,100,43,74,13,44,0,8,44,0,60,27,13,35,6
17,91,63,100,66,75,56,53,100,36,94,10,40,0,0,9,3
30,59,17,78,80,100,100,98,67,74,30,50,3,25,0,0,1
66,100,50,86,21,56,0,26,26,0,100,16,53,33,15,7,6
17,100,0,56,12,10,63,0,100,36,100,81,51,100,1,79,0
82,83,100,100,54,76,17,47,0,13,46,0,50,30,0,27,6
31,72,12,35,35,0,77,17,100,56,89,96,43,100,0,84,0
40,98,51,100,0,61,11,16,93,0,100,37,18,51,24,19,6
19,100,76,92,16,92,0,55,46,50,100,28,57,0,1,17,5
87,93,59,100,21,86,6,53,69,56,100,31,59,4,0,0,5
0,88,52,100,100,77,75,39,44,2,17,0,15,30,87,38,7
0,60,36,86,60,100,59,52,53,5,16,1,60,1,100,0,1
27,86,31,62,41,100,40,55,46,10,0,0,45,2,100,5,1
46,92,45,62,38,22,0,0,9,39,57,70,100,100,27,98,8
61,100,33,86,0,58,55,44,100,66,89,63,61,32,34,0,4
6,79,42,95,100,100,35,88,0,56,62,41,64,0,2,0,5
33,61,41,100,41,95,39,55,37,16,0,0,50,3,100,8,1
42,95,0,64,48,42,21,0,0,18,5,72,42,100,100,98,5
100,100,73,96,45,68,28,37,27,4,76,0,58,24,0,22,6
0,85,26,100,74,89,62,64,61,39,100,21,64,4,7,0,3
0,99,73,100,100,80,56,47,33,7,10,0,7,33,81,35,7
0,72,1,100,49,100,72,71,43,39,10,10,51,0,100,1,2
1,30,35,0,78,14,100,56,85,100,42,98,8,65,0,20,0
100,100,68,96,37,75,14,51,0,22,21,0,54,10,15,18,6
100,100,66,95,27,65,0,29,25,0,77,12,70,43,16,44,6
48,96,67,100,68,57,40,23,0,15,19,30,59,12,100,0,2
26,90,17,64,60,34,53,0,20,32,0,73,31,96,100,100,5
55,82,95,100,98,83,64,62,91,38,100,13,49,0,0,8,3
38,100,43,85,0,60,28,51,100,61,98,54,73,25,46,0,4
37,100,8,78,0,39,18,4,59,0,91,26,100,64,72,92,0
22,100,0,70,28,44,83,47,100,79,71,61,45,30,19,0,4
67,99,0,95,29,61,100,36,87,0,43,21,70,60,83,100,8
0,59,16,73,77,95,100,100,70,75,45,50,25,25,34,0,1
88,100,48,94,59,69,100,85,90,56,80,23,46,0,0,12,9
80,78,32,100,16,68,81,71,100,71,100,35,68,4,0,0,9
88,88,53,78,100,40,91,0,0,1,5,39,57,76,18,100,8
39,88,82,100,100,68,68,34,34,0,16,10,0,45,78,50,7
27,82,58,100,73,83,68,53,100,34,76,8,38,0,0,5,3
100,93,62,77,0,61,13,88,76,100,94,67,72,33,46,0,9
57,96,100,100,81,95,40,85,30,60,57,32,40,3,0,0,5
0,56,13,100,50,89,40,40,10,2,12,4,58,0,100,17,2
0,90,3,41,31,0,76,16,100,61,70,100,25,87,14,38,0
100,100,64,79,27,59,0,38,71,45,98,41,60,21,44,0,4
86,71,70,100,0,87,13,60,86,71,100,60,87,27,88,0,9
42,81,6,56,95,70,71,100,19,62,100,75,75,29,0,0,9
65,64,9,63,20,92,73,100,100,75,80,46,42,22,0,0,9
33,78,67,100,68,67,36,40,0,17,27,1,72,0,100,2,2
24,81,57,100,85,76,59,47,82,41,100,15,53,0,0,5,3
45,77,74,100,100,87,74,58,81,40,74,6,37,0,0,11,3
0,56,44,88,67,100,68,54,70,7,11,1,37,0,100,3,1
0,4,74,29,100,62,88,95,74,100,74,67,74,33,76,0,1
57,87,0,100,17,63,100,28,94,0,20,34,89,71,37,87,8
68,90,100,100,100,80,79,59,71,35,73,11,39,0,0,3,3
6,100,18,89,14,54,0,21,54,21,99,38,92,34,100,0,4
0,88,37,100,82,90,70,46,68,0,100,3,93,30,46,38,7
48,62,60,100,61,56,37,19,0,0,20,13,60,8,100,1,2
0,100,51,99,100,78,80,42,60,7,79,0,98,27,30,38,7
48,97,7,76,22,35,0,0,5,31,49,65,100,95,52,100,8
61,95,39,68,100,100,45,76,0,45,10,0,90,36,21,50,8
32,90,0,64,66,29,79,0,12,26,60,67,100,100,16,79,8
0,85,27,100,54,85,44,55,22,29,33,7,66,2,100,0,2
21,73,12,31,40,0,81,18,100,55,82,94,37,100,0,75,0
16,89,16,100,0,70,15,42,81,51,100,61,84,30,75,0,4
29,100,11,85,0,65,3,45,46,39,83,39,84,19,100,0,4
100,99,59,100,27,72,6,40,0,6,43,0,55,29,6,15,6
0,90,31,100,74,82,68,39,46,0,36,6,49,41,100,54,7
100,89,41,100,23,69,54,35,38,0,0,11,25,47,60,81,8
32,92,12,66,42,29,18,0,0,24,17,78,56,100,100,97,5
75,100,40,90,11,59,0,27,32,0,98,5,100,28,38,16,6
41,82,64,100,83,77,46,53,93,42,100,19,52,6,0,0,3
30,71,4,60,0,11,54,0,100,32,97,80,45,100,6,66,0
12,54,30,100,62,87,43,39,3,7,0,1,50,0,100,4,2
36,86,68,100,100,77,62,52,71,45,99,19,52,2,0,0,3
26,65,0,46,4,1,54,0,95,30,100,75,59,100,12,82,0
92,100,49,88,8,59,56,45,100,69,82,56,39,29,0,0,4
13,85,76,100,100,69,74,35,40,1,12,0,0,33,81,37,7
30,74,45,100,87,90,56,59,100,40,83,9,30,0,0,15,3
93,73,57,100,0,81,36,55,100,71,99,43,91,6,26,0,9
16,81,32,63,56,30,17,0,0,36,5,79,36,99,100,100,5
0,93,64,100,100,80,76,44,52,8,27,0,30,24,96,31,7
12,66,51,92,100,100,74,70,36,42,0,15,35,0,100,9,2
0,38,31,57,66,79,100,100,76,76,53,51,40,26,44,0,1
100,100,59,83,24,57,0,29,12,1,73,0,62,26,7,43,6
31,92,0,52,18,0,69,6,100,53,72,100,21,100,4,49,0
4,54,55,75,97,98,100,100,69,75,40,50,13,25,0,0,1
0,89,14,72,35,59,53,12,14,0,11,64,42,97,100,100,5
40,83,71,100,99,79,66,54,84,44,100,18,56,0,0,3,3
40,100,13,69,0,30,22,0,73,19,100,53,92,91,39,95,0
25,81,35,52,74,23,28,0,12,35,0,71,25,96,100,100,5
63,100,23,77,0,39,3,0,61,7,100,38,99,78,46,96,0
5,65,2,25,41,0,89,11,100,54,70,92,23,100,0,64,0
14,76,43,100,72,79,46,45,12,15,0,0,50,4,100,7,2
0,94,28,100,65,100,100,97,79,75,61,51,50,26,48,0,7
75,72,25,76,0,37,16,0,70,23,100,61,88,100,31,83,0
56,100,20,79,0,45,29,18,74,27,100,61,76,35,60,0,4
93,100,59,79,95,68,100,90,100,60,88,32,52,10,0,0,9
22,90,67,100,87,80,61,57,30,34,0,12,41,0,100,1,2
0,93,54,100,80,69,70,35,66,0,28,27,19,47,100,52,7
0,82,30,100,75,86,50,55,58,40,100,21,62,0,8,2,3
56,100,29,74,0,40,51,38,100,44,77,73,58,36,35,0,4
10,73,33,100,60,82,59,63,100,41,92,6,43,0,0,18,3
0,90,41,100,90,74,81,36,51,0,36,1,24,36,100,40,7
100,100,44,80,11,47,0,11,56,0,100,30,55,44,0,19,6
0,93,43,100,66,77,59,39,59,0,40,22,54,42,100,50,7
59,72,36,100,0,72,23,36,52,0,0,1,44,27,100,55,8
100,71,41,62,0,83,52,100,98,80,92,49,67,19,19,0,9
7,66,43,92,42,100,43,58,55,17,0,0,22,0,100,1,1
60,90,43,68,52,22,21,0,0,39,52,66,100,95,38,100,8
0,38,36,54,68,78,100,100,78,75,59,50,44,25,34,0,1
100,100,64,96,55,68,88,92,86,66,76,28,42,1,0,0,9
44,90,0,79,79,43,95,0,13,10,50,55,100,98,19,100,8
0,96,41,100,86,89,99,57,95,23,87,0,64,30,100,44,7
53,100,30,67,59,35,24,0,6,30,0,75,41,99,100,98,5
0,88,34,100,92,97,74,72,62,46,100,24,89,3,31,0,3
16,98,75,100,48,94,0,72,55,58,100,33,77,4,18,0,5
17,100,0,60,12,16,59,0,100,27,95,70,51,93,15,63,0
2,100,58,99,63,67,38,34,19,0,0,32,42,44,100,44,7
0,90,45,100,85,88,57,64,69,40,100,17,67,1,17,0,3
7,100,28,96,18,61,0,27,50,24,85,35,85,33,100,0,4
90,100,52,82,22,54,0,24,24,0,82,5,100,23,42,22,6
0,56,15,73,65,94,100,100,91,75,82,50,79,25,94,0,1
100,96,66,100,26,94,43,70,87,55,76,19,33,0,0,16,5
23,83,74,49,100,13,19,0,24,35,82,66,73,100,0,84,8
47,98,5,67,0,23,46,0,95,23,100,67,60,100,10,83,0
0,97,41,100,78,89,53,46,35,0,14,31,47,47,100,54,7
33,83,4,65,73,52,61,7,0,0,6,51,26,95,100,100,5
0,67,46,91,100,100,83,56,52,15,22,0,29,28,85,29,7
100,80,55,100,18,75,77,67,93,71,87,35,66,2,0,0,9
0,94,45,100,92,79,83,37,56,0,36,16,44,44,100,45,7
17,59,32,100,57,82,32,39,0,5,19,0,59,7,100,14,2
12,87,0,44,20,4,66,0,100,30,89,75,49,100,13,77,0
0,93,41,100,61,77,34,52,0,30,4,10,51,3,100,0,2
0,81,20,100,64,100,100,85,72,60,35,42,46,21,79,0,3
0,40,31,62,68,78,100,100,91,91,67,62,46,33,36,0,1
100,100,80,100,38,71,11,34,31,0,81,12,53,45,0,45,6
0,95,21,65,86,30,54,0,14,25,68,62,100,100,0,90,8
100,89,80,100,41,91,47,63,70,38,77,9,40,0,0,4,5
27,100,28,96,0,64,3,37,88,43,100,68,94,33,100,0,4
12,78,50,100,79,77,44,46,1,23,0,13,53,7,100,0,2
0,84,41,100,86,75,33,52,54,45,100,19,51,0,2,13,3
0,36,30,59,66,79,100,100,76,75,50,51,26,26,17,0,1
16,92,0,70,68,36,68,0,15,25,53,63,100,100,34,92,8
17,83,2,54,0,13,47,0,90,26,100,68,71,100,26,79,0
14,77,0,56,91,55,94,11,26,0,8,46,2,91,100,100,5
0,100,5,86,2,66,3,45,38,34,68,39,81,19,100,0,4
0,65,64,81,100,100,91,81,79,61,73,39,67,19,97,0,1
0,80,7,100,93,100,98,68,64,26,41,0,15,41,100,48,7
64,99,23,76,61,60,57,21,0,0,9,50,38,94,100,100,5
0,70,46,81,100,100,88,88,81,66,77,43,68,22,63,0,1
65,98,41,74,100,100,32,85,10,60,0,0,73,12,33,62,8
30,78,64,100,90,82,62,57,95,42,100,17,52,4,0,0,3
72,77,97,100,100,73,74,42,40,16,0,0,36,6,82,4,2
66,74,23,100,14,69,64,36,47,0,0,23,35,60,100,87,8
73,100,48,70,23,41,21,9,69,1,100,22,46,17,0,0,6
36,70,42,100,69,70,55,32,19,3,0,8,50,9,100,0,2
68,100,34,88,0,62,6,42,70,49,100,51,62,27,42,0,4
0,58,38,78,73,98,100,100,92,74,84,49,77,23,80,0,1
19,100,0,73,9,46,72,47,100,61,82,69,75,34,60,0,4
47,93,92,100,100,96,55,84,60,57,83,25,45,5,0,0,5
45,93,24,62,100,89,24,100,25,51,97,91,77,32,0,0,9
0,100,64,100,100,70,88,32,57,0,96,30,82,43,16,44,7
37,89,97,100,60,95,15,72,72,63,100,35,60,8,0,0,5
100,100,47,96,10,69,0,37,32,8,88,0,84,25,26,25,6
52,84,19,94,0,50,20,7,66,0,100,33,96,79,54,100,0
18,82,53,100,76,79,45,64,90,45,100,14,52,0,0,5,3
41,87,0,63,62,62,84,24,8,0,6,44,11,93,100,100,5
0,43,35,60,67,80,99,100,100,75,100,49,100,24,99,0,1
0,17,0,41,61,70,100,100,100,96,89,64,79,32,68,0,1
3,69,0,18,37,0,77,13,100,54,80,97,41,100,21,61,0
0,82,42,100,73,100,63,58,52,16,19,8,50,3,100,0,1
0,95,49,100,83,77,72,38,60,0,42,4,49,28,100,29,7
15,86,49,100,100,99,93,78,57,60,64,36,42,15,0,0,3
54,100,29,71,0,41,46,42,100,46,71,67,55,36,48,0,4
0,94,34,97,100,100,59,58,34,10,18,0,21,37,91,44,7
2,55,18,86,70,100,98,79,75,50,100,15,52,0,0,15,3
71,71,90,89,36,100,0,79,71,72,100,50,79,25,59,0,9
0,98,41,100,79,81,65,41,57,0,40,18,50,40,100,39,7
4,76,0,33,34,0,84,17,100,61,72,100,25,90,14,45,0
20,60,0,83,15,39,100,9,30,0,47,54,67,100,2,59,8
74,74,62,100,10,76,36,39,62,2,0,0,24,30,100,50,8
46,92,0,75,48,39,44,0,7,19,52,57,100,92,37,100,8
100,100,48,89,12,65,0,38,15,12,79,0,70,26,3,23,6
58,100,17,77,0,47,8,16,57,0,100,21,68,42,9,37,6
36,100,13,75,57,65,100,78,63,85,41,57,18,29,0,0,4
0,88,55,100,100,87,65,48,39,4,19,0,22,35,87,42,7
41,97,12,58,65,58,62,14,0,0,4,54,24,97,100,100,5
100,77,56,100,0,78,45,57,85,80,95,40,93,0,24,7,9
100,100,55,93,23,59,11,15,53,0,77,31,41,62,0,51,6
54,87,59,100,26,72,0,43,28,18,100,30,96,30,80,0,4
25,76,0,47,20,0,83,22,100,69,49,100,3,65,13,17,0
61,96,46,68,71,22,11,0,0,34,67,63,100,100,25,93,8
78,99,77,83,99,100,75,86,100,58,100,28,57,9,0,0,9
66,100,37,93,9,62,0,30,29,0,100,1,91,23,22,13,6
52,93,95,100,100,98,54,92,28,61,58,36,42,2,0,0,5
31,88,68,100,60,86,76,68,100,44,78,18,39,6,0,0,3
34,100,100,87,82,58,55,29,42,0,3,7,0,27,85,35,7
31,92,5,50,59,42,43,0,1,3,0,63,45,92,100,100,5
38,89,84,100,79,73,46,49,91,42,100,16,52,0,0,7,3
23,63,42,100,63,65,39,22,0,0,13,20,56,18,100,21,2
48,97,13,62,0,21,44,0,89,29,100,70,60,100,4,84,0
55,66,51,100,86,87,63,42,25,9,0,4,50,8,100,0,2
20,92,5,100,0,76,2,52,52,33,95,47,80,23,100,0,4
100,100,56,88,22,60,0,25,28,0,73,13,48,40,2,41,6
26,77,12,100,0,62,57,45,100,60,68,77,50,39,41,0,4
100,100,62,86,43,56,42,25,71,0,91,23,51,40,0,34,6
0,100,55,94,72,63,54,31,32,0,13,8,39,28,100,27,7
54,77,30,37,0,0,13,25,55,54,100,80,89,100,37,86,8
14,77,53,100,79,77,43,46,83,36,100,9,50,0,0,1,3
62,73,23,69,0,90,68,100,100,78,77,50,43,24,2,0,9
36,100,5,66,0,22,40,0,85,19,100,59,65,89,15,94,0
53,98,88,100,100,80,78,60,58,40,57,17,35,0,0,3,3
26,89,0,74,1,30,35,0,80,10,100,50,86,92,46,100,0
100,100,60,85,72,61,96,91,95,59,79,24,43,1,0,0,9
51,100,0,69,16,52,84,58,100,74,61,83,40,41,16,0,4
48,84,38,41,20,0,0,14,37,51,89,81,100,100,36,84,8
100,100,55,99,20,93,23,53,67,54,80,20,43,0,0,3,5
46,78,49,100,100,93,78,65,86,39,87,10,36,0,0,19,3
4,83,0,52,21,100,27,67,54,20,2,0,35,4,100,7,1
42,100,41,78,18,51,0,23,60,24,94,41,89,27,100,0,4
33,77,30,100,63,73,43,36,0,16,29,16,78,0,100,32,2
0,70,35,87,59,100,61,79,64,58,72,37,81,17,100,0,1
11,91,57,100,100,93,66,62,33,29,5,0,0,35,60,37,7
9,84,4,56,43,26,22,0,0,27,18,67,44,94,100,100,5
98,89,44,100,43,65,100,84,95,79,92,38,70,0,0,3,9
20,100,34,93,0,53,4,38,88,50,100,72,99,30,96,0,4
33,100,0,79,11,48,81,49,100,81,80,66,62,33,45,0,4
39,78,25,97,74,100,100,81,85,57,72,32,46,10,0,0,3
0,39,44,60,83,83,100,100,73,76,50,51,33,26,22,0,1
69,100,31,77,7,50,0,23,31,0,100,2,94,24,33,21,6
12,100,3,86,0,61,35,54,72,54,100,53,90,27,88,0,4
100,100,61,85,61,60,91,82,92,54,75,23,42,1,0,0,9
100,100,64,97,36,70,13,41,9,11,52,0,51,17,0,15,6
0,81,34,100,77,92,73,61,46,34,17,8,52,0,100,3,2
10,95,64,100,82,67,70,30,73,0,100,33,52,38,0,42,7
21,71,0,33,22,0,72,10,100,44,93,84,47,100,1,82,0
88,82,45,100,8,79,63,77,100,68,93,25,51,0,0,12,9
0,39,35,55,68,77,100,100,96,76,77,50,56,25,36,0,1
6,88,29,51,82,40,56,0,15,19,0,67,40,95,100,100,5
41,100,0,84,16,56,95,55,100,86,70,64,51,32,42,0,4
2,79,48,100,81,75,59,33,22,0,0,3,49,13,100,6,2
69,100,23,78,46,49,92,71,100,74,94,32,56,2,0,0,9
4,89,43,100,63,79,28,55,63,41,100,25,53,9,0,0,3
4,77,0,35,28,0,74,2,100,37,89,80,48,100,12,73,0
37,67,40,100,85,100,74,60,43,25,0,0,46,9,100,9,2
37,100,13,66,52,35,26,0,0,18,17,65,50,96,100,86,5
74,100,28,78,0,52,0,24,37,0,100,6,76,26,13,19,6
0,62,35,70,68,85,100,100,99,80,90,53,85,27,87,0,1
27,73,35,48,100,14,70,0,38,38,89,75,94,100,0,86,8
0,48,36,63,68,84,100,100,86,75,72,50,58,24,55,0,1
13,76,1,44,15,0,67,1,100,38,93,85,45,100,0,74,0
23,95,0,97,52,100,100,93,98,68,74,45,47,23,31,0,7
91,64,90,100,40,93,51,71,100,67,91,28,53,1,0,0,9
100,100,57,91,22,62,0,31,18,1,100,0,85,22,10,7,6
27,88,2,49,13,1,70,0,100,43,93,91,35,100,0,63,0
0,83,37,100,84,98,76,76,80,44,100,13,62,0,15,4,3
100,100,62,88,26,61,0,30,14,0,68,2,63,23,12,13,6
79,78,42,100,27,66,68,30,50,0,0,22,45,54,100,82,8
16,83,0,47,66,62,86,23,19,0,8,48,12,94,100,100,5
27,85,68,100,100,86,54,69,84,49,98,23,54,5,0,0,3
86,61,28,48,0,75,36,100,91,89,100,57,81,26,44,0,9
0,63,42,81,95,100,79,81,63,60,63,40,74,20,100,0,1
39,79,73,100,99,79,73,50,100,32,87,5,42,0,0,12,3
87,100,45,83,14,54,0,21,42,0,100,8,77,31,18,29,6
8,66,9,100,45,88,37,49,0,22,20,22,66,0,100,25,2
