@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0,66,1,64,26,53,63,26,12,0,12,52,33,91,100,100,5
78,67,65,100,0,75,56,37,84,0,2,10,35,52,100,86,8
31,83,0,53,1,8,57,0,100,30,98,75,51,100,7,72,0
51,80,56,100,100,93,82,53,45,20,0,0,42,10,94,1,2
3,70,0,25,41,0,89,18,100,61,75,100,25,100,14,58,0
55,89,52,100,0,71,16,53,100,60,100,65,57,33,27,0,4
21,68,48,83,100,100,83,80,59,60,41,40,17,19,0,0,1
0,95,40,100,74,80,40,55,1,35,15,12,63,8,100,0,2
100,94,40,100,0,68,43,35,92,5,23,0,3,34,46,68,8
0,59,9,36,43,0,91,20,100,65,65,100,15,84,10,41,0
0,99,8,99,70,100,100,99,60,78,33,52,15,25,22,0,7
0,76,63,91,100,100,90,80,73,60,57,40,50,20,60,0,1
16,100,18,77,0,47,26,29,88,35,100,58,74,30,59,0,4
43,100,8,67,3,27,41,0,87,27,100,66,54,92,0,74,0
28,88,75,100,100,99,51,87,8,70,32,45,47,12,0,0,5
15,66,14,100,50,89,37,51,7,18,0,12,50,8,100,0,2
87,62,61,100,0,87,18,48,78,73,100,63,71,20,10,0,9
88,78,34,100,0,73,45,38,78,0,21,11,50,49,100,82,8
88,100,53,84,77,69,100,86,88,60,73,35,43,13,0,0,9
0,100,55,98,100,80,98,51,80,22,72,0,91,28,71,43,7
70,100,49,82,26,52,19,20,62,3,100,19,43,20,0,0,6
22,57,0,63,46,82,94,100,100,80,78,53,56,27,44,0,1
46,84,72,100,83,83,82,60,100,36,77,12,39,0,0,3,3
100,90,27,100,0,66,56,33,81,0,10,16,33,57,98,84,8
8,94,40,66,95,100,26,100,88,85,100,50,81,1,0,0,9
0,91,0,97,52,100,100,93,100,69,78,47,58,24,44,0,7
100,100,57,90,28,67,6,43,0,15,37,0,70,16,28,27,6
100,100,62,81,35,58,18,33,31,7,76,0,49,18,0,17,6
30,93,70,100,88,63,86,23,85,0,100,30,50,34,0,34,7
71,100,27,76,1,33,24,0,74,23,100,65,51,79,0,58,0
72,100,30,84,7,61,0,37,49,30,100,42,74,23,70,0,4
99,74,100,100,45,90,44,65,100,66,92,35,57,8,0,0,9
100,100,56,91,25,68,4,43,0,15,37,0,61,20,12,24,6
57,53,100,85,62,100,51,61,79,24,29,0,0,30,61,56,8
0,78,23,100,77,99,100,75,70,50,30,28,29,6,84,0,2
66,100,21,85,0,55,4,23,48,0,100,12,62,36,6,25,6
56,92,15,68,0,24,39,0,86,16,100,60,76,100,30,93,0
100,100,58,83,30,57,20,26,42,0,80,9,47,31,0,39,6
0,97,11,100,62,98,100,85,94,62,72,42,48,21,44,0,7
100,100,37,89,43,57,69,26,33,0,0,19,35,48,83,73,8
38,93,100,100,85,93,24,83,41,48,95,31,48,0,0,12,5
65,60,100,100,5,100,19,57,65,15,0,0,13,43,97,75,8
24,66,55,84,100,100,79,80,52,60,29,40,12,20,0,0,1
39,83,63,100,78,78,71,61,100,39,78,11,36,0,0,17,3
67,100,47,59,0,31,5,34,69,40,100,63,72,41,57,0,4
16,76,2,44,16,0,84,12,100,57,75,100,9,88,0,44,0
0,73,26,62,99,96,12,100,21,66,100,71,96,29,49,0,9
22,98,0,57,42,35,7,0,3,36,7,86,49,100,100,98,5
0,64,42,81,81,100,100,95,81,70,57,45,30,21,33,0,1
8,100,23,84,0,56,26,40,100,44,72,56,68,27,89,0,4
0,62,55,75,85,97,100,100,98,75,93,50,91,25,89,0,1
100,100,51,96,18,67,0,35,12,4,79,0,94,25,32,24,6
0,47,23,66,61,83,100,100,89,75,72,50,53,25,48,0,1
55,100,36,65,0,29,55,33,100,44,77,86,73,45,78,0,4
62,57,100,85,52,100,0,76,39,64,79,57,52,24,5,0,9
30,97,82,100,65,67,19,87,81,83,100,39,68,0,0,16,9
0,62,18,98,56,100,42,60,14,25,11,0,55,6,100,12,2
94,77,61,100,53,73,100,78,98,58,94,15,49,0,0,14,9
32,100,6,65,0,24,29,0,70,20,100,53,93,90,47,97,0
0,66,23,100,53,83,41,43,14,10,13,0,56,9,100,12,2
51,78,0,68,47,34,100,0,19,7,63,43,85,82,9,100,8
26,100,21,65,91,32,66,0,38,25,91,61,100,99,0,98,8
0,82,31,100,48,57,50,5,35,0,32,28,66,44,100,62,7
0,100,50,91,68,60,58,29,26,0,9,18,23,45,100,49,7
67,99,62,62,97,13,0,0,7,34,100,59,100,100,10,93,8
97,100,43,77,13,42,7,2,68,0,100,34,43,36,0,5,6
96,82,63,100,0,84,31,71,100,84,91,55,64,28,36,0,9
4,84,50,100,57,79,39,52,90,41,100,15,52,0,0,5,3
0,100,53,95,80,66,69,30,66,0,100,30,61,36,7,39,7
2,65,29,35,46,2,12,0,0,41,18,73,58,88,100,100,5
22,89,0,55,39,47,43,4,6,0,16,56,39,100,100,98,5
36,90,34,65,77,32,40,0,13,30,0,72,24,100,100,93,5
88,100,48,83,16,59,0,31,50,28,100,45,75,27,62,0,4
53,100,25,70,0,39,50,34,100,42,85,64,77,32,80,0,4
0,62,32,73,69,91,100,100,80,75,59,51,39,26,27,0,1
32,86,0,61,10,4,57,0,100,30,97,87,50,100,4,87,0
22,100,66,50,100,94,45,95,5,41,58,0,78,42,0,46,8
46,88,24,61,19,11,63,0,100,29,86,78,45,100,0,86,0
67,100,18,81,44,39,35,0,0,28,53,57,100,88,42,94,8
36,60,40,100,57,68,36,29,0,3,15,8,59,0,100,10,2
80,100,34,87,69,69,100,90,81,74,74,45,44,20,0,0,9
0,85,43,100,92,96,100,59,84,21,58,0,38,29,87,34,7
75,75,36,100,6,68,62,35,100,0,0,6,31,41,93,74,8
0,66,20,100,51,93,50,51,33,13,25,0,62,8,100,7,2
0,85,30,100,48,73,33,40,9,13,24,0,65,4,100,10,2
76,91,85,67,100,100,32,83,94,70,94,53,73,4,0,0,9
100,94,29,100,0,72,70,79,88,98,64,65,50,33,43,0,9
60,100,14,67,100,55,80,98,39,56,0,13,80,0,50,45,8
17,37,24,0,73,14,100,50,89,90,43,100,11,66,0,25,0
0,95,44,100,76,78,72,39,63,0,52,12,54,40,100,46,7
13,83,52,100,75,78,44,48,4,22,0,0,54,1,100,6,2
0,89,20,97,64,100,100,90,95,66,78,44,57,22,40,0,7
54,100,29,87,6,55,0,23,48,0,100,21,40,35,12,17,6
13,88,10,56,54,29,30,0,10,35,0,79,46,99,100,100,5
35,97,8,76,0,27,42,0,91,17,100,65,60,97,8,100,0
49,97,56,77,68,100,40,82,78,55,100,23,52,5,0,0,9
100,100,56,83,28,56,10,28,21,0,69,6,52,28,0,23,6
100,79,64,100,30,86,63,73,77,63,72,27,42,0,0,5,9
16,73,38,100,60,76,40,43,7,16,0,9,50,0,100,1,2
57,100,25,75,0,52,85,53,100,73,65,85,31,43,2,0,4
24,83,58,100,86,83,66,57,100,35,87,6,42,0,0,13,3
0,72,50,85,100,100,91,81,77,60,55,38,38,18,34,0,1
0,82,23,98,65,100,75,72,53,43,28,16,58,2,100,0,2
16,67,30,100,76,97,71,57,41,23,0,0,50,3,100,1,2
36,100,2,70,0,43,53,42,100,43,68,70,45,35,22,0,4
96,98,83,100,47,68,26,32,49,0,100,18,53,39,0,27,6
100,100,58,81,27,56,1,28,0,0,53,5,53,30,0,27,6
0,90,43,100,89,87,75,59,44,36,9,14,48,5,100,0,2
55,95,0,73,5,37,90,36,100,75,84,100,76,50,65,0,4
43,82,60,100,100,91,74,68,60,50,77,26,41,10,0,0,3
25,100,0,75,9,50,77,49,100,72,77,53,67,26,65,0,4
8,83,32,100,54,73,32,43,0,21,18,6,59,4,100,0,2
22,93,0,70,69,37,100,0,15,20,51,60,77,94,42,100,8
9,100,4,81,0,54,35,39,84,46,100,52,80,26,77,0,4
41,71,32,40,100,76,34,100,36,57,89,68,70,4,0,0,9
7,66,74,94,100,100,89,58,83,16,15,0,0,3,94,4,1
0,51,56,74,100,100,85,91,75,63,75,36,80,8,85,0,1
100,97,57,100,26,87,21,51,63,45,75,12,37,0,0,3,5
27,86,70,100,77,77,50,53,96,40,100,19,52,6,0,0,3
100,66,74,100,24,88,43,63,94,77,89,36,52,1,0,0,9
29,81,60,100,90,81,68,52,34,27,0,4,47,0,100,1,2
0,13,27,42,67,70,100,100,91,94,69,63,51,32,42,0,1
38,96,78,100,91,82,51,60,88,35,100,4,48,0,0,5,3
15,73,39,100,93,95,81,62,43,34,0,10,39,0,100,4,2
42,96,10,64,0,22,44,0,92,23,100,65,64,99,8,100,0
0,86,38,100,84,95,82,69,75,43,100,19,68,0,22,2,3
12,78,0,31,30,0,67,1,100,27,96,76,63,100,39,73,0
100,90,75,100,42,81,63,51,97,29,85,4,42,0,0,4,5
31,100,5,81,0,59,27,41,72,41,100,43,81,22,69,0,4
27,85,4,57,60,58,65,18,1,0,0,50,24,95,100,100,5
0,90,42,100,69,78,62,39,56,0,31,3,42,29,100,34,7
80,80,31,75,43,100,75,75,89,39,100,4,53,0,0,3,9
22,79,30,53,54,24,32,0,13,42,0,86,49,96,100,100,5
0,92,39,100,100,99,78,65,44,32,9,0,4,24,56,34,7
13,89,54,100,100,97,90,72,68,48,73,21,44,1,0,0,3
0,87,47,100,96,94,100,57,77,22,49,0,26,29,76,37,7
32,64,50,100,52,92,42,53,38,14,0,0,50,0,100,5,1
46,100,9,78,0,51,4,24,37,0,100,7,67,24,22,6,6
0,68,45,75,80,95,100,100,98,75,96,50,92,25,88,0,1
18,100,16,90,0,63,28,44,88,52,100,53,89,27,88,0,4
42,99,8,69,0,28,39,0,85,24,100,64,74,100,21,85,0
52,69,82,100,75,76,61,35,47,0,0,8,50,7,100,8,1
48,100,31,64,3,31,0,21,62,16,100,35,93,37,89,0,4
0,56,76,49,100,11,31,0,45,39,95,73,71,100,11,74,8
0,99,45,100,68,72,41,34,16,0,9,41,54,43,100,41,7
81,87,30,73,32,100,81,88,91,57,100,26,79,0,0,9,9
0,73,26,100,56,72,40,31,3,10,19,22,63,13,100,0,2
12,100,0,75,11,44,98,39,100,56,68,68,58,32,60,0,4
68,93,24,82,28,39,45,3,0,0,8,66,48,99,100,100,5
34,100,0,62,71,54,76,11,16,0,10,48,22,88,100,95,5
0,93,46,100,76,80,70,40,66,0,44,15,51,41,100,39,7
46,92,18,64,62,40,28,0,0,9,4,63,28,100,100,98,5
100,91,96,100,50,70,9,40,0,6,76,0,93,26,28,21,6
40,82,10,76,59,42,66,0,0,7,0,46,32,86,100,100,5
100,83,66,93,11,100,3,64,58,56,91,23,47,0,0,7,5
38,100,5,61,66,52,66,19,0,0,6,51,24,97,100,98,5
77,100,48,90,24,30,56,0,100,43,90,94,34,72,0,21,0
35,95,96,100,100,97,27,87,28,66,96,48,72,13,0,0,5
23,100,14,76,11,41,94,35,100,51,52,71,24,35,0,0,4
0,43,26,65,57,84,94,100,100,79,87,52,75,26,66,0,1
49,73,69,100,100,77,82,40,47,11,0,0,43,11,95,11,2
43,75,71,100,38,68,0,37,60,32,100,51,82,34,54,0,4
49,97,23,67,72,36,35,0,0,20,4,69,32,96,100,100,5
76,100,59,66,89,23,9,0,0,31,80,62,100,96,2,86,8
0,85,32,100,65,88,49,52,21,24,30,6,65,4,100,0,2
35,74,17,80,96,100,100,93,70,70,39,47,13,23,0,0,1
51,94,80,59,100,100,26,88,74,67,93,63,83,9,0,0,9
0,86,37,100,85,93,72,67,94,36,100,4,53,0,6,11,3
15,100,0,68,39,37,19,0,1,45,6,89,53,97,100,99,5
0,62,31,82,100,100,100,80,81,60,38,40,6,20,12,0,1
98,76,67,100,0,92,23,66,90,74,100,53,72,22,19,0,9
60,100,25,75,0,48,27,26,100,28,84,55,69,28,52,0,4
100,100,89,94,89,79,78,63,56,47,33,31,22,16,0,0,1
30,84,36,100,79,90,56,63,86,51,100,26,61,4,0,0,3
30,93,34,78,75,100,18,95,79,75,100,37,72,5,0,0,9
0,42,7,64,52,83,100,100,94,78,67,52,43,26,22,0,1
32,100,0,79,16,51,77,49,100,80,70,62,45,32,26,0,4
40,99,5,63,46,41,9,0,0,34,1,86,37,100,100,96,5
33,75,68,100,100,98,52,92,37,51,79,35,47,6,0,0,5
4,100,0,100,7,69,56,55,100,67,86,60,62,31,55,0,4
40,81,67,65,100,27,38,0,0,24,46,61,81,99,27,100,8
64,81,59,100,100,98,78,53,42,18,0,6,47,13,95,0,2
30,61,67,79,100,100,91,90,63,68,37,46,15,23,0,0,1
15,96,3,61,57,49,42,0,10,13,0,66,44,95,100,100,5
16,80,9,35,40,0,86,12,100,56,80,97,32,100,0,67,0
36,73,12,51,25,0,76,15,100,62,63,100,15,75,0,25,0
39,95,9,72,63,48,57,9,0,0,19,47,38,92,100,100,5
0,83,42,100,98,97,93,71,81,44,100,15,58,0,4,7,3
0,99,66,100,100,79,68,41,48,1,25,0,21,23,88,25,7
70,100,37,79,11,56,0,32,51,19,92,36,80,23,100,0,4
14,75,39,100,99,94,81,64,45,41,100,27,57,4,0,0,3
0,64,32,68,73,84,100,100,88,75,81,50,75,25,71,0,1
0,83,28,100,85,88,74,43,43,0,8,0,38,20,100,25,7
0,95,32,100,78,94,73,55,61,13,50,0,53,32,100,32,7
19,88,53,100,92,84,71,53,36,29,0,5,48,1,100,0,2
38,81,92,100,100,66,65,33,37,0,100,20,67,51,0,72,8
87,74,74,100,22,87,70,68,100,72,88,33,55,0,0,8,9
0,72,19,100,27,60,10,21,2,1,35,0,68,1,100,8,2
95,100,74,95,27,65,0,30,32,0,100,11,73,45,9,64,6
21,100,14,74,0,41,35,25,100,28,98,49,61,32,48,0,4
82,100,0,85,67,49,100,10,6,0,12,41,82,77,69,99,8
33,85,69,100,78,78,53,56,100,44,93,16,48,1,0,0,3
57,100,22,81,4,52,0,23,36,0,100,9,67,27,7,15,6
45,91,88,100,100,77,69,54,100,39,99,12,51,0,0,1,3
24,75,60,100,74,63,45,25,2,0,0,15,51,19,100,8,2
45,83,14,72,35,51,52,11,0,0,20,44,45,89,100,100,5
29,85,82,100,100,100,43,85,27,51,81,32,57,0,0,0,5
85,98,39,100,7,60,0,16,54,0,100,28,40,38,5,9,6
20,100,21,84,0,52,37,42,100,46,97,63,81,31,71,0,4
52,82,3,50,100,72,64,100,0,62,84,76,86,50,77,0,9
0,55,6,70,54,90,100,100,76,75,49,50,24,25,5,0,1
29,80,53,100,7,70,0,49,83,48,100,65,61,33,29,0,4
0,92,56,100,100,95,73,55,59,12,43,0,26,31,87,32,7
31,90,0,50,17,0,64,0,96,43,100,99,58,100,21,63,0
0,75,29,100,74,93,69,60,41,29,0,3,37,0,100,6,2
52,84,79,100,100,84,77,63,72,34,67,8,33,0,0,2,3
97,91,33,93,55,46,54,0,0,10,49,49,100,87,30,100,8
81,72,58,100,0,81,43,57,82,76,100,37,87,0,17,1,9
35,100,22,64,0,38,100,42,94,61,68,78,63,39,45,0,4
100,97,88,100,53,70,25,36,17,0,69,10,58,39,0,29,6
19,100,14,79,5,59,0,38,27,20,100,34,81,21,70,0,4
54,100,35,79,0,49,19,40,89,38,100,65,81,32,65,0,4
36,82,45,60,81,100,0,70,19,45,25,0,100,37,4,32,8
76,90,29,69,33,100,76,94,88,57,100,20,62,0,0,4,9
13,76,0,33,40,0,92,20,100,67,63,100,18,68,29,24,0
47,100,27,50,0,20,50,30,100,31,89,59,58,50,39,0,4
56,71,31,100,16,66,24,23,0,0,17,34,57,57,100,76,8
2,86,4,37,31,0,74,10,100,49,80,90,35,100,0,72,0
32,95,1,65,0,25,35,0,79,13,100,49,81,85,37,100,0
61,83,19,100,3,62,15,21,0,0,0,40,47,62,100,79,8
51,100,35,74,10,49,0,22,54,12,100,32,90,25,69,0,4
12,92,1,58,62,38,50,0,0,15,2,59,30,96,100,100,5
27,94,0,70,59,55,52,8,0,0,8,53,37,94,100,100,5
46,93,9,63,0,15,45,0,90,24,100,70,60,100,19,83,0
11,72,28,100,66,78,56,38,19,10,0,6,50,5,100,0,2
30,100,33,81,4,54,0,29,70,27,100,49,94,29,98,0,4
17,82,1,72,40,58,81,28,5,0,0,46,1,93,100,100,5
30,86,0,42,23,0,70,3,100,41,82,90,37,100,22,54,0
4,93,50,100,82,79,49,50,70,45,100,19,56,0,0,10,3
24,75,24,100,70,81,60,48,65,41,100,16,49,0,0,20,3
0,58,40,72,74,90,100,100,89,74,78,47,69,19,68,0,1
0,83,30,100,78,96,100,74,70,51,37,30,35,7,83,0,2
78,100,33,82,12,49,14,12,60,0,100,26,50,32,0,13,6
36,52,0,50,6,6,56,0,97,30,100,76,58,100,24,68,0
0,82,36,100,88,93,63,65,69,48,100,21,60,0,8,9,3
47,97,17,79,57,40,70,0,0,17,33,53,100,79,65,100,8
0,48,35,57,67,78,99,100,100,88,79,58,63,27,75,0,1
42,92,51,58,85,96,31,100,66,56,100,39,60,0,0,23,9
26,99,0,61,6,16,53,0,95,28,100,73,58,100,6,90,0
34,100,2,82,0,28,32,0,70,10,100,44,89,90,53,100,0
79,90,61,100,26,73,44,60,97,50,100,17,51,0,0,8,5
51,100,21,73,0,43,48,40,93,52,100,59,76,30,56,0,4
100,100,61,91,27,68,0,39,0,2,40,0,54,27,15,20,6
19,100,16,55,10,96,16,48,24,2,0,0,50,11,100,16,1
3,86,34,100,85,89,51,64,100,45,96,13,42,0,0,11,3
25,83,12,54,62,29,37,0,6,20,0,62,37,92,100,100,5
42,100,34,75,0,48,3,42,58,38,100,53,85,33,71,0,4
18,60,39,100,45,82,46,32,20,0,0,1,50,4,100,11,1
21,85,1,41,23,1,75,0,100,39,78,83,31,100,0,64,0
43,97,0,74,74,79,57,100,47,85,100,54,88,16,16,0,9
100,95,71,100,36,84,34,48,83,48,91,17,49,0,0,4,5
11,78,35,100,52,73,31,43,0,20,20,9,60,4,100,0,2
0,53,15,63,62,80,100,100,79,76,55,51,35,26,22,0,1
50,96,89,100,92,71,66,48,100,29,80,4,36,0,0,10,3
72,97,4,91,14,45,29,0,0,30,61,65,100,100,20,86,8
0,39,22,58,61,79,99,100,100,81,88,54,86,26,97,0,1
50,100,20,75,2,46,0,17,43,0,100,10,73,32,16,24,6
94,100,35,94,3,58,0,21,74,14,100,43,21,34,19,0,6
37,81,43,100,96,87,61,61,86,47,100,16,48,0,0,14,3
60,74,89,100,96,78,68,50,34,24,0,2,51,7,100,0,2
21,77,58,100,95,81,67,52,96,48,100,17,52,0,0,11,3
65,67,72,100,1,75,32,37,61,0,0,4,32,44,100,74,8
30,79,4,66,68,31,41,0,0,28,57,64,100,100,0,92,8
27,100,3,76,0,46,69,43,100,64,90,64,85,32,87,0,4
53,100,33,77,0,55,19,35,87,41,100,46,65,24,47,0,4
8,91,63,100,100,82,79,55,42,31,0,11,37,1,100,0,2
51,100,18,73,0,34,20,0,63,2,95,31,100,72,66,90,0
11,47,58,70,100,100,73,70,50,34,28,0,0,12,70,10,1
36,100,0,55,7,0,61,25,100,76,61,100,37,69,24,44,0
100,93,79,92,24,100,0,67,42,44,92,28,67,0,25,2,5
42,59,53,100,87,81,61,41,22,12,0,1,50,1,100,0,2
0,57,31,69,66,85,100,100,88,75,73,50,61,23,53,0,1
86,95,39,100,51,75,69,85,84,51,100,17,59,0,0,9,9
26,100,0,83,23,51,83,42,100,55,79,84,56,42,37,0,4
3,65,37,55,100,81,54,100,0,75,85,68,69,34,58,0,9
11,58,85,41,87,0,0,9,23,50,100,78,71,100,10,77,8
0,85,48,100,84,89,73,48,65,6,48,0,37,28,100,33,7
0,98,53,100,88,82,63,40,33,0,36,6,39,43,100,47,7
0,59,41,80,94,100,100,91,68,68,35,45,6,22,0,0,1
70,87,96,100,100,77,78,57,76,33,72,9,37,0,0,5,3
37,100,11,72,0,33,26,0,74,7,100,42,81,79,36,99,0
0,80,53,100,100,77,70,38,32,2,9,0,19,27,89,34,7
1,100,47,96,52,60,46,24,40,0,0,26,41,37,100,41,7
72,68,42,100,0,68,61,34,79,0,1,16,50,53,100,88,8
55,100,20,75,0,48,0,19,41,0,100,8,78,30,27,25,6
2,85,28,100,53,81,31,54,0,35,35,35,67,17,100,0,2
42,80,72,100,98,67,74,29,31,3,0,15,51,14,100,0,2
0,91,35,100,100,97,81,63,44,32,8,0,9,14,49,29,7
