@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
39,81,72,100,100,77,71,51,95,43,95,16,50,0,0,1,3
0,73,28,92,73,100,100,81,85,55,58,32,36,8,79,0,2
100,97,66,100,30,88,24,55,54,59,61,27,38,0,0,1,5
0,65,46,91,50,100,50,62,52,23,4,2,12,5,100,0,1
36,63,0,67,53,84,100,100,83,74,66,47,53,21,51,0,1
0,89,28,100,64,85,43,61,9,44,23,21,62,11,100,0,2
50,86,17,60,0,27,21,0,70,9,100,37,91,70,63,100,0
0,69,10,54,67,37,47,0,14,13,17,54,34,92,100,100,5
0,75,45,85,100,100,84,80,71,59,58,37,55,15,63,0,1
21,100,12,66,64,49,52,0,10,16,0,72,43,94,100,94,5
30,81,70,100,69,65,39,31,0,5,7,18,52,0,100,4,2
100,100,26,97,1,66,45,33,29,0,0,26,38,61,87,93,8
100,100,54,85,21,57,0,27,23,0,75,7,57,29,3,23,6
49,86,50,100,100,96,81,66,82,40,87,9,38,0,0,22,3
99,100,61,78,37,40,41,0,99,0,100,33,47,50,0,28,6
15,97,0,76,33,46,95,59,100,100,83,83,87,41,97,0,4
51,91,86,100,70,66,43,34,8,6,0,11,49,10,100,0,2
100,81,55,54,0,63,23,95,84,100,94,64,74,29,35,0,9
0,89,31,100,100,80,94,39,63,0,22,15,8,37,95,44,7
100,77,58,100,16,69,0,27,40,0,93,15,95,58,53,89,0
100,100,66,94,38,70,15,45,0,18,26,0,55,16,11,24,6
68,100,50,79,15,51,0,47,54,38,100,49,91,35,87,0,4
100,94,54,96,9,100,0,60,43,52,72,24,41,0,13,8,5
59,85,25,71,88,35,79,0,7,29,62,64,100,100,0,99,8
0,99,50,100,77,77,59,50,29,26,0,2,48,0,100,4,2
0,82,37,62,83,30,65,0,46,32,81,66,100,100,23,90,8
100,100,63,84,32,55,13,22,43,0,81,17,36,28,0,8,6
86,90,28,100,0,52,46,4,26,0,25,51,100,83,73,99,8
18,97,35,100,0,76,0,53,64,54,100,53,75,27,66,0,4
0,79,19,100,60,93,59,64,41,38,19,12,54,1,100,0,2
34,89,14,84,0,38,24,0,75,3,100,42,82,86,34,100,0
0,67,14,25,57,0,100,22,95,75,54,100,7,87,4,39,0
0,95,37,99,77,100,100,74,98,37,95,0,70,13,77,31,7
13,84,66,100,90,80,52,54,75,51,100,24,60,0,0,1,3
40,63,60,100,100,82,85,40,44,11,0,0,45,19,93,3,2
100,100,100,92,80,76,65,61,50,45,40,30,15,15,0,0,1
60,72,89,100,73,83,62,49,44,15,0,0,47,4,100,5,1
26,87,64,100,66,57,39,21,0,0,15,29,57,21,100,21,2
100,100,54,89,18,61,0,27,29,0,83,11,61,35,7,25,6
56,60,65,100,100,83,81,39,51,0,85,16,56,50,0,55,8
64,92,3,100,25,62,44,23,0,0,1,30,55,58,100,90,8
98,89,48,100,29,65,58,25,6,0,0,31,53,63,100,91,8
42,100,93,98,79,64,51,31,15,0,0,30,25,53,100,52,7
62,86,87,100,100,79,85,54,85,25,64,4,29,0,0,12,3
48,97,9,67,100,64,66,100,24,57,0,0,87,8,15,41,8
19,71,55,100,100,99,73,66,55,44,97,22,55,0,0,4,3
26,100,38,78,66,38,45,0,15,33,0,77,34,97,100,100,5
42,98,89,100,73,72,59,52,100,32,88,3,41,0,0,19,3
9,100,19,75,0,35,46,35,100,34,74,67,77,27,83,0,4
100,100,58,85,23,59,0,30,9,0,58,5,60,34,7,25,6
100,91,63,100,18,89,5,53,42,50,77,32,47,4,0,0,5
11,72,39,100,62,77,50,42,24,12,0,0,50,3,100,3,2
7,94,17,51,94,47,66,0,9,3,0,56,18,97,100,100,5
0,71,20,100,54,91,51,55,29,22,3,0,54,3,100,9,2
53,81,86,100,98,69,83,37,52,9,0,3,47,0,100,2,2
100,89,52,100,25,71,45,34,38,0,0,17,34,47,76,71,8
0,42,42,55,73,77,100,100,81,77,61,52,46,26,39,0,1
47,100,11,81,0,39,21,3,62,0,98,22,100,63,61,73,0
75,80,93,100,100,81,80,59,66,35,66,9,34,0,0,4,3
0,90,37,98,89,100,67,52,50,0,33,18,48,40,100,47,7
81,97,2,90,0,61,81,72,100,100,81,67,69,33,59,0,9
35,100,5,72,0,40,44,18,87,30,100,58,70,30,53,0,4
0,92,51,100,100,98,83,57,71,14,59,0,44,33,97,42,7
66,86,0,94,21,52,80,14,14,0,42,39,100,78,49,100,8
22,100,0,55,40,59,53,2,19,0,20,66,41,99,100,98,5
89,100,40,79,0,42,69,38,100,59,74,87,69,43,68,0,4
41,81,63,100,82,75,52,47,100,46,98,17,46,0,0,9,3
34,29,0,51,37,76,92,100,100,80,84,53,74,26,74,0,1
93,69,100,100,44,95,12,68,68,69,80,46,50,17,0,0,9
22,100,9,68,0,35,22,16,100,18,88,37,50,33,57,0,4
21,83,55,100,92,86,73,61,92,35,100,9,52,0,0,0,3
69,90,33,100,63,76,70,98,100,61,98,16,51,0,0,10,9
19,96,21,59,73,41,40,0,3,21,0,77,36,98,100,100,5
75,87,39,100,30,65,83,75,100,70,91,31,57,0,0,9,9
98,70,85,100,33,86,46,65,100,73,84,37,52,6,0,0,9
7,76,27,45,48,7,8,0,0,40,8,81,52,98,100,100,5
39,100,5,79,0,47,55,42,100,64,80,60,52,30,28,0,4
0,52,40,76,80,100,100,91,100,66,91,40,80,15,54,0,1
7,100,0,73,57,81,49,80,76,52,100,23,65,0,1,2,9
38,58,85,86,85,100,70,60,59,21,0,0,23,3,100,8,1
68,100,42,75,0,52,44,50,100,66,86,46,51,20,41,0,4
97,100,53,77,32,44,39,9,90,0,100,31,51,49,0,36,6
40,100,7,84,72,47,100,5,22,0,52,45,84,90,0,94,8
0,91,19,97,69,100,100,85,84,62,59,41,33,21,7,0,7
7,78,78,100,100,93,98,51,98,9,22,0,0,1,93,2,1
53,86,59,50,52,12,6,0,0,25,18,62,53,89,100,100,5
28,100,0,52,37,99,45,89,51,34,24,2,30,0,100,0,1
16,100,15,94,6,66,0,38,69,34,95,56,92,28,100,0,4
59,99,16,72,89,38,91,0,28,18,73,58,100,100,0,95,8
100,100,56,86,23,61,0,30,14,0,59,7,47,33,1,27,6
0,89,26,100,35,51,32,0,13,13,22,32,60,40,100,46,7
15,58,80,78,100,100,88,69,73,38,56,7,0,0,98,4,1
46,99,82,100,82,72,77,56,100,31,75,7,38,0,0,6,3
32,71,47,100,83,80,70,46,31,24,0,7,50,2,100,0,2
23,100,9,78,0,45,57,28,100,38,58,62,42,32,43,0,4
56,100,42,78,0,52,29,33,100,37,90,59,70,30,59,0,4
86,100,43,83,71,66,100,87,83,67,76,40,48,17,0,0,9
0,88,10,48,33,12,75,0,100,35,87,75,50,100,6,95,0
29,84,1,73,64,48,65,6,0,0,1,47,26,89,100,100,5
100,94,53,80,68,39,68,0,0,0,17,36,62,69,88,100,8
100,100,58,88,24,61,1,31,14,0,67,1,48,27,0,19,6
16,37,8,82,49,100,55,56,26,17,0,0,50,3,100,3,2
0,64,40,78,76,100,100,99,87,71,64,44,39,18,16,0,1
17,68,27,100,68,86,54,49,21,20,0,5,50,4,100,0,2
32,71,55,100,72,77,56,44,32,12,0,4,43,13,100,0,2
0,58,36,71,87,91,100,100,87,75,77,50,72,25,77,0,1
0,73,4,100,70,100,93,70,61,38,15,12,31,0,100,6,2
19,93,9,74,100,94,25,100,1,49,0,0,93,16,46,60,8
100,79,81,100,41,79,62,59,93,64,80,27,46,0,0,0,9
42,87,77,100,75,76,70,52,100,34,88,10,44,0,0,5,3
41,95,44,61,58,30,13,0,0,30,3,80,44,100,100,94,5
0,60,21,54,53,77,85,100,100,88,86,57,75,27,82,0,1
21,73,8,40,36,0,77,1,100,44,82,90,41,100,0,86,0
24,68,51,60,96,97,32,100,60,75,100,49,70,0,0,3,9
48,100,22,79,5,58,0,37,80,39,100,42,72,21,82,0,4
35,64,58,100,63,91,57,50,48,10,0,1,50,0,100,1,1
0,94,46,100,100,99,76,54,55,5,29,0,30,28,84,17,7
25,100,0,63,8,30,82,39,100,70,79,90,89,44,100,0,4
33,93,0,55,61,58,91,25,37,0,29,53,36,100,100,93,5
23,96,5,56,0,15,41,0,83,25,100,63,81,100,34,98,0
51,95,7,60,52,40,19,0,0,26,4,77,38,99,100,100,5
51,60,47,100,16,68,75,35,83,0,0,2,31,39,100,68,8
0,55,39,74,76,95,100,100,87,75,72,50,61,25,57,0,1
40,100,0,96,1,72,44,91,63,58,100,29,96,0,39,9,9
100,100,74,88,46,69,22,47,0,24,3,0,36,11,7,23,6
77,100,47,64,0,36,34,39,100,39,93,73,61,38,37,0,4
79,90,68,100,29,67,0,34,2,0,95,0,100,27,5,20,6
46,100,26,74,0,47,20,25,84,33,100,55,76,28,69,0,4
74,100,2,49,29,0,100,54,61,95,0,39,75,77,6,21,0
64,89,100,100,47,87,7,64,25,53,74,43,51,14,0,0,5
58,62,8,46,12,0,67,15,100,56,90,100,34,81,0,41,0
12,71,15,50,29,100,32,76,34,25,0,0,47,4,100,5,1
0,86,33,100,60,81,58,59,96,44,100,14,62,0,20,6,3
45,98,82,100,72,57,42,22,0,0,3,2,52,4,100,6,2
56,76,73,52,93,13,0,0,37,35,100,69,100,100,17,76,8
11,82,6,41,28,0,78,7,100,48,80,90,32,100,0,65,0
62,100,26,74,15,43,8,12,57,0,100,19,52,35,0,23,6
71,100,50,87,32,50,32,11,76,0,100,32,51,49,0,41,6
51,100,33,77,0,53,11,32,77,36,100,53,76,27,60,0,4
70,100,27,75,0,39,6,0,63,2,100,33,93,71,38,74,0
49,97,77,100,79,60,47,28,0,11,8,24,58,14,100,0,2
54,63,45,100,1,53,11,0,75,18,100,74,44,98,0,54,0
48,100,31,76,85,88,17,98,65,71,100,38,68,6,0,0,9
33,66,72,86,100,100,76,71,70,40,55,10,0,0,13,6,1
35,100,0,74,1,45,68,36,100,58,88,54,79,24,72,0,4
100,100,54,80,21,50,14,13,61,0,100,19,48,22,0,8,6
0,90,3,56,51,31,43,0,15,22,9,63,38,93,100,100,5
44,94,6,74,0,28,35,0,78,13,100,53,76,91,32,100,0
25,79,59,100,100,88,63,63,35,41,80,21,54,0,0,6,3
0,69,42,87,100,100,75,79,50,59,25,39,17,19,67,0,1
10,87,58,100,92,84,64,58,62,36,100,17,55,0,0,1,3
42,87,80,100,70,72,58,62,100,46,87,15,42,0,0,3,3
0,71,52,100,100,75,53,37,13,0,82,7,34,44,16,83,8
58,96,17,64,0,26,29,0,75,27,100,65,83,100,33,79,0
51,100,16,73,0,27,28,0,70,15,100,51,83,89,40,95,0
28,87,1,56,76,75,67,28,1,0,0,46,18,94,100,100,5
0,98,52,100,100,85,90,57,73,29,73,0,100,18,79,35,7
33,61,63,93,60,100,55,57,42,15,0,0,50,5,100,7,1
32,92,75,100,79,63,56,28,29,0,0,33,42,46,100,48,7
0,89,4,47,21,0,73,2,100,45,78,89,25,100,14,54,0
27,90,0,65,55,44,62,5,19,0,24,50,29,95,100,100,5
0,94,44,100,80,86,57,43,33,0,28,2,41,38,100,44,7
32,86,72,100,74,71,44,44,3,22,0,18,54,18,100,0,2
66,93,50,56,80,100,0,55,17,35,59,0,100,52,0,29,8
23,100,0,58,8,12,58,0,99,29,100,75,56,100,14,78,0
100,99,57,100,18,79,16,45,61,52,78,22,39,0,0,7,5
0,100,85,97,100,69,65,38,28,7,13,0,13,34,92,41,7
65,95,28,72,52,33,24,0,0,16,15,59,48,89,100,100,5
32,80,71,100,100,85,62,61,78,50,83,14,40,0,0,20,3
59,100,24,68,24,19,69,0,100,42,74,85,21,63,0,19,0
23,97,20,61,66,44,41,0,8,24,0,82,44,98,100,100,5
100,100,57,81,23,58,0,35,7,9,61,0,68,20,20,22,6
84,76,76,100,19,88,55,83,100,82,73,53,38,26,0,0,9
48,100,24,62,0,35,93,33,100,67,74,77,63,39,56,0,4
92,100,57,80,21,53,0,22,37,0,100,14,76,37,7,32,6
55,85,100,100,82,94,38,74,90,65,94,36,52,13,0,0,5
0,76,49,100,100,82,58,41,28,0,82,15,28,51,34,88,8
69,79,48,57,69,19,0,0,30,34,93,63,100,100,37,76,8
80,89,54,100,40,68,81,78,100,46,92,10,46,0,0,6,9
5,84,40,100,79,82,26,62,56,46,100,22,65,0,0,8,3
16,78,66,100,100,75,46,39,0,0,66,4,24,45,23,85,8
57,100,33,94,8,59,3,22,48,0,100,15,57,32,0,19,6
22,67,56,87,100,100,72,80,44,60,17,40,0,19,22,0,1
72,100,43,74,19,48,4,20,36,0,100,16,58,28,0,10,6
18,100,8,53,24,5,69,0,100,39,91,87,45,98,0,79,0
0,55,37,83,64,100,54,66,49,32,33,0,22,6,100,8,1
0,100,57,95,62,63,46,31,25,0,4,22,39,43,100,43,7
78,88,4,100,0,73,86,85,100,91,76,61,58,30,64,0,9
86,100,37,91,7,60,0,27,36,0,100,5,83,31,20,25,6
36,90,79,100,100,98,50,88,32,59,76,37,47,5,0,0,5
0,81,34,100,62,73,54,36,39,0,12,16,50,27,100,30,7
0,95,53,100,91,86,78,47,68,7,47,0,24,24,100,27,7
71,100,27,75,6,39,21,3,77,0,100,31,51,52,0,38,6
100,100,54,87,20,60,4,27,27,0,71,16,53,44,0,45,6
0,89,34,100,57,72,51,34,44,0,12,28,55,36,100,37,7
84,73,83,100,33,81,67,57,100,72,100,31,64,2,0,0,9
52,100,18,64,48,36,11,0,0,19,8,67,41,97,100,98,5
100,86,47,100,0,73,42,43,85,15,28,0,37,36,84,66,8
0,20,47,42,78,70,100,100,88,86,66,56,40,27,7,0,1
23,80,14,80,77,100,100,70,66,39,0,19,23,12,97,0,2
72,100,32,76,5,47,0,15,47,0,100,12,59,24,3,17,6
5,68,23,100,63,78,55,32,14,4,0,15,50,10,100,0,2
28,81,59,100,100,94,78,68,51,44,83,25,44,8,0,0,3
3,74,33,100,81,92,51,64,85,47,100,16,53,0,0,9,3
29,74,1,49,0,2,51,0,93,30,100,76,55,100,6,84,0
66,100,43,66,0,37,33,39,100,42,78,68,51,35,39,0,4
46,99,7,100,37,80,56,97,90,64,100,24,57,0,0,6,9
27,84,20,51,38,11,0,0,2,47,9,93,54,100,100,99,5
44,73,81,100,65,66,54,24,28,0,0,6,50,8,100,9,1
0,96,58,100,76,75,51,38,34,0,0,8,34,26,100,28,7
16,72,40,100,94,95,84,64,47,37,0,14,31,1,100,0,2
18,100,13,78,0,46,57,37,100,50,85,66,83,33,84,0,4
15,74,23,100,72,92,53,60,75,45,100,18,55,0,0,1,3
1,92,0,63,36,33,14,0,3,37,5,81,50,96,100,100,5
0,51,27,72,61,85,95,100,100,91,82,61,67,30,72,0,1
24,84,6,80,0,35,31,0,79,11,100,53,77,92,27,100,0
55,77,45,66,100,88,49,100,0,78,69,63,70,32,59,0,9
38,100,12,67,19,9,62,0,100,30,83,82,39,91,0,66,0
30,91,0,50,57,54,62,19,2,0,2,52,28,96,100,100,5
35,98,60,100,47,63,25,30,0,4,34,2,68,0,100,3,2
63,78,59,100,100,94,70,68,91,48,94,27,48,12,0,0,3
80,100,28,96,0,63,3,26,45,0,100,5,57,24,1,12,6
17,72,16,36,40,0,86,12,100,53,79,92,31,100,0,67,0
39,100,29,92,0,58,2,34,61,37,100,60,82,36,78,0,4
41,90,62,100,29,74,2,47,0,22,64,33,100,28,88,0,4
15,78,6,33,34,0,79,17,100,58,81,99,34,100,0,68,0
30,69,38,100,82,88,76,53,43,24,0,0,43,6,100,6,2
46,96,57,70,78,30,37,0,1,25,0,72,40,100,100,95,5
84,67,57,100,0,88,16,52,75,65,100,72,92,28,97,0,9
10,77,37,100,90,88,72,57,99,52,100,18,48,0,0,17,3
0,0,34,12,67,28,89,50,100,77,84,100,58,85,85,65,9
14,65,35,100,64,79,48,41,16,11,0,8,50,9,100,0,2
55,68,71,40,100,6,5,0,14,35,66,68,89,100,0,83,8
30,87,65,100,83,80,73,61,100,39,81,14,41,0,0,4,3
44,73,77,100,100,68,78,28,68,0,100,33,56,51,0,53,8
55,93,100,100,73,100,34,78,44,56,77,36,45,9,0,0,5
92,100,37,100,1,68,0,29,41,0,100,5,67,32,8,23,6
64,99,24,99,62,80,74,100,100,62,92,18,48,0,0,9,9
81,100,30,80,2,52,0,21,45,0,100,11,72,35,21,19,6
5,75,0,46,16,5,67,0,100,34,92,75,47,100,6,77,0
0,85,42,100,79,80,70,40,75,0,44,14,42,39,100,48,7
0,86,35,97,100,100,73,67,48,34,21,0,18,5,56,24,7
88,100,100,99,52,74,14,46,0,14,57,0,84,20,18,26,6
50,81,74,100,100,75,75,43,36,20,0,28,47,23,84,0,2
0,100,53,97,100,96,71,58,57,14,44,0,33,35,90,38,7
84,100,35,84,5,55,0,21,44,0,100,7,63,18,9,7,6
100,89,39,75,0,78,55,100,93,85,70,54,35,24,23,0,9
35,100,5,67,0,26,38,0,88,14,100,53,68,87,17,84,0
80,81,34,100,0,70,45,39,76,0,28,12,57,54,100,85,8
0,96,41,100,100,88,59,49,34,0,53,4,64,33,8,34,7
33,100,8,75,0,48,49,34,100,47,99,53,90,27,78,0,4
0,64,36,72,73,90,100,100,89,74,82,47,78,21,76,0,1
24,86,22,100,76,90,49,64,57,50,100,27,70,1,0,0,3
100,100,77,94,47,71,23,43,14,12,50,0,42,20,0,29,6
0,80,17,100,41,99,60,83,53,52,56,20,77,7,100,0,2
43,39,100,73,69,100,7,70,60,36,57,0,0,16,67,48,8
72,100,2,77,59,36,100,0,0,7,31,52,100,92,22,91,8
55,97,40,61,55,24,8,0,0,33,10,80,43,100,100,96,5
0,88,43,100,78,81,78,43,79,5,60,0,50,24,100,31,7
0,22,36,47,70,73,100,100,90,89,66,60,46,30,27,0,1
38,100,4,76,0,46,70,41,100,64,86,62,66,31,54,0,4
49,78,34,60,30,18,0,0,19,39,57,73,100,100,44,82,8
39,100,0,79,1,48,55,38,100,58,81,55,49,29,25,0,4
30,81,0,35,60,39,83,0,41,4,27,57,39,100,100,99,5
0,54,62,77,100,100,75,77,75,53,85,30,100,6,98,0,1
92,100,45,88,19,53,20,14,69,0,100,31,48,37,0,13,6
14,100,10,84,0,55,52,43,100,57,98,59,85,29,72,0,4
59,87,23,74,0,33,21,0,68,9,100,43,87,85,43,100,0
0,99,28,100,65,95,100,89,95,66,72,43,50,18,45,0,7
67,100,35,79,17,48,24,15,70,0,100,21,45,21,0,3,6
0,93,57,100,100,86,71,43,41,1,22,0,23,35,82,41,7
31,100,28,76,0,41,24,29,100,30,88,67,81,33,82,0,4
66,76,34,100,5,76,43,39,44,0,0,17,45,50,100,76,8
2,97,14,66,50,90,14,100,62,75,100,37,75,2,0,0,9
2,78,35,98,100,100,84,65,54,32,20,0,0,29,60,33,7
100,70,46,94,32,51,87,9,0,0,38,46,80,91,19,100,8
69,94,0,81,73,55,100,21,32,0,20,33,58,67,51,100,8
0,100,51,99,70,67,57,27,59,0,100,26,57,41,5,40,7
100,100,59,83,31,52,20,19,52,0,91,25,48,27,0,7,6
12,96,60,100,96,81,60,55,16,33,0,8,55,2,100,0,2
22,91,24,64,80,38,67,0,0,13,4,57,26,97,100,100,5
18,84,0,49,14,13,58,0,92,25,100,63,73,93,27,100,0
26,100,16,79,0,52,36,32,100,38,55,52,38,26,32,0,4
78,83,20,58,27,0,100,50,61,100,0,38,68,69,3,8,0
81,100,35,78,0,47,69,52,100,66,72,91,62,44,60,0,4
0,37,25,50,50,63,74,81,97,100,100,78,88,40,79,0,1
0,76,66,74,100,100,28,88,3,59,76,69,74,40,59,0,9
88,76,78,100,26,87,59,86,100,83,76,48,42,18,0,0,9
15,100,99,97,100,78,68,41,40,2,29,0,0,36,81,45,7
26,73,35,100,100,97,78,68,46,35,26,0,0,31,52,30,7
94,83,29,77,100,41,78,0,0,11,45,56,92,100,10,79,8
66,89,100,100,99,81,77,61,64,38,67,15,38,1,0,0,3
26,93,70,100,75,55,44,17,0,0,6,24,54,24,100,12,2
0,83,38,100,93,97,100,71,70,48,34,26,27,2,84,0,2
21,66,47,100,65,67,40,28,0,12,18,31,60,19,100,0,2
33,79,75,100,99,75,71,45,24,25,0,29,55,21,100,0,2
0,92,33,100,95,80,83,40,56,0,35,9,20,36,100,43,7
32,63,52,100,86,69,70,24,24,0,0,4,53,2,100,1,2
48,86,64,100,94,80,58,54,100,52,87,19,43,0,0,7,3
73,97,35,54,100,84,44,100,75,71,92,60,62,0,0,9,9
57,100,0,75,62,40,62,0,2,15,56,53,100,93,23,95,8
55,95,100,100,54,91,28,55,54,53,76,30,43,0,0,1,5
43,92,100,100,85,97,19,90,55,66,90,37,64,8,0,0,5
14,100,0,75,7,47,72,48,100,62,83,58,82,29,84,0,4
7,89,54,100,69,76,40,52,91,45,100,19,52,6,0,0,3
0,83,36,100,66,78,53,39,41,0,24,34,56,50,100,55,7
26,56,39,100,57,74,35,29,0,0,15,26,56,7,100,5,2
5,73,48,68,100,100,27,88,0,59,76,71,72,42,53,0,9
19,94,78,100,100,82,67,50,34,20,0,0,13,31,74,33,7
76,100,28,96,0,66,2,32,45,9,100,17,53,26,19,0,6
0,45,32,65,67,82,100,100,75,76,51,51,28,26,9,0,1
34,100,18,63,63,34,34,0,0,15,14,58,40,93,100,89,5
100,92,58,100,39,84,24,67,15,50,9,33,0,16,0,0,1
0,89,38,100,65,85,55,60,69,37,100,18,81,0,45,1,3
83,100,49,77,19,49,3,20,39,0,100,12,65,31,0,26,6
0,100,15,84,57,75,100,68,77,55,53,34,29,13,16,0,7
0,92,22,99,68,100,100,87,83,64,56,44,32,23,16,0,7
65,100,0,79,67,41,99,0,10,3,41,42,100,80,6,90,8
8,84,37,100,54,72,32,42,0,18,15,10,58,5,100,0,2
0,95,54,100,85,75,61,38,55,0,28,12,36,36,100,23,7
79,100,38,76,8,49,1,19,47,0,100,9,47,21,0,8,6
36,87,73,100,100,85,76,63,87,33,86,3,43,0,0,4,3
0,75,22,100,58,86,56,50,29,22,14,1,58,0,100,4,2
89,81,55,100,44,76,92,77,100,46,94,4,46,0,0,13,9
0,91,44,97,96,100,84,54,65,9,44,0,46,27,100,26,7
0,43,26,68,70,100,73,80,67,41,55,3,27,0,100,0,1
73,95,7,76,78,40,100,2,0,0,37,41,82,82,51,100,8
19,92,86,100,75,99,2,84,37,68,100,50,72,16,0,0,5
88,100,58,71,26,45,0,35,56,34,100,46,97,32,88,0,4
60,56,56,100,0,79,46,38,100,0,45,1,39,48,91,86,8
22,73,0,49,15,0,74,10,100,56,68,100,14,87,1,36,0
48,100,15,75,0,38,12,3,52,0,86,24,100,60,76,91,0
45,100,20,79,0,55,23,35,100,36,92,48,77,24,70,0,4
17,56,0,27,35,0,74,5,100,47,76,95,37,100,2,76,0
8,96,0,50,12,6,58,0,96,28,100,71,59,95,11,100,0
25,93,5,74,7,29,48,0,94,27,100,72,55,100,0,82,0
32,100,20,69,0,34,36,29,92,36,100,51,66,36,58,0,4
17,85,18,100,46,70,39,35,0,14,34,8,88,0,100,23,2
36,85,71,100,100,82,72,56,36,35,0,13,33,0,88,0,2
100,100,53,93,22,60,14,21,58,0,97,26,58,54,0,50,6
11,78,0,36,25,0,68,5,100,37,96,83,57,100,20,80,0
0,90,43,100,100,90,91,57,72,25,50,0,14,26,74,38,7
24,88,71,100,85,77,53,53,83,37,100,14,52,0,0,5,3
0,98,60,100,94,82,69,42,50,0,26,5,18,31,100,28,7
0,100,85,99,100,84,75,50,66,14,51,0,11,33,91,39,7
36,78,66,100,83,82,81,59,100,30,82,3,38,0,0,16,3
63,91,100,100,75,92,41,77,31,50,56,27,36,0,0,1,5
36,80,0,64,37,41,25,0,1,8,7,54,43,88,100,100,5
32,85,67,55,95,10,4,0,12,40,95,71,100,100,0,87,8
44,92,100,100,57,98,11,79,28,60,74,42,51,14,0,0,5
20,71,6,34,44,0,95,19,100,62,69,100,15,92,0,51,0
48,89,8,67,48,33,43,0,0,12,6,66,41,100,100,88,5
34,100,24,100,0,53,8,4,59,0,100,34,69,68,14,69,0
32,85,0,51,2,7,51,0,93,23,100,67,67,100,23,84,0
28,83,5,52,0,17,35,0,78,10,100,40,89,73,60,100,0
67,100,27,75,0,44,15,11,73,3,100,25,40,25,3,0,6
