@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
6,100,0,80,32,54,100,59,99,99,72,77,60,38,43,0,4
45,100,12,82,0,41,17,4,62,0,100,21,96,60,54,66,0
5,100,93,97,100,74,65,41,37,8,5,0,0,24,89,23,7
17,89,0,55,65,58,69,11,11,0,10,60,31,100,100,96,5
31,79,55,49,70,14,32,0,14,38,0,71,49,86,100,100,5
19,74,43,100,70,80,53,53,100,42,98,12,50,0,0,4,3
35,73,77,55,100,20,39,0,37,35,79,68,86,100,0,84,8
62,76,23,100,0,67,67,35,89,0,22,22,56,60,100,96,8
0,58,42,78,90,99,100,100,87,75,78,50,76,25,84,0,1
48,77,19,66,0,6,49,0,93,38,100,96,48,100,0,70,0
20,73,47,100,62,70,41,35,11,3,0,15,49,9,100,0,2
73,64,54,100,0,75,60,40,91,0,13,13,46,55,100,87,8
39,69,55,100,96,81,80,43,45,10,0,0,44,15,100,3,2
56,97,42,100,0,74,52,60,100,81,74,60,50,30,33,0,4
0,53,8,55,46,79,89,100,100,85,78,57,56,29,47,0,1
50,91,78,100,85,74,71,61,100,38,81,10,41,0,0,4,3
0,78,36,100,79,99,85,67,70,41,100,16,63,0,24,16,3
26,52,16,8,63,0,100,34,99,81,54,100,6,82,0,38,0
0,99,71,100,100,77,72,48,53,18,40,0,0,27,66,33,7
66,100,45,75,71,33,46,0,0,23,6,71,45,95,100,91,5
91,100,48,76,17,51,0,24,28,0,100,5,78,26,0,29,6
31,78,71,100,73,99,56,63,50,26,21,0,0,0,100,3,1
32,89,67,100,100,93,79,71,66,47,68,22,40,6,0,0,3
30,100,0,78,56,82,44,78,75,51,100,22,72,0,15,7,9
0,90,31,100,46,72,27,42,2,17,29,4,64,2,100,0,2
28,94,96,100,83,94,22,76,50,64,100,41,66,9,0,0,5
0,92,68,100,89,81,74,40,61,0,35,13,20,42,100,50,7
100,98,58,100,29,81,55,55,87,32,81,4,39,0,0,1,5
77,72,51,100,0,77,61,42,94,0,22,2,33,45,100,76,8
18,92,66,100,93,81,49,56,0,35,14,16,75,10,100,0,2
3,87,50,100,100,100,78,76,76,52,90,30,47,13,0,0,3
0,93,53,100,83,84,68,43,55,0,30,22,45,46,100,51,7
0,92,42,100,90,100,100,83,71,63,57,40,44,17,14,0,3
43,80,28,100,60,73,40,38,0,14,0,3,50,0,100,0,2
0,87,46,100,88,85,73,43,65,0,36,18,46,42,100,50,7
24,91,67,100,61,65,36,33,0,6,0,13,50,3,100,0,2
18,99,6,51,22,6,69,0,100,37,90,83,44,100,0,80,0
36,100,19,61,0,27,80,28,100,52,73,90,70,45,69,0,4
0,77,13,100,57,99,60,64,38,30,11,2,57,0,100,6,2
32,99,35,63,56,21,17,0,0,36,12,82,54,100,100,83,5
0,68,27,100,73,93,73,52,54,12,50,0,49,34,100,38,7
71,100,29,69,0,32,24,0,76,18,100,56,85,95,31,98,0
29,100,16,77,0,41,70,34,100,64,89,67,57,34,26,0,4
0,61,15,62,51,81,89,100,100,80,86,53,72,26,57,0,1
35,88,30,57,50,17,11,0,0,38,56,68,100,100,20,100,8
0,95,31,100,78,97,54,47,23,0,17,5,44,39,100,48,7
75,100,46,69,22,37,12,3,66,0,100,26,45,34,0,13,6
9,100,9,77,0,46,2,22,81,29,100,35,56,31,59,0,4
6,76,33,100,73,75,52,39,6,16,0,31,52,17,100,0,2
56,86,100,100,64,92,18,73,48,62,81,38,50,7,0,0,5
35,100,21,73,0,46,18,30,77,30,100,53,87,27,79,0,4
100,75,79,100,47,82,79,84,66,64,62,23,36,0,0,5,9
0,93,44,100,79,72,76,35,53,0,29,2,43,28,100,32,7
41,91,100,100,99,99,45,86,40,57,89,39,57,9,0,0,5
11,100,8,93,0,60,17,33,60,41,100,57,85,32,76,0,4
12,67,42,36,57,4,12,0,0,38,12,73,55,87,100,100,5
43,99,19,72,53,36,30,0,0,25,10,73,42,100,100,98,5
3,92,12,64,60,28,18,0,0,32,67,55,100,91,33,100,8
55,96,14,68,48,40,19,0,0,18,6,73,47,100,100,96,5
0,61,35,82,90,100,100,93,69,71,44,47,23,24,8,0,1
79,100,35,80,6,52,0,22,43,0,100,6,75,31,17,31,6
13,59,0,63,42,82,90,100,100,80,80,54,59,27,45,0,1
100,100,63,85,83,78,93,84,90,52,77,23,45,0,0,2,9
23,67,31,94,90,100,80,75,76,44,100,14,56,0,0,5,3
5,88,50,100,76,80,44,58,73,43,100,21,59,3,0,0,3
37,100,0,72,6,57,65,67,100,86,64,66,44,32,20,0,4
100,100,53,84,18,58,0,28,19,0,76,4,84,27,24,27,6
94,79,69,100,48,71,85,70,100,54,85,18,44,0,0,9,9
4,91,47,100,100,87,68,44,45,0,25,5,0,36,76,35,7
61,74,78,100,100,79,73,52,87,40,87,12,41,0,0,14,3
0,100,30,99,67,97,100,93,72,75,53,51,44,23,52,0,7
44,89,62,48,61,0,0,6,35,47,100,72,81,100,14,84,8
2,96,53,100,100,91,67,71,55,49,79,24,46,6,0,0,3
0,100,7,88,0,58,18,34,57,30,95,39,87,24,100,0,4
11,100,6,86,0,47,30,16,74,33,100,68,87,39,79,0,4
0,93,46,100,100,80,85,47,47,18,26,0,19,33,90,30,7
0,98,58,100,55,67,55,32,69,0,33,16,42,36,100,46,7
0,74,13,100,55,100,100,98,79,80,59,55,45,28,42,0,7
61,59,100,80,66,100,15,85,0,55,55,48,87,32,71,0,9
44,87,21,78,68,41,70,0,0,13,45,47,100,80,41,100,8
70,61,65,100,15,70,72,34,87,0,0,10,23,50,100,76,8
59,100,34,70,0,38,33,30,100,34,95,66,73,35,53,0,4
17,100,36,93,0,59,50,48,98,63,100,63,84,25,76,0,4
47,100,0,75,5,29,50,0,100,18,100,63,59,96,4,88,0
2,94,93,100,100,78,86,39,74,0,37,10,0,43,100,43,7
19,87,61,100,96,77,72,50,64,39,100,15,51,0,0,14,3
10,77,0,52,30,100,31,100,44,44,18,0,21,8,100,12,1
0,96,40,100,59,67,42,25,26,0,14,38,57,45,100,48,7
0,86,44,100,85,86,62,42,34,0,21,4,45,38,100,43,7
83,100,36,82,11,61,0,39,78,35,100,41,67,21,53,0,4
0,82,33,100,66,87,58,54,34,27,19,0,60,1,100,10,2
27,95,14,59,70,43,59,0,0,10,6,56,30,96,100,100,5
68,89,0,100,38,59,98,23,80,0,39,35,100,69,75,92,8
70,100,35,59,96,65,56,93,67,71,100,53,66,3,0,0,9
27,82,3,47,13,6,67,0,100,34,96,76,51,100,0,82,0
0,35,39,52,71,75,100,100,82,76,59,51,36,25,9,0,1
25,86,19,83,0,41,14,0,71,16,100,55,78,95,12,100,0
46,79,37,60,59,22,0,0,19,35,78,64,100,97,29,100,8
0,69,23,83,82,100,100,95,86,70,75,44,62,19,64,0,1
100,97,76,100,29,72,0,39,15,8,95,0,78,22,0,16,6
100,100,64,87,28,59,0,30,7,0,72,3,76,31,20,49,6
98,100,56,80,23,48,10,9,58,0,100,18,49,22,0,8,6
0,70,11,100,34,88,26,55,15,23,28,0,66,7,100,19,2
60,82,21,74,0,25,34,0,82,27,100,75,54,100,14,75,0
0,85,31,100,59,73,55,36,46,0,27,26,47,40,100,39,7
40,88,95,100,88,100,40,77,72,61,100,33,58,7,0,0,5
100,98,54,100,52,68,83,95,95,61,92,18,48,0,0,2,9
0,47,38,67,78,89,100,100,77,75,53,49,31,23,16,0,1
27,84,12,42,18,0,73,7,100,45,93,88,40,100,0,67,0
0,45,27,61,63,81,100,100,84,74,63,49,41,24,20,0,1
7,69,0,25,36,0,74,10,100,49,85,95,45,100,17,67,0
59,63,97,88,100,100,89,66,78,30,55,0,0,3,80,2,1
12,73,29,100,70,87,51,53,13,28,0,4,50,0,100,0,2
30,85,20,66,74,38,46,0,0,17,0,65,31,100,100,98,5
32,59,70,77,98,100,100,83,87,58,79,33,57,9,0,0,1
62,98,22,72,0,29,28,0,77,15,100,57,86,100,37,97,0
0,88,65,55,100,16,45,0,43,40,90,77,68,100,8,69,8
59,100,37,69,0,34,46,33,100,38,81,51,63,43,46,0,4
0,79,21,100,31,68,22,34,7,2,34,0,69,8,100,11,2
76,97,64,62,100,15,14,0,0,35,90,59,98,100,0,98,8
0,62,48,81,100,100,87,86,58,65,39,44,16,21,10,0,1
0,59,31,70,65,87,100,100,87,75,75,51,68,25,60,0,1
40,88,78,100,71,66,68,61,100,39,70,7,19,0,0,27,3
0,85,21,100,72,84,65,43,56,0,37,1,42,28,100,28,7
23,96,27,54,64,35,33,0,12,42,0,93,50,96,100,100,5
14,79,37,100,56,79,30,52,0,27,0,2,50,0,100,4,2
0,79,38,100,100,94,93,66,55,41,9,19,18,0,89,2,2
0,68,34,100,74,88,56,40,17,10,10,23,55,12,100,0,2
17,65,71,80,100,100,81,74,74,47,69,20,31,0,0,2,1
90,100,55,76,28,46,12,14,51,0,100,19,49,20,0,2,6
17,100,5,71,0,40,60,39,100,58,85,61,77,29,69,0,4
27,100,6,95,0,42,30,0,79,4,100,51,74,96,24,98,0
21,94,44,73,100,100,13,100,16,80,61,66,23,33,0,0,9
9,83,30,100,84,95,64,67,85,50,100,23,57,3,0,0,3
0,26,57,56,98,94,31,100,45,63,100,31,78,0,9,16,8
0,100,72,99,100,86,62,45,38,0,5,13,23,41,97,44,7
9,68,29,100,65,91,45,58,13,31,0,6,51,6,100,0,2
88,68,31,56,0,81,47,100,100,86,97,55,75,26,44,0,9
39,76,68,100,49,61,40,21,19,0,0,4,50,6,100,5,1
33,65,81,88,100,100,88,70,74,41,52,13,0,0,81,1,1
25,67,41,100,80,91,61,53,24,26,0,15,49,6,100,0,2
98,98,34,96,8,59,63,27,34,0,0,32,42,70,100,100,8
71,64,55,100,0,98,19,69,74,80,100,49,67,10,13,0,9
37,92,6,59,0,13,39,0,78,25,100,65,75,100,30,100,0
75,100,35,82,2,53,0,21,44,0,100,8,68,31,16,21,6
9,98,29,65,81,99,10,100,58,75,100,62,87,17,0,0,9
0,66,12,98,45,100,70,79,45,49,35,15,66,0,100,1,2
3,90,69,100,58,98,0,77,36,58,100,44,73,9,7,0,5
74,98,43,100,69,89,90,82,100,38,84,3,41,0,0,8,9
75,91,30,100,24,60,53,21,11,0,0,37,44,70,100,93,8
100,100,54,92,19,67,0,35,22,6,71,0,89,25,48,46,6
0,99,42,100,23,75,2,50,23,27,93,43,81,25,100,0,4
100,100,68,95,26,98,27,55,70,53,73,15,35,0,0,16,5
37,94,53,48,41,6,0,0,4,45,17,90,57,100,100,100,5
0,88,44,100,100,85,88,45,60,8,25,0,32,25,98,27,7
0,78,25,100,58,77,46,37,10,12,19,24,62,9,100,0,2
0,57,33,76,58,100,78,99,78,74,78,49,83,24,100,0,1
51,94,100,100,48,91,6,66,42,50,87,28,60,5,0,0,5
23,100,19,64,51,32,16,0,0,33,8,84,54,90,100,92,5
100,95,74,100,25,89,17,53,72,45,99,19,53,3,0,0,5
44,75,21,38,0,0,18,28,56,60,100,90,82,100,28,81,8
8,56,53,77,100,100,100,99,79,71,74,42,60,14,0,0,1
23,85,69,100,62,68,53,27,32,0,0,2,50,5,100,3,1
16,88,47,100,50,69,28,38,0,13,23,1,62,1,100,0,2
7,84,45,100,79,83,53,66,100,52,93,19,50,0,0,5,3
53,100,27,90,6,55,0,20,46,0,100,16,53,34,6,19,6
89,100,43,93,3,58,0,15,57,2,100,29,43,35,24,0,6
52,100,33,80,0,57,32,42,82,43,100,50,69,26,43,0,4
9,78,48,100,100,94,78,63,85,36,73,6,19,0,0,29,3
35,100,32,97,0,73,4,46,51,42,100,48,88,29,72,0,4
3,97,90,100,100,71,75,38,61,4,31,0,0,26,90,28,7
13,100,59,98,64,58,37,21,15,0,0,41,49,49,100,55,7
23,72,0,35,16,0,69,8,100,40,93,78,49,100,14,75,0
0,100,1,77,25,58,66,56,100,69,92,48,90,24,94,0,4
19,78,0,36,25,0,71,4,100,39,90,84,49,100,10,76,0
90,100,43,79,0,56,51,58,100,69,97,61,79,28,60,0,4
100,100,44,81,11,53,0,22,42,0,95,21,56,40,2,18,6
44,68,79,100,26,93,59,67,100,71,95,25,56,0,0,12,9
31,100,34,63,75,30,36,0,0,25,7,69,37,97,100,96,5
38,80,91,100,82,97,73,56,75,15,9,0,0,0,100,8,1
0,66,20,100,56,88,44,47,14,15,13,0,56,5,100,11,2
40,80,63,100,100,91,84,67,52,46,18,28,0,6,47,0,2
0,100,47,86,100,79,68,52,42,23,30,0,66,25,82,40,7
35,90,24,61,100,100,12,84,0,29,49,0,96,57,7,28,8
100,89,60,100,53,63,92,81,100,54,92,11,44,0,0,13,9
38,100,4,73,0,29,33,0,78,3,100,39,85,79,44,98,0
10,60,31,100,61,82,37,36,2,0,0,0,50,2,100,3,2
52,98,69,67,78,28,13,0,0,26,54,58,100,93,54,100,8
14,78,44,100,63,79,41,52,13,29,0,2,50,0,100,8,2
49,84,49,62,48,22,7,0,0,30,9,72,53,90,100,100,5
16,94,0,60,53,50,47,0,17,11,13,70,46,100,100,96,5
15,92,0,96,38,47,79,0,4,8,46,58,100,100,12,86,8
0,78,38,100,100,96,93,69,57,45,15,21,18,3,85,0,2
0,93,43,100,70,72,68,34,56,0,31,32,52,48,100,53,7
12,96,75,100,100,69,74,35,47,0,23,13,0,43,98,44,7
34,100,90,97,100,73,64,45,34,15,15,0,0,32,57,30,7
0,96,55,100,100,84,96,52,74,21,52,0,19,27,67,39,7
0,93,44,100,90,91,76,48,64,4,49,0,52,30,100,29,7
40,100,16,70,0,33,20,0,70,13,100,45,88,82,37,85,0
80,100,27,78,0,42,21,6,99,8,100,37,19,30,10,0,6
75,100,13,74,6,52,100,50,93,82,68,72,37,36,0,0,4
100,100,68,78,39,55,14,32,0,5,34,0,57,23,15,19,6
4,100,36,99,44,59,39,20,29,0,0,31,49,39,100,42,7
18,59,41,100,76,81,54,35,15,0,0,14,49,14,100,1,2
23,82,58,100,87,86,62,57,100,49,85,19,45,2,0,0,3
42,94,12,60,56,33,33,0,0,20,13,71,48,100,100,96,5
8,85,67,100,74,68,44,34,12,0,0,31,34,46,100,46,7
85,90,10,65,100,69,34,100,53,41,0,0,92,5,35,48,8
0,47,7,58,48,79,90,100,100,81,85,54,67,27,51,0,1
64,100,36,67,0,37,30,32,91,37,100,54,80,36,70,0,4
54,73,92,92,100,100,65,80,42,61,19,41,8,20,0,0,1
41,58,99,39,100,1,27,0,33,40,80,75,66,100,0,83,8
100,100,56,93,23,65,0,31,18,0,65,4,61,22,17,9,6
32,100,19,74,0,42,44,31,100,44,93,66,85,33,81,0,4
36,77,55,100,53,57,34,19,0,0,23,19,62,14,100,4,2
24,100,0,81,19,52,82,49,100,77,80,66,67,33,59,0,4
0,82,10,99,54,99,98,100,100,80,78,55,62,28,57,0,7
100,90,48,100,0,88,8,60,60,52,86,22,50,0,8,12,5
55,100,7,74,0,51,72,52,100,75,77,66,48,33,23,0,4
53,100,35,93,6,61,0,28,36,0,96,12,100,42,37,28,6
45,92,37,100,76,99,63,47,30,5,0,0,50,8,100,2,2
50,100,42,78,0,52,24,38,83,35,100,64,69,32,41,0,4
0,78,29,100,69,87,62,57,34,32,2,8,48,1,100,0,2
29,74,9,33,39,0,85,11,100,54,74,94,29,100,0,66,0
32,100,7,79,0,34,32,0,82,4,100,46,70,81,21,97,0
37,82,18,81,58,46,56,2,0,0,12,47,37,90,100,100,5
100,90,68,100,38,74,28,38,68,43,76,15,39,0,0,8,5
25,92,67,100,100,87,62,69,70,47,88,23,46,8,0,0,3
15,100,1,55,0,7,37,0,74,24,100,62,80,99,39,95,0
2,77,54,100,100,79,86,47,59,16,63,0,73,27,0,43,8
60,100,38,82,0,59,17,39,93,49,100,47,69,23,39,0,4
0,62,52,63,78,98,23,100,32,70,99,77,100,39,94,0,9
11,89,55,100,100,94,82,69,97,44,93,19,49,6,0,0,3
62,60,100,76,99,100,32,93,0,69,59,53,78,28,56,0,9
7,32,37,53,73,75,100,100,73,78,48,52,23,26,0,0,1
76,100,37,88,0,54,44,33,96,58,100,66,60,33,23,0,4
100,98,59,100,19,86,8,54,42,54,67,28,42,3,0,0,5
0,77,28,100,60,85,62,51,42,21,26,2,68,0,100,0,2
27,85,57,50,64,11,15,0,0,33,2,75,46,96,100,100,5
49,100,13,69,0,27,30,0,74,19,100,56,83,94,36,98,0
100,100,52,86,74,68,96,94,100,59,95,23,54,0,0,0,9
100,77,49,65,0,69,25,98,74,100,84,67,84,33,90,0,9
100,96,76,100,43,78,16,53,0,23,20,0,51,18,12,25,6
32,68,20,36,42,0,83,15,100,56,80,95,36,100,0,73,0
10,93,0,54,21,74,52,100,65,46,53,0,26,4,100,5,1
94,96,47,100,6,75,16,48,80,41,100,7,44,0,0,26,5
46,75,44,100,79,90,56,44,19,6,0,6,50,10,100,0,2
56,92,96,81,35,63,38,100,88,69,100,24,46,0,0,25,9
29,95,2,58,44,40,30,0,0,9,16,60,50,91,100,100,5
1,13,46,53,72,100,13,97,39,54,100,23,56,0,0,19,8
72,85,40,100,61,68,100,90,85,87,88,54,63,16,0,0,9
100,100,47,99,10,70,0,32,32,0,88,1,75,32,16,32,6
48,100,70,64,94,98,42,79,96,79,100,40,68,2,0,0,9
78,100,51,62,0,32,18,31,95,29,100,58,73,39,57,0,4
31,74,88,100,100,95,98,55,96,16,25,2,0,0,100,2,1
50,50,97,72,87,100,25,95,0,65,60,56,100,35,91,0,9
32,62,2,35,0,6,57,0,97,22,100,52,77,80,30,100,0
38,72,59,100,74,99,61,57,48,16,0,3,44,0,100,2,1
54,93,100,100,60,97,26,71,75,59,88,29,48,5,0,0,5
8,83,69,100,100,69,82,34,51,0,15,22,0,37,89,39,7
82,100,30,90,0,59,0,25,45,0,100,15,71,40,10,33,6
48,74,88,95,100,100,78,75,66,49,64,23,32,0,0,1,1
75,100,61,79,100,96,57,96,65,66,82,36,51,10,0,0,9
0,42,44,55,76,78,100,100,80,74,61,47,43,21,27,0,1
0,88,30,100,68,90,60,62,72,37,100,16,70,0,27,1,3
58,89,15,70,0,30,33,0,79,32,100,72,67,100,18,70,0
17,64,38,100,98,94,63,62,67,49,100,15,42,0,0,17,3
100,100,62,87,21,60,0,27,31,0,93,7,87,37,32,55,6
0,100,67,100,100,80,70,43,42,4,12,0,23,30,92,35,7
33,76,51,100,77,77,41,42,0,15,2,0,51,5,100,12,2
48,73,62,80,100,100,88,85,60,64,38,42,15,21,0,0,1
44,87,25,100,22,68,68,85,91,59,100,18,53,0,0,3,9
71,100,40,85,0,63,19,42,88,45,100,52,80,26,69,0,4
100,75,41,68,0,79,44,100,89,91,91,61,85,30,86,0,9
100,100,54,83,20,55,0,24,34,0,92,12,79,38,16,46,6
80,70,95,100,7,89,0,57,82,76,100,56,82,20,11,0,9
16,95,46,100,100,95,72,63,39,32,6,0,0,32,56,35,7
47,87,75,100,80,73,85,54,100,31,74,8,38,0,0,5,3
93,100,46,78,13,51,0,21,38,0,100,8,78,28,15,22,6
0,62,22,89,69,100,86,77,59,50,28,26,47,4,100,0,2
100,100,55,82,22,55,0,27,11,0,95,11,85,35,9,21,6
61,100,22,71,9,34,33,0,88,4,100,37,50,50,0,30,6
78,100,47,78,19,49,8,18,48,0,100,15,62,35,0,34,6
100,91,44,100,0,76,10,37,30,0,3,25,25,61,72,86,8
41,80,61,100,83,78,65,58,100,44,84,17,45,0,0,0,3
89,100,35,79,11,52,0,25,19,0,97,1,100,23,22,21,6
0,54,47,68,83,90,100,100,93,74,86,48,76,23,79,0,1
100,100,53,79,19,54,11,24,45,0,98,8,51,21,0,7,6
13,92,85,100,97,71,68,35,31,0,0,12,25,34,100,30,7
100,92,46,100,11,78,37,56,86,43,81,0,28,5,0,41,5
0,59,46,76,100,100,100,100,79,76,57,50,46,24,50,0,1
100,75,82,100,29,91,20,74,74,74,63,42,30,15,0,0,9
38,85,0,59,48,53,68,18,22,0,24,50,37,94,100,100,5
62,91,17,92,0,42,30,0,82,6,100,56,70,100,22,95,0
19,63,76,69,100,100,38,94,0,64,63,62,88,41,73,0,9
0,37,15,60,52,81,92,100,100,82,80,55,60,27,43,0,1
18,68,0,21,44,0,89,22,100,75,58,100,11,81,1,31,0
94,97,56,96,0,100,5,67,58,53,100,27,63,0,11,1,5
34,100,24,70,0,41,27,26,86,27,100,51,98,31,97,0,4
0,39,47,63,88,87,100,100,76,75,53,50,29,25,29,0,1
0,42,29,62,66,82,100,100,77,76,55,51,38,25,23,0,1
28,100,22,73,0,41,16,22,78,25,98,50,93,24,100,0,4
61,91,29,100,47,74,74,85,100,51,97,12,50,0,0,11,9
44,76,61,100,6,75,41,38,70,0,0,0,33,36,100,62,8
100,100,51,100,11,81,9,51,57,55,73,22,37,0,0,14,5
100,100,48,100,9,68,0,31,35,0,100,1,76,29,19,15,6
34,86,22,40,39,0,83,17,100,61,70,96,22,100,0,64,0
26,84,72,100,92,78,51,53,70,49,100,23,58,0,0,7,3
10,75,0,40,22,4,58,0,89,25,100,67,78,100,44,89,0
0,75,20,97,53,100,71,77,49,46,35,14,66,2,100,0,2
22,89,69,100,82,76,61,49,100,36,93,10,42,0,0,8,3
94,100,53,75,11,52,0,41,52,38,99,43,100,38,91,0,4
0,80,22,100,24,66,7,34,0,14,34,9,69,4,100,0,2
26,97,29,100,75,99,100,83,82,61,56,39,27,20,0,0,7
38,84,70,100,96,81,76,54,100,27,75,1,29,0,0,24,3
87,80,54,100,24,68,61,34,37,0,0,19,52,48,100,80,8
32,100,0,70,77,67,60,95,60,86,97,52,100,13,19,0,9
18,100,22,79,0,47,28,35,94,35,98,64,100,34,91,0,4
0,70,50,84,100,100,94,82,81,56,65,29,50,3,54,0,1
68,73,63,100,15,86,68,68,100,66,98,25,51,4,0,0,9
85,100,23,83,0,42,13,0,78,5,100,47,84,88,16,81,0
100,100,59,90,29,62,4,31,15,0,64,10,52,37,0,29,6
0,63,54,77,91,99,100,100,83,75,67,50,50,25,48,0,1
26,82,68,100,100,82,72,52,70,46,90,20,48,0,0,9,3
100,86,71,100,32,90,12,61,50,58,63,27,40,0,0,2,5
100,100,72,90,41,62,12,31,9,0,57,10,47,33,0,23,6
12,80,57,100,76,74,56,41,28,10,0,4,42,13,100,0,2
39,81,58,100,83,67,70,30,33,0,0,8,50,23,100,3,2
0,58,0,14,38,0,77,16,100,55,82,95,42,100,9,74,0
51,77,68,100,100,86,75,60,82,37,84,8,42,0,0,8,3
0,85,50,100,88,73,66,35,29,0,5,5,41,38,100,52,7
100,100,58,78,25,53,8,24,31,0,82,13,45,31,0,14,6
36,59,56,100,73,62,49,22,0,9,34,17,73,0,100,29,2
5,67,30,100,60,78,41,39,5,10,0,20,49,6,100,0,2
100,91,71,100,38,83,78,87,88,70,64,42,35,18,0,0,9
37,93,0,65,80,80,41,100,3,65,100,80,92,39,47,0,9
0,84,47,100,100,98,75,76,50,55,92,35,77,9,25,0,3
0,79,24,100,62,84,66,53,56,22,43,0,49,24,100,22,7
44,86,71,100,100,88,73,69,61,51,68,26,36,10,0,0,3
6,88,8,57,48,28,23,0,5,32,0,73,41,97,100,100,5
0,0,36,9,69,28,91,51,100,78,81,100,47,86,64,63,9
97,95,25,82,100,81,67,100,0,84,83,67,40,34,13,0,9
24,88,58,100,56,70,30,41,0,17,12,0,56,2,100,3,2
17,60,46,80,100,100,89,89,60,67,34,45,17,22,0,0,1
61,100,18,82,0,41,15,0,72,8,100,47,100,90,50,82,0
16,71,29,100,61,81,52,44,24,12,0,2,50,5,100,0,2
100,98,51,100,11,72,44,35,43,0,0,20,22,61,65,92,8
