@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
33,78,66,100,91,86,64,60,100,42,82,10,41,0,0,7,3
0,85,32,100,76,91,70,65,38,43,11,20,50,6,100,0,2
21,82,13,55,54,100,27,87,38,37,40,0,0,7,100,5,1
0,95,35,100,59,78,61,52,46,27,22,5,56,0,100,1,2
33,100,10,76,0,48,4,20,43,0,100,10,81,31,21,25,6
23,63,31,100,64,84,54,45,28,10,0,5,50,3,100,0,2
9,100,0,72,7,44,62,28,100,45,86,55,68,27,55,0,4
0,98,40,100,78,88,59,42,32,0,28,14,47,41,100,42,7
7,89,0,45,16,5,51,0,84,20,100,61,84,100,50,98,0
38,100,18,81,0,52,36,38,95,42,100,60,83,31,85,0,4
32,95,100,100,55,95,0,71,7,45,73,33,78,7,11,0,5
31,100,4,70,0,37,66,36,100,50,66,68,36,34,14,0,4
45,82,39,100,82,99,64,43,25,5,0,0,50,4,100,0,2
20,85,0,61,18,22,50,0,86,11,100,51,79,87,45,100,0
0,64,48,80,100,100,95,87,76,65,67,43,57,22,71,0,1
0,72,9,100,68,94,74,63,49,34,6,9,30,0,100,1,2
34,100,9,68,61,65,67,24,0,0,3,45,20,92,100,99,5
0,79,36,100,82,81,87,40,70,0,31,24,45,45,100,50,7
27,90,0,77,64,52,72,11,8,0,7,41,29,84,100,100,5
0,90,47,100,65,69,48,31,37,0,14,34,49,40,100,39,7
24,58,84,87,100,100,89,60,85,20,45,0,0,1,94,2,1
36,100,3,76,0,32,27,0,70,6,100,37,91,76,49,70,0
0,84,46,100,96,88,94,50,83,11,62,0,45,26,100,26,7
33,64,36,100,59,71,44,34,0,18,32,26,71,0,100,22,2
29,89,84,100,80,73,36,50,94,38,100,9,41,0,0,17,3
100,92,62,100,21,75,51,73,87,85,63,51,36,17,0,0,9
13,87,0,57,60,37,42,0,12,16,14,59,30,98,100,100,5
16,81,40,59,100,90,30,100,48,69,95,59,75,9,0,0,9
0,84,39,100,79,78,39,55,67,48,100,21,62,0,15,10,3
17,100,3,75,0,43,60,46,100,62,94,69,92,34,92,0,4
0,69,29,100,77,97,39,64,61,38,100,10,47,0,2,15,3
100,85,48,79,18,100,57,99,64,62,69,26,43,0,0,19,9
0,44,30,61,67,80,100,100,96,80,83,53,68,26,62,0,1
49,100,5,87,15,59,92,53,100,84,69,57,35,28,0,0,4
35,100,1,77,0,57,86,62,100,77,48,81,22,41,6,0,4
0,91,34,100,65,83,43,56,12,36,25,13,63,7,100,0,2
1,91,11,49,72,47,53,0,13,12,0,68,36,97,100,100,5
39,94,100,100,99,98,36,92,50,69,93,39,61,7,0,0,5
70,91,25,69,0,35,6,0,58,0,97,25,100,63,85,100,0
20,84,60,100,93,83,60,58,73,43,100,22,54,5,0,0,3
19,91,22,58,50,24,25,0,4,37,0,73,44,94,100,100,5
47,68,0,70,53,34,85,0,22,12,53,59,100,100,46,88,8
0,79,32,100,69,93,54,58,25,29,4,5,52,0,100,2,2
20,85,3,55,0,17,38,0,79,23,100,58,83,92,35,100,0
100,100,59,82,31,56,17,27,35,0,83,0,49,16,0,8,6
50,100,5,82,71,42,91,0,7,18,78,56,100,92,0,90,8
78,100,43,76,10,47,0,16,57,0,100,24,51,44,9,23,6
75,86,100,100,95,78,65,57,90,36,81,10,42,0,0,0,3
3,79,36,59,88,39,66,0,15,14,0,55,27,89,100,100,5
0,55,53,77,100,100,87,95,87,71,87,47,87,23,80,0,1
0,63,23,100,56,78,48,34,19,0,11,13,55,23,100,11,2
17,100,8,53,61,47,42,0,3,17,0,80,44,96,100,94,5
100,100,53,82,18,57,0,29,14,0,69,1,64,20,12,7,6
12,55,0,46,21,6,66,0,100,30,99,73,63,100,18,93,0
37,100,48,71,0,44,63,37,100,37,89,63,80,29,74,0,4
48,100,18,59,43,74,53,82,41,22,0,0,38,1,100,0,1
60,80,12,50,3,0,57,10,97,50,100,100,46,92,0,59,0
63,98,95,76,93,100,61,74,100,81,99,33,67,0,0,4,9
23,88,68,100,100,84,73,60,82,37,98,12,52,0,0,3,3
100,52,40,48,0,71,26,100,78,91,88,57,73,22,33,0,9
64,92,100,100,85,98,47,80,70,54,82,18,43,0,0,13,5
0,60,42,80,90,100,100,97,84,72,68,47,55,22,45,0,1
0,77,26,100,49,87,39,54,15,26,24,11,62,4,100,0,2
0,96,51,100,98,88,87,61,53,42,100,27,68,7,17,0,3
6,83,0,39,24,0,73,11,100,51,82,94,35,100,6,62,0
33,88,39,59,63,100,0,65,28,43,40,0,100,42,25,47,8
69,97,0,90,24,45,81,3,0,0,46,45,100,89,20,100,8
28,86,8,60,54,45,28,0,6,20,0,70,40,98,100,100,5
20,100,6,79,0,49,65,43,100,66,86,59,70,29,52,0,4
0,40,22,53,49,64,76,79,100,100,84,73,71,38,63,0,1
25,89,62,100,65,78,66,52,100,33,81,7,41,0,0,3,3
0,79,65,71,100,100,27,90,3,62,78,68,70,41,35,0,9
95,85,100,100,61,71,41,36,50,0,93,3,58,30,0,26,6
9,96,1,50,12,0,69,3,100,48,82,97,28,100,0,54,0
42,74,67,100,63,53,36,15,0,0,24,20,62,11,100,0,2
53,92,88,100,100,86,73,65,70,39,70,13,36,1,0,0,3
47,74,68,100,100,88,74,60,62,34,96,18,52,0,0,4,3
77,96,29,90,66,73,66,100,100,64,93,19,49,0,0,20,9
63,65,35,100,1,69,61,36,79,0,0,15,33,54,100,86,8
60,90,26,82,49,39,35,0,0,23,56,54,100,90,37,100,8
99,100,54,77,26,52,17,23,51,0,100,14,61,35,0,27,6
54,100,24,79,6,48,13,16,59,0,100,15,54,30,0,23,6
100,100,67,76,39,51,15,23,29,0,73,10,46,26,0,22,6
22,100,0,80,19,55,73,48,100,68,63,57,41,29,26,0,4
39,59,74,78,100,100,76,77,62,51,57,24,38,0,0,2,1
73,100,45,79,18,49,7,16,49,0,100,14,55,21,0,12,6
100,81,55,100,0,83,33,65,85,85,83,64,64,32,62,0,9
54,64,30,96,15,61,69,27,52,0,0,30,48,66,100,100,8
100,100,76,95,50,72,26,49,6,26,0,0,46,2,25,20,6
89,92,20,100,11,67,43,34,54,0,0,24,34,56,100,82,8
0,85,49,100,100,93,69,70,38,48,96,35,91,13,36,0,3
100,98,60,100,35,76,39,56,75,52,73,21,39,5,0,0,5
87,74,64,100,11,85,68,78,100,72,84,26,38,0,0,15,9
0,53,26,84,32,100,33,65,36,29,3,0,6,2,100,6,1
0,90,41,100,72,84,54,55,26,30,13,3,56,0,100,4,2
65,82,93,100,93,71,69,44,36,20,0,0,48,12,100,16,2
0,98,50,100,100,96,73,63,43,31,13,0,11,19,46,32,7
4,100,23,65,89,36,100,0,20,8,32,49,79,85,0,89,8
0,45,38,54,72,76,100,100,82,79,62,52,41,25,20,0,1
41,100,12,74,0,44,75,46,100,78,81,75,65,37,48,0,4
47,100,11,83,0,50,57,37,100,54,81,58,45,30,19,0,4
31,67,40,100,81,97,69,53,39,15,0,1,49,5,100,0,2
0,90,32,100,48,77,34,52,12,30,12,8,56,4,100,0,2
0,37,14,70,27,100,26,64,24,28,3,0,18,5,100,12,1
35,92,61,100,81,75,59,60,100,43,86,10,40,0,0,7,3
29,83,60,100,78,64,56,27,13,2,0,19,52,18,100,0,2
82,100,16,90,0,58,60,58,93,89,100,60,85,26,41,0,9
0,92,50,96,100,100,79,70,54,36,36,0,29,26,79,31,7
30,100,28,83,0,52,17,36,98,35,100,65,80,33,66,0,4
97,100,56,94,20,65,0,32,20,0,93,1,100,28,30,34,6
4,71,29,40,44,0,17,1,0,42,9,80,50,99,100,100,5
52,70,100,89,50,100,0,82,55,72,96,54,77,26,55,0,9
15,100,0,74,20,45,82,47,100,64,84,68,77,34,73,0,4
31,91,1,62,0,20,37,0,80,15,100,52,86,91,44,100,0
0,72,29,100,59,79,58,23,42,0,30,30,65,47,100,64,7
48,100,89,100,76,77,69,56,100,35,89,11,45,0,0,8,3
0,96,23,46,91,55,80,100,49,94,100,59,81,7,15,0,9
85,69,81,100,100,66,76,30,36,5,0,0,50,7,99,5,2
55,100,15,77,0,47,42,28,86,43,100,62,84,31,80,0,4
0,93,58,100,97,74,73,41,41,9,27,0,19,27,100,33,7
55,92,17,78,55,38,50,0,0,21,56,55,100,92,25,100,8
0,100,73,99,62,66,34,33,14,0,5,15,19,43,100,43,7
15,79,8,36,37,0,89,21,100,63,73,100,21,82,0,43,0
49,85,84,100,89,81,48,61,90,49,100,30,51,14,0,0,3
0,80,43,93,91,100,96,80,75,57,100,36,90,14,48,0,3
43,97,80,79,22,66,35,100,86,75,100,23,48,0,0,24,9
21,100,1,80,0,54,70,51,100,73,82,51,74,24,75,0,4
26,85,68,100,91,79,68,54,83,40,100,16,56,0,0,7,3
27,65,58,36,61,0,25,10,0,45,13,74,56,89,100,100,5
0,33,31,60,69,86,81,100,72,72,72,44,76,16,100,0,1
0,90,38,100,68,70,59,33,32,0,2,27,35,42,100,41,7
65,93,68,73,92,23,13,0,0,38,87,65,100,100,5,98,8
0,97,2,58,19,21,65,0,100,29,98,67,66,100,16,93,0
0,71,47,85,100,100,92,82,75,60,62,38,45,16,40,0,1
100,83,64,100,50,65,75,26,35,0,0,22,46,53,100,78,8
11,100,7,95,0,73,11,51,71,50,100,44,85,22,78,0,4
34,67,98,74,100,100,32,90,0,63,69,65,85,41,64,0,9
22,53,76,70,100,100,39,99,0,71,53,61,67,31,40,0,9
4,88,0,43,25,4,70,0,100,35,94,79,53,100,8,86,0
24,68,38,85,100,100,85,80,56,61,29,41,6,20,0,0,1
11,80,10,25,46,0,87,11,100,61,69,97,26,100,0,61,0
41,81,48,100,67,71,50,36,0,26,29,19,72,0,100,31,2
46,90,14,79,9,19,61,0,100,47,76,100,18,85,0,28,0
6,96,23,52,100,63,53,100,19,77,94,48,87,2,0,0,9
100,83,97,100,46,94,46,67,83,42,99,11,51,0,0,3,5
84,100,42,72,2,45,0,39,59,35,100,49,84,36,75,0,4
88,59,100,100,16,85,42,45,82,8,0,0,32,40,89,77,8
59,82,11,67,100,65,54,100,40,48,0,22,60,0,43,52,8
0,74,27,100,54,77,37,42,5,14,2,17,51,9,100,0,2
37,100,0,60,94,94,3,89,29,54,0,0,100,28,8,38,8
17,96,0,63,6,20,50,0,95,22,100,64,71,100,25,86,0
19,73,12,61,77,36,57,0,9,19,0,59,12,94,100,100,5
100,100,45,85,9,58,0,23,44,0,99,11,84,40,26,47,6
49,91,98,100,96,66,59,32,17,0,0,16,38,40,100,48,7
0,54,40,67,78,88,100,100,82,74,69,49,58,24,40,0,1
0,91,32,100,65,97,92,76,100,38,95,0,68,25,91,35,7
33,65,68,100,73,89,56,40,37,0,0,8,50,5,100,6,1
18,87,0,92,50,96,100,100,71,78,47,54,33,27,35,0,7
0,85,34,100,85,78,75,38,56,0,14,16,29,37,100,37,7
0,93,60,100,65,66,51,33,35,0,11,23,31,37,100,38,7
0,20,57,51,94,89,38,100,44,61,100,30,76,0,12,14,8
85,100,32,76,0,44,74,48,100,66,76,92,72,44,67,0,4
59,86,60,100,96,91,71,63,87,47,100,21,57,2,0,0,3
100,100,61,91,30,70,7,41,11,7,48,0,39,20,0,22,6
26,80,50,100,100,95,58,72,50,47,90,20,53,0,0,5,3
45,80,37,48,55,100,40,67,58,14,0,1,35,0,100,2,1
68,74,10,76,48,100,86,81,97,46,100,12,55,0,0,18,9
49,100,17,82,0,61,0,40,49,38,100,42,88,21,84,0,4
43,98,0,69,57,49,62,7,15,0,17,50,34,95,100,100,5
47,86,87,100,100,74,67,51,97,32,96,7,48,0,0,7,3
8,77,39,95,86,100,100,80,68,59,73,35,40,15,0,0,3
100,100,39,84,58,51,88,20,25,0,0,24,42,54,98,81,8
19,93,66,100,78,78,41,58,63,41,100,23,53,9,0,0,3
27,81,43,100,86,84,52,60,84,43,100,16,54,0,0,1,3
100,100,100,96,79,80,50,64,36,48,14,31,0,16,7,0,1
1,92,0,49,26,0,80,1,100,51,74,100,24,83,27,29,0
39,94,74,100,62,74,66,67,100,45,85,16,36,0,0,12,3
14,83,51,100,100,84,54,50,16,15,0,0,11,34,92,38,7
100,100,53,92,20,64,11,29,38,0,85,8,55,32,0,29,6
55,65,100,87,61,100,53,66,71,29,40,0,0,21,39,47,8
91,100,48,79,23,50,18,18,62,0,100,18,55,38,0,34,6
2,91,44,100,91,82,52,55,62,54,100,27,56,3,0,0,3
73,100,0,91,49,63,100,31,58,0,16,28,45,69,30,98,8
100,93,64,100,30,72,10,42,12,11,72,0,66,24,0,14,6
26,25,23,41,62,71,100,100,88,93,55,62,24,31,0,0,1
40,85,92,100,100,98,45,85,79,65,99,33,55,7,0,0,5
0,51,8,20,40,0,78,11,100,43,95,81,61,100,27,85,0
26,94,75,100,92,77,45,59,81,43,100,11,51,0,0,1,3
63,100,35,70,0,41,36,35,100,40,96,56,73,34,59,0,4
28,92,40,48,96,67,45,100,37,90,100,62,68,19,0,0,9
85,90,35,100,15,77,32,53,91,52,100,22,56,0,0,7,5
55,94,30,100,84,99,63,66,77,58,100,31,60,3,0,0,3
13,76,64,100,87,72,52,35,11,0,0,15,35,37,100,36,7
88,86,28,74,34,100,82,91,95,54,100,16,60,0,0,12,9
100,85,49,66,0,69,37,99,89,100,77,58,40,24,12,0,9
0,9,42,38,73,69,100,100,88,94,73,63,73,31,81,0,1
47,72,69,100,100,83,83,46,47,17,0,0,40,7,94,4,2
92,100,54,84,66,70,100,88,85,64,68,39,39,18,0,0,9
14,76,50,100,100,95,71,64,59,52,83,20,42,0,0,18,3
81,76,15,100,0,65,100,33,65,0,10,28,90,64,73,94,8
0,28,35,51,67,75,100,100,96,81,77,54,58,27,46,0,1
14,73,60,100,100,93,74,55,38,20,0,0,2,35,63,28,7
38,100,23,84,6,59,0,35,45,21,100,35,85,24,98,0,4
72,100,51,87,0,56,66,48,100,62,75,84,47,42,19,0,4
100,81,58,64,29,89,74,100,87,65,91,29,63,0,0,9,9
79,100,35,86,60,67,100,85,89,71,70,43,40,19,0,0,9
0,92,42,97,86,100,72,54,60,0,40,0,56,22,100,21,7
14,91,0,96,56,100,100,90,87,66,62,44,35,22,10,0,7
97,100,49,92,15,65,0,35,15,6,74,0,100,23,45,29,6
0,63,38,79,75,99,100,100,88,75,78,48,70,22,58,0,1
10,58,26,99,67,100,59,57,29,22,0,0,50,7,100,0,2
38,100,14,71,0,42,54,51,100,58,64,70,49,35,45,0,4
14,89,57,100,90,78,49,55,70,39,100,12,52,0,0,9,3
58,95,36,68,62,29,34,0,0,19,8,64,45,91,100,100,5
100,100,73,92,34,69,6,42,0,12,50,0,91,17,37,23,6
20,91,27,61,66,35,47,0,0,21,11,66,44,95,100,100,5
27,87,18,44,33,0,79,0,100,42,82,85,32,100,0,66,0
7,80,21,100,34,72,18,41,0,12,30,1,65,0,100,2,2
24,93,49,100,100,90,67,63,50,35,97,17,54,0,0,6,3
0,100,48,99,59,77,61,54,91,35,100,15,59,1,11,0,3
0,73,54,47,100,15,43,0,51,35,81,69,63,100,2,72,8
100,84,78,100,69,82,87,83,80,51,77,17,45,0,0,8,9
0,83,43,100,72,76,35,51,69,45,100,21,59,0,5,0,3
0,81,24,100,92,97,98,52,80,5,34,0,32,23,100,33,7
89,90,49,100,14,73,11,41,49,17,100,28,41,24,0,0,6
100,100,56,65,0,36,3,34,80,33,99,54,68,38,36,0,4
22,84,41,100,49,69,26,40,0,11,21,0,60,6,100,12,2
44,80,74,100,100,79,74,50,84,39,86,12,42,0,0,9,3
56,88,10,61,0,15,50,0,91,35,100,81,52,100,9,67,0
0,72,28,100,53,77,53,24,42,0,36,34,68,49,100,67,7
0,88,40,100,65,81,51,55,30,29,11,4,51,0,100,6,2
100,100,74,97,50,66,34,30,49,0,75,18,37,24,0,15,6
48,51,100,74,72,100,0,85,6,62,88,60,99,31,82,0,9
20,87,60,100,69,75,50,52,100,44,96,18,51,1,0,0,3
18,92,11,56,43,23,21,0,4,37,0,74,47,92,100,100,5
17,84,64,100,97,82,66,55,60,40,100,23,60,0,0,6,3
0,96,40,100,70,75,57,37,41,0,22,36,50,51,100,57,7
20,90,0,58,37,52,44,3,0,0,12,64,44,99,100,100,5
0,93,36,100,79,98,94,79,72,57,100,33,79,11,38,0,3
42,100,11,71,38,34,17,0,0,26,3,79,50,90,100,85,5
100,94,52,77,4,77,47,100,97,88,76,55,35,28,0,0,9
61,100,40,63,0,34,36,40,100,44,81,73,60,36,46,0,4
47,84,65,100,85,75,67,46,100,35,86,9,41,0,0,8,3
95,100,66,81,31,52,12,18,53,0,100,18,56,35,0,28,6
0,71,29,100,70,88,65,38,28,10,11,16,56,11,100,0,2
63,100,43,89,15,58,10,23,50,0,100,18,63,43,0,50,6
60,100,19,76,1,45,3,13,56,0,100,20,44,27,0,5,6
0,94,41,100,71,77,53,39,42,0,15,32,47,42,100,40,7
0,82,35,100,73,84,65,46,32,19,14,23,59,16,100,0,2
27,83,50,100,77,84,36,62,69,42,100,17,55,0,0,3,3
85,100,80,95,37,67,2,37,0,6,76,0,100,25,7,25,6
12,97,0,100,58,98,100,84,93,62,71,41,46,21,32,0,7
41,94,5,74,62,66,51,100,56,68,100,34,60,2,0,0,9
22,85,49,100,71,77,45,51,11,30,0,11,51,7,100,0,2
67,100,25,81,0,49,0,15,51,0,100,20,63,40,9,26,6
0,16,33,43,69,71,100,100,97,91,77,60,57,30,44,0,1
32,87,24,54,81,100,0,72,18,44,36,0,100,44,19,49,8
21,100,0,79,0,54,42,37,83,52,79,49,81,24,100,0,4
0,40,10,60,61,78,100,100,88,81,71,54,61,27,73,0,1
0,47,20,61,50,80,80,100,100,96,87,64,73,32,62,0,1
63,100,36,83,9,49,0,13,57,0,100,27,51,42,14,14,6
0,100,15,95,1,63,33,40,100,48,94,65,93,32,90,0,4
86,83,40,100,0,72,49,37,63,0,10,20,52,55,100,82,8
6,88,52,100,100,92,83,71,54,52,65,32,48,12,0,0,3
40,69,61,100,86,68,60,26,18,0,0,18,49,23,100,16,2
100,96,56,69,0,63,35,98,98,100,94,57,59,20,40,0,9
9,85,0,45,16,5,63,0,95,31,100,72,65,100,19,89,0
0,71,28,100,65,83,55,40,20,12,13,16,57,11,100,0,2
51,97,10,75,0,32,34,0,84,15,100,56,71,92,18,100,0
58,100,21,80,0,48,9,14,56,0,100,16,64,27,25,8,6
0,78,26,94,95,100,100,82,57,61,62,37,57,14,0,0,3
23,77,0,46,0,2,51,0,87,34,100,78,60,100,12,77,0
9,88,46,100,60,78,31,55,0,34,10,13,56,7,100,0,2
9,96,13,59,76,45,60,0,3,12,0,63,24,100,100,100,5
0,100,3,100,52,99,100,100,73,86,50,57,32,27,34,0,7
0,27,16,50,49,74,82,98,100,100,78,67,56,35,44,0,1
53,100,0,75,7,43,100,52,50,76,16,91,14,44,28,0,4
88,95,100,100,49,73,12,42,19,10,97,0,85,18,0,17,6
100,81,65,97,24,100,7,64,41,57,65,25,31,0,0,5,5
28,90,97,100,100,68,61,33,18,0,0,8,7,29,82,31,7
38,92,11,62,0,27,27,0,75,6,100,36,88,71,59,100,0
0,99,27,100,64,95,100,87,77,63,58,36,41,7,32,0,7
0,97,68,100,66,69,55,35,54,0,31,1,32,25,100,33,7
0,88,45,100,66,72,27,48,59,43,100,21,60,0,7,4,3
14,57,56,78,100,100,98,90,82,62,75,35,63,8,0,0,1
86,100,32,81,0,57,30,37,100,51,86,46,41,23,11,0,4
36,86,0,75,35,34,12,0,11,35,75,68,100,100,12,89,8
0,69,36,84,77,99,100,100,78,76,57,51,38,26,28,0,1
100,99,89,100,46,75,15,48,0,20,43,0,96,10,24,22,6
51,71,53,100,87,83,69,43,34,11,0,6,50,14,100,0,2
86,80,28,73,34,100,77,82,91,49,100,16,60,0,0,11,9
13,71,30,100,60,79,40,42,6,13,0,9,51,11,100,0,2
40,85,1,60,43,46,26,2,0,0,9,53,42,89,100,100,5
24,100,12,89,0,55,28,39,73,53,100,61,74,32,58,0,4
74,100,38,79,0,49,53,53,100,62,73,84,56,42,42,0,4
16,100,24,89,9,55,0,21,63,19,97,42,95,27,100,0,4
54,100,20,72,0,40,56,35,100,45,72,65,44,34,31,0,4
12,100,0,62,11,19,49,0,88,19,100,60,72,93,30,92,0
26,94,0,80,47,41,68,0,5,9,52,46,100,84,36,100,8
0,94,60,100,100,79,86,44,66,10,43,0,16,32,74,43,7
51,67,81,100,0,89,33,50,83,13,13,0,41,34,100,62,8
0,90,37,100,58,69,55,32,47,0,25,33,55,44,100,46,7
0,79,28,100,54,90,46,62,28,36,18,9,52,0,100,5,2
23,71,41,100,88,93,64,60,99,43,100,9,50,0,0,12,3
48,88,28,58,34,9,0,0,25,42,66,77,100,100,49,78,8
0,88,20,100,80,92,88,52,73,9,54,0,38,28,100,28,7
0,93,68,100,78,79,65,43,60,8,40,0,30,28,100,37,7
0,95,38,100,78,80,63,40,49,0,24,14,46,34,100,36,7
42,94,89,100,71,76,68,56,100,34,84,8,37,0,0,15,3
61,88,100,100,96,81,75,60,80,36,81,13,44,0,0,1,3
31,86,95,100,66,95,10,77,56,63,100,44,62,15,0,0,5
23,79,37,100,56,68,42,32,0,14,36,12,83,0,100,33,2
31,84,60,100,83,85,66,64,100,45,82,17,42,0,0,0,3
16,100,0,72,17,48,61,46,100,48,93,58,81,29,71,0,4
84,70,94,100,48,90,60,66,100,68,78,32,47,0,0,2,9
70,77,30,69,0,81,44,100,79,82,80,54,80,26,100,0,9
60,90,94,64,88,100,56,71,100,83,100,35,67,2,0,0,9
66,92,100,100,85,91,46,72,50,43,83,24,46,3,0,0,5
0,91,52,100,100,85,96,48,79,12,50,0,28,25,83,22,7
36,86,30,70,78,35,55,0,0,21,62,53,100,89,9,100,8
30,96,0,66,59,46,55,2,10,0,20,48,34,95,100,100,5
69,100,27,87,1,57,0,25,35,1,91,0,100,21,45,27,6
44,93,0,100,32,60,85,27,61,0,41,36,100,65,72,88,8
0,89,44,100,72,73,71,36,70,0,56,11,49,32,100,29,7
12,79,62,46,100,12,23,0,41,33,86,67,82,100,0,88,8
19,100,84,89,84,59,63,29,37,0,0,9,16,32,100,31,7
28,94,99,100,69,95,22,70,51,53,100,27,67,0,0,9,5
0,38,30,62,48,87,76,100,79,74,76,49,76,24,100,0,1
34,91,100,100,71,96,18,75,38,60,89,46,61,16,0,0,5
1,78,16,100,61,93,50,64,21,39,0,11,46,0,100,0,2
29,71,65,100,63,82,42,39,24,0,0,7,50,9,100,8,1
67,93,100,100,88,77,59,56,87,34,92,9,46,0,0,4,3
31,100,0,82,47,46,97,12,44,0,31,33,95,61,100,91,8
100,95,46,100,9,71,0,37,21,3,80,0,67,29,3,31,6
70,100,37,75,0,49,40,39,100,46,87,57,57,29,31,0,4
67,100,39,82,0,53,63,55,100,66,67,77,53,39,40,0,4
66,100,30,87,8,56,0,21,31,0,75,17,100,47,89,79,0
53,69,49,91,100,100,86,66,52,36,0,18,15,9,74,0,2
0,91,35,100,67,72,61,35,45,0,21,13,40,27,100,29,7
0,90,49,100,60,67,55,32,65,0,21,28,28,48,100,53,7
71,93,87,63,94,100,47,74,100,72,98,40,67,3,0,0,9
29,80,62,100,74,63,52,26,4,8,0,30,56,25,100,0,2
30,81,62,43,64,0,29,15,62,52,100,87,58,100,0,87,8
100,96,54,84,0,74,33,100,85,98,67,62,36,29,37,0,9
50,100,41,90,0,63,3,50,80,42,100,57,59,29,29,0,4
0,100,16,91,69,94,100,90,65,70,45,45,31,18,20,0,7
100,80,60,62,0,48,26,79,81,100,90,67,59,32,30,0,9
50,91,36,54,63,22,17,0,0,29,6,80,48,100,100,94,5
70,100,45,86,11,53,0,15,57,0,100,26,67,57,0,67,6
0,96,50,100,97,86,86,51,59,18,46,0,47,32,100,42,7
79,100,42,81,10,54,0,26,24,0,100,5,88,31,8,40,6
100,100,69,91,43,72,18,49,0,22,16,0,34,11,3,10,6
81,60,96,100,0,98,49,54,96,11,13,0,33,45,100,86,8
0,87,49,100,100,90,83,46,77,0,65,4,41,32,97,40,7
100,95,52,99,0,100,18,68,70,65,82,28,42,0,1,7,5
49,74,14,40,28,0,78,14,100,56,71,93,18,100,0,64,0
68,82,34,100,0,65,8,22,57,0,100,24,88,66,40,92,0
0,81,30,100,100,94,85,68,49,33,30,0,20,40,80,49,7
0,76,22,100,64,91,54,58,24,32,2,6,51,2,100,0,2
26,89,13,44,29,1,72,0,100,36,85,79,45,100,0,92,0
68,89,20,86,0,49,22,11,70,0,100,32,94,73,57,100,0
0,93,8,100,64,98,100,83,88,62,64,42,42,21,35,0,7
76,85,88,70,27,68,0,100,62,99,100,66,90,25,40,0,9
89,100,43,76,0,75,49,99,100,90,84,56,53,24,38,0,9
48,100,28,94,14,62,10,29,35,0,100,18,53,31,0,8,6
36,95,9,55,73,58,54,11,0,0,10,52,29,99,100,100,5
0,90,22,100,39,59,37,11,31,0,21,32,60,35,100,39,7
87,87,44,100,24,74,70,67,100,57,89,12,46,0,0,11,9
44,72,69,100,100,86,67,61,76,49,77,13,37,0,0,19,3
56,76,18,100,0,69,57,37,71,0,12,20,62,55,100,83,8
33,77,64,100,100,89,68,62,78,43,86,12,44,0,0,2,3
11,100,0,74,43,56,100,56,88,83,87,55,84,27,87,0,4
9,96,72,100,96,77,41,59,57,46,100,23,68,0,0,5,3
20,93,74,100,100,83,78,64,41,46,0,29,11,11,78,0,2
