@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
2,100,12,84,0,57,29,37,82,48,100,52,76,27,62,0,4
100,92,62,100,44,70,84,79,79,75,72,33,45,0,0,0,9
63,100,17,67,0,29,58,24,100,35,86,88,82,53,78,0,4
31,81,54,46,51,6,7,0,0,42,13,84,55,96,100,100,5
5,100,31,93,0,63,52,50,100,72,62,61,31,31,1,0,4
1,99,58,100,100,91,69,61,33,30,1,0,0,33,57,36,7
100,100,49,86,17,59,0,28,18,0,76,6,61,29,7,17,6
19,74,75,62,78,23,3,0,28,38,94,72,100,100,0,80,8
7,88,0,42,19,0,67,1,100,35,93,79,49,100,3,89,0
19,77,20,44,36,0,15,7,0,52,8,88,54,99,100,100,5
0,95,53,100,100,93,76,60,51,27,31,0,33,35,91,41,7
63,99,25,77,0,35,22,0,73,17,100,58,79,100,33,91,0
14,81,0,40,19,1,65,0,99,30,100,73,65,100,24,81,0
52,100,0,98,27,78,41,82,67,48,100,16,63,0,3,10,9
0,93,41,100,78,79,66,40,60,0,100,14,76,32,26,35,7
88,64,93,100,41,87,48,61,100,70,90,31,55,0,0,4,9
50,100,7,82,0,54,57,42,100,57,74,55,48,28,39,0,4
27,76,62,100,84,76,66,41,37,11,0,3,50,1,100,0,2
34,62,51,96,55,56,50,13,0,0,6,56,38,100,100,90,5
43,81,72,100,100,78,77,49,41,25,0,5,39,0,93,2,2
69,100,39,63,0,29,35,35,100,34,98,65,79,41,73,0,4
100,100,62,90,31,61,12,28,33,0,78,13,44,27,0,10,6
20,100,5,78,0,55,64,63,100,83,81,55,61,25,45,0,4
79,100,31,77,0,51,68,43,100,68,76,53,41,27,14,0,4
45,85,75,100,70,63,43,29,5,4,0,1,50,0,100,0,2
0,89,21,72,62,94,11,100,57,73,100,45,74,13,9,0,9
45,100,34,78,0,51,37,50,95,51,100,62,73,32,57,0,4
38,100,40,90,0,63,36,46,93,47,100,59,63,31,40,0,4
0,81,23,100,73,96,52,46,26,0,12,19,46,42,100,48,7
100,51,72,100,0,88,28,42,77,0,2,11,5,55,78,82,8
44,75,90,100,83,86,67,46,51,6,0,0,27,3,100,2,1
21,74,30,100,72,77,66,36,31,2,0,14,52,24,100,0,2
31,65,0,88,40,100,68,72,56,32,28,0,57,1,100,6,2
0,92,49,100,100,83,80,45,71,6,64,0,36,31,100,42,7
82,94,100,100,96,79,90,55,99,30,74,11,37,6,0,0,3
36,100,23,78,57,38,31,0,0,16,11,71,51,94,100,82,5
0,100,7,100,89,100,100,98,55,76,29,50,12,24,14,0,7
44,56,99,74,100,100,30,80,0,49,74,64,62,39,36,0,9
18,66,34,100,76,84,51,50,0,26,12,26,58,0,100,20,2
59,71,62,100,90,79,67,43,28,16,0,22,50,16,100,0,2
19,89,60,100,54,69,47,50,100,48,99,20,54,2,0,0,3
6,100,4,95,0,71,2,47,45,30,100,44,78,24,82,0,4
4,80,3,52,47,54,55,0,10,2,0,80,43,100,100,95,5
90,70,53,63,0,75,45,100,100,88,86,55,53,25,8,0,9
13,78,44,47,36,0,0,0,48,39,100,74,85,100,20,79,8
55,100,18,78,0,49,5,20,46,0,100,12,68,29,10,22,6
100,100,29,88,45,52,79,16,16,0,0,33,42,68,44,98,8
23,58,66,77,100,100,95,87,81,59,71,30,52,3,0,0,1
20,100,17,60,51,27,17,0,6,40,0,82,42,96,100,96,5
100,100,57,78,29,51,22,19,61,0,97,21,57,40,0,35,6
0,100,34,94,70,90,100,85,78,64,57,41,42,15,43,0,7
48,100,24,75,5,40,2,5,59,0,100,26,43,30,0,5,6
58,81,49,74,85,95,38,100,88,73,100,35,67,0,0,0,9
51,100,29,82,10,60,0,35,27,20,69,22,100,25,100,0,4
17,36,37,4,72,0,100,29,92,75,62,100,26,96,0,66,0
50,100,26,84,0,60,6,36,58,35,100,50,78,26,63,0,4
4,99,50,100,100,97,65,57,37,12,16,0,0,39,55,45,7
0,100,38,100,65,72,60,36,52,0,40,17,46,41,100,45,7
61,79,90,100,100,78,76,54,42,32,7,13,0,0,49,3,2
100,100,46,87,8,60,0,26,33,0,85,8,64,35,8,30,6
55,100,7,78,0,47,83,43,100,77,84,64,48,32,13,0,4
79,100,28,87,0,52,7,13,57,0,99,26,100,65,71,100,0
12,80,40,100,81,90,64,60,64,30,100,9,53,0,0,1,3
4,97,58,78,100,97,0,100,20,84,99,63,55,29,10,0,9
24,82,62,100,76,71,52,40,13,16,0,13,52,13,100,0,2
0,43,32,61,68,82,100,100,85,75,66,49,45,24,25,0,1
0,52,33,67,68,82,100,100,94,77,82,50,69,23,72,0,1
2,20,44,53,63,100,14,98,53,59,100,25,57,0,0,13,8
0,88,53,96,100,100,73,66,50,31,26,0,4,34,48,33,7
7,96,0,61,13,22,61,0,100,30,98,69,59,100,13,86,0
0,95,30,100,55,80,34,52,6,27,21,5,67,0,100,3,2
32,73,59,100,81,71,54,36,16,9,0,2,50,2,100,0,2
20,100,0,61,10,16,58,0,100,26,98,71,56,99,7,89,0
48,76,62,100,93,79,67,39,28,8,0,12,51,16,100,0,2
84,100,40,94,46,68,85,82,90,48,100,13,54,0,0,6,9
4,94,7,42,35,0,82,11,100,58,73,100,25,93,0,49,0
32,87,26,62,65,29,45,0,19,35,0,75,30,100,100,100,5
29,100,92,94,100,68,78,41,55,13,29,0,0,26,63,32,7
100,94,62,100,21,79,18,44,68,51,86,21,46,0,0,10,5
95,68,76,100,34,78,50,39,52,0,0,6,40,39,100,60,8
77,83,47,72,78,27,22,0,0,30,68,60,100,100,20,90,8
10,94,0,98,65,100,100,100,66,76,47,49,36,22,52,0,7
21,100,22,74,0,45,34,36,100,33,97,62,84,31,77,0,4
63,97,19,90,4,36,42,0,95,25,100,77,46,100,0,73,0
59,100,41,79,14,56,0,31,51,21,100,33,85,25,79,0,4
0,100,8,74,95,80,62,96,16,78,100,64,85,28,58,0,9
100,100,50,85,16,58,4,25,34,0,80,15,40,27,0,6,6
2,97,55,100,67,65,41,25,17,0,0,43,45,46,100,32,7
32,78,92,100,100,72,68,38,29,6,0,0,0,32,81,35,7
6,77,23,50,31,0,4,13,0,65,22,96,60,100,100,100,5
100,100,48,84,15,53,1,19,47,0,100,24,60,39,0,19,6
75,100,30,81,0,36,19,0,72,14,100,58,70,98,24,74,0
35,91,4,68,0,25,42,0,89,25,100,67,63,100,13,83,0
100,86,49,100,3,79,37,43,59,5,9,0,0,40,43,70,8
0,24,43,59,64,100,18,94,67,61,100,23,43,0,7,29,8
0,97,90,100,81,71,52,36,37,0,16,13,7,42,100,43,7
81,75,62,100,0,86,16,59,78,74,100,66,92,32,69,0,9
57,100,34,80,0,59,11,40,85,43,100,44,72,22,57,0,4
46,100,2,72,0,47,76,48,100,77,78,64,45,32,19,0,4
84,100,52,74,28,46,16,17,55,0,100,21,61,38,0,26,6
100,100,33,95,0,60,47,28,48,0,5,21,40,59,87,92,8
75,100,44,70,23,34,47,4,100,6,89,29,36,26,0,0,6
38,100,7,91,0,62,33,40,91,48,100,54,69,28,56,0,4
23,100,9,68,0,36,49,25,100,36,99,65,93,32,83,0,4
86,100,49,91,0,54,63,52,100,64,90,98,76,45,69,0,4
100,92,20,90,7,42,65,0,0,10,18,58,78,100,45,97,8
0,74,32,81,77,100,100,99,84,74,64,49,41,24,18,0,1
58,100,100,93,96,69,54,58,83,45,81,17,45,0,0,3,3
55,100,28,75,1,50,0,25,61,30,100,48,65,26,54,0,4
89,98,57,76,63,34,19,0,0,25,55,56,100,91,36,100,8
55,90,44,56,29,13,0,0,28,38,64,69,100,100,63,99,8
97,92,62,100,60,65,100,89,90,65,85,26,50,0,0,16,9
40,82,58,100,79,77,57,62,100,44,83,16,37,0,0,11,3
20,92,58,100,100,87,72,60,71,38,95,15,49,4,0,0,3
22,70,64,98,59,100,52,62,39,25,0,0,23,4,100,5,1
93,77,47,100,8,68,70,33,74,0,0,20,52,57,100,92,8
52,100,25,67,0,33,46,28,100,33,99,65,73,35,53,0,4
34,100,0,51,18,87,12,97,36,44,16,0,34,8,100,14,1
49,94,1,98,44,81,59,100,92,64,100,20,55,0,0,8,9
8,79,47,100,47,86,39,48,45,12,100,8,44,5,0,0,1
0,75,8,100,52,99,96,98,100,81,83,54,68,27,58,0,7
0,81,41,100,60,72,43,35,20,0,5,35,48,49,100,48,7
80,100,59,97,26,71,0,43,28,23,94,38,100,28,81,0,4
58,90,8,63,37,44,18,0,0,18,4,74,41,100,100,98,5
82,100,49,85,19,61,0,34,51,36,100,51,81,27,69,0,4
48,100,39,89,14,56,12,19,57,0,100,17,52,30,0,15,6
34,100,0,70,1,17,40,0,80,15,100,61,66,90,26,81,0
52,79,71,100,92,78,67,52,100,35,84,9,39,0,0,8,3
0,79,25,100,51,80,53,46,37,15,30,0,65,3,100,1,2
0,95,27,100,32,63,15,31,11,10,41,7,70,3,100,0,2
65,84,31,100,0,63,15,16,62,0,100,30,89,78,44,94,0
0,96,41,100,76,87,55,44,36,0,34,16,55,42,100,47,7
100,83,47,100,0,79,25,51,78,68,82,71,77,34,64,0,9
19,81,55,100,78,80,42,61,88,43,100,13,53,0,0,6,3
32,87,76,51,98,14,16,0,46,32,100,66,76,100,0,82,8
0,83,32,100,84,74,68,36,37,0,7,23,18,45,100,52,7
0,89,44,100,100,73,88,35,46,0,12,9,11,35,92,34,7
100,100,57,97,21,66,0,32,17,0,85,3,64,23,4,3,6
14,100,6,77,0,47,79,50,100,63,73,62,76,31,77,0,4
0,87,39,100,61,70,47,27,36,0,11,33,55,35,100,39,7
0,100,75,94,72,59,56,22,45,0,8,32,20,43,100,41,7
26,64,34,100,65,77,43,36,1,11,0,8,50,4,100,0,2
43,55,14,40,38,0,79,23,100,66,81,100,35,78,0,44,0
0,79,40,100,78,73,61,35,31,0,30,22,31,45,100,45,7
15,95,7,70,14,20,64,0,100,36,83,85,30,100,0,59,0
0,42,40,63,78,86,100,100,71,75,43,50,16,24,0,0,1
24,91,0,55,22,3,71,0,100,48,82,100,37,76,1,33,0
13,87,41,62,93,44,78,0,28,15,0,62,39,92,100,100,5
31,100,33,69,91,89,0,93,84,84,93,57,100,16,4,0,9
25,88,98,100,95,66,65,33,75,0,5,22,0,37,100,39,7
39,68,67,100,74,78,78,38,86,0,100,4,39,7,0,14,1
64,53,100,79,62,100,0,84,29,68,93,57,87,28,60,0,9
26,84,66,100,100,83,79,55,85,35,90,9,44,0,0,10,3
63,100,33,73,0,46,41,42,100,44,72,65,64,32,49,0,4
0,54,16,68,59,83,99,100,100,90,74,62,51,32,34,0,1
49,100,16,63,0,17,36,0,79,22,100,66,63,90,23,69,0
53,78,80,100,96,68,68,35,23,14,0,20,51,17,100,0,2
17,97,25,59,85,100,0,82,27,51,23,0,100,36,19,33,8
1,87,38,100,49,63,34,22,16,0,0,29,49,24,100,22,7
52,80,30,66,96,70,65,100,28,62,100,69,80,20,0,0,9
13,93,79,100,87,72,50,36,21,0,10,14,0,46,100,49,7
0,57,12,100,47,86,40,39,10,6,16,3,58,6,100,0,2
63,91,66,100,100,87,65,60,28,35,0,7,47,0,88,0,2
0,39,28,50,55,65,81,85,100,100,82,69,67,35,56,0,1
44,94,6,65,0,18,46,0,92,22,100,66,64,100,21,88,0
22,100,69,97,73,61,56,25,32,0,0,30,46,39,100,40,7
