@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
30,100,19,80,0,53,11,32,74,40,100,56,89,28,85,0,4
0,88,26,100,56,86,45,51,26,19,34,0,69,2,100,10,2
13,98,0,74,51,57,32,0,2,22,4,85,41,100,100,100,5
94,77,54,100,0,74,47,52,85,76,100,38,82,0,5,0,9
13,96,56,100,56,75,30,53,0,32,3,11,51,5,100,0,2
62,88,20,65,0,24,34,0,78,24,100,63,77,100,26,93,0
100,87,26,100,0,70,66,68,97,99,86,66,72,33,69,0,9
57,96,3,100,27,74,62,90,86,71,100,31,63,0,0,3,9
25,75,37,98,92,100,100,75,68,51,97,27,51,9,0,0,3
44,100,16,79,0,53,20,33,61,32,100,37,85,28,81,0,4
90,85,100,100,64,97,59,68,80,38,72,8,36,1,0,0,5
100,100,55,100,13,76,0,46,12,15,64,0,78,27,26,46,6
34,71,16,65,17,23,0,0,1,42,44,75,100,100,46,91,8
38,79,59,100,89,77,69,44,31,17,0,22,54,20,100,0,2
31,100,20,90,16,57,75,52,100,79,68,63,33,31,0,0,4
80,100,32,85,63,72,61,81,86,48,100,16,53,0,0,5,9
14,100,66,86,66,57,50,28,31,0,0,9,25,29,100,30,7
34,78,60,100,100,81,70,57,94,39,89,9,39,0,0,17,3
23,100,17,81,0,48,43,33,100,39,58,66,38,34,27,0,4
100,100,59,82,25,57,0,28,14,0,59,14,46,39,0,30,6
51,67,100,87,56,100,0,84,48,74,91,54,65,24,22,0,9
63,100,46,78,19,55,0,32,54,24,100,44,87,24,74,0,4
0,87,36,100,56,71,37,40,1,19,15,19,61,16,100,0,2
82,100,51,89,0,62,23,43,100,43,99,66,70,33,47,0,4
41,85,77,100,92,73,66,49,100,31,78,5,37,0,0,15,3
17,85,51,100,83,82,55,53,59,39,100,20,55,0,0,3,3
42,100,24,76,0,53,19,35,79,41,100,48,82,24,73,0,4
21,69,49,100,87,85,69,45,32,16,0,8,50,7,100,0,2
9,100,4,64,0,24,28,0,69,18,100,49,92,84,46,90,0
0,100,38,100,70,74,55,30,26,0,19,44,59,50,100,54,7
81,82,0,95,19,62,84,29,45,0,24,33,83,68,100,100,8
12,63,37,100,61,76,37,36,5,1,0,1,49,3,100,0,2
44,100,58,57,100,88,40,95,63,62,77,60,67,10,0,0,9
0,81,54,58,100,82,33,100,37,81,82,55,72,20,12,0,9
100,91,67,100,27,71,0,35,17,0,68,4,58,34,23,15,6
32,70,45,100,77,84,49,49,14,20,0,0,51,9,100,22,2
4,11,46,53,76,100,24,98,41,53,100,24,57,0,0,15,8
46,95,0,94,18,100,94,92,59,61,4,32,49,7,100,0,2
0,90,40,100,97,93,100,54,98,14,71,0,32,19,91,27,7
0,84,34,100,63,75,51,39,15,16,14,27,58,14,100,0,2
53,93,3,71,47,34,23,0,0,29,59,63,100,100,9,98,8
20,80,61,100,68,73,38,44,0,20,16,19,58,0,100,15,2
0,57,21,69,62,83,100,100,87,87,67,59,50,30,38,0,1
77,87,87,57,100,19,13,0,28,35,83,69,94,100,0,79,8
10,99,36,98,100,100,91,68,58,34,24,0,0,3,36,22,7
39,73,76,100,22,79,50,43,69,6,0,0,26,30,100,52,8
87,100,31,76,100,91,38,80,22,62,0,0,73,9,33,64,8
0,93,69,100,98,69,71,35,35,4,13,0,24,35,100,35,7
29,95,93,67,84,100,10,68,0,18,74,0,100,44,17,44,8
47,73,82,95,100,100,89,75,79,49,76,24,47,0,0,2,1
0,100,73,100,100,88,71,50,60,10,46,0,20,35,97,38,7
97,100,51,100,14,68,0,32,28,0,100,13,73,32,10,10,6
53,81,99,100,97,65,61,32,22,0,0,20,36,39,100,48,7
0,100,27,97,63,94,100,93,86,76,59,54,45,24,49,0,7
31,71,2,36,32,0,82,12,100,57,66,93,15,100,0,60,0
0,78,60,100,64,97,56,64,52,30,4,5,0,0,100,2,1
24,85,59,100,73,63,46,29,0,16,5,29,54,19,100,0,2
6,85,48,100,83,83,60,56,100,38,86,13,34,0,0,2,3
35,100,26,74,0,47,54,38,100,48,91,58,84,29,74,0,4
38,100,16,80,3,50,0,20,48,5,100,20,47,24,22,0,6
11,100,0,68,22,14,66,0,100,35,78,88,34,100,13,51,0
16,88,58,100,96,82,72,55,100,34,98,7,48,0,0,10,3
0,66,38,82,80,100,100,98,80,73,58,48,38,22,29,0,1
0,70,31,94,99,100,100,73,55,46,8,21,19,0,88,1,2
21,100,4,79,0,47,54,38,100,49,92,66,91,33,92,0,4
0,80,32,100,64,76,58,36,46,0,11,30,47,39,100,41,7
9,77,0,30,29,0,70,4,100,37,84,82,47,100,17,72,0
62,44,98,76,65,100,3,84,0,52,70,49,100,35,84,0,9
29,96,15,53,33,12,79,0,100,38,82,80,38,100,0,74,0
45,100,22,79,13,52,66,45,100,66,55,50,23,26,0,0,4
40,78,30,100,79,88,71,54,42,24,0,0,43,4,100,10,2
100,89,62,100,47,67,91,79,94,67,91,31,63,0,0,3,9
0,93,43,100,91,87,70,44,50,0,35,5,39,44,100,53,7
26,97,28,70,59,35,22,0,0,23,8,71,40,100,100,100,5
50,90,0,89,62,47,88,0,5,4,42,51,100,95,11,100,8
15,76,23,100,81,95,78,62,43,35,0,10,38,0,100,3,2
0,100,44,97,54,61,41,23,23,0,9,38,52,44,100,41,7
0,99,36,100,93,97,100,64,83,32,61,0,28,28,76,40,7
87,90,38,100,0,82,46,71,100,71,73,47,38,24,27,0,9
46,87,62,65,97,100,32,89,62,66,100,48,71,4,0,0,9
30,94,0,58,4,14,52,0,94,29,100,71,60,100,10,86,0
46,94,100,100,64,97,17,76,22,53,70,33,56,3,0,0,5
43,100,13,73,54,39,39,0,0,7,13,61,46,100,100,100,5
0,73,12,26,49,0,92,13,100,60,73,98,29,100,8,60,0
44,100,21,72,0,47,68,54,100,75,85,53,61,25,43,0,4
40,100,27,71,65,89,13,90,60,62,100,30,62,0,0,1,9
12,60,37,36,41,0,15,2,0,42,27,66,63,84,100,100,5
17,71,38,100,90,85,68,51,66,44,100,15,53,0,0,18,3
100,100,40,88,40,67,97,79,94,65,82,40,52,16,0,0,9
0,64,21,100,27,86,24,43,8,4,6,0,53,2,100,6,1
47,80,71,100,100,89,38,72,44,48,91,23,45,0,0,10,3
42,97,13,94,51,76,57,100,90,64,100,21,55,0,0,0,9
0,66,25,100,48,70,43,23,26,0,21,33,60,46,100,61,7
48,81,29,100,67,88,48,40,12,3,0,8,50,14,100,0,2
39,96,79,100,71,71,68,55,100,34,86,4,43,0,0,11,3
41,100,0,70,76,37,100,0,10,5,41,43,97,79,27,91,8
25,57,20,21,62,0,100,22,95,68,61,100,14,99,0,57,0
36,81,69,90,100,100,80,80,60,60,41,40,20,19,0,0,1
52,100,28,75,63,36,41,0,0,18,16,66,47,99,100,99,5
33,100,16,78,0,52,18,31,58,29,98,34,100,25,100,0,4
7,72,34,100,79,95,67,61,33,33,0,5,48,0,100,1,2
12,76,27,98,45,48,28,0,0,14,54,56,100,100,30,96,8
7,54,8,14,56,0,99,24,100,68,63,100,12,97,0,56,0
17,67,55,93,71,100,61,56,48,13,0,1,37,0,100,0,1
29,100,0,77,0,53,75,44,100,63,72,51,73,25,67,0,4
100,100,69,96,38,66,14,33,19,0,68,3,52,32,0,25,6
42,90,74,100,100,87,70,70,46,50,56,19,35,0,0,5,3
20,100,13,72,0,43,29,26,88,28,100,45,68,29,69,0,4
38,100,27,89,8,67,0,44,40,32,100,41,83,22,81,0,4
60,91,14,80,50,59,56,7,0,0,4,45,41,91,100,100,5
100,100,56,78,24,53,0,27,11,0,74,3,56,23,6,14,6
36,53,100,82,55,100,2,69,36,34,74,0,0,14,62,44,8
73,78,10,73,60,35,43,0,0,25,57,62,100,100,20,96,8
44,77,19,50,39,19,0,0,8,31,19,66,57,87,100,100,5
0,48,36,61,69,78,100,100,95,94,70,64,48,34,33,0,1
0,90,57,100,63,71,46,36,40,0,10,12,39,32,100,39,7
16,68,0,40,26,0,73,10,100,50,82,93,32,100,1,73,0
7,85,29,100,28,70,26,55,83,58,100,31,55,11,0,0,3
39,58,100,79,88,100,6,80,0,54,89,68,63,39,31,0,9
32,96,0,67,61,58,74,14,24,0,20,50,38,91,100,100,5
39,94,0,63,66,44,70,1,10,0,15,52,29,99,100,100,5
59,94,20,66,58,46,50,2,0,0,21,49,49,96,100,100,5
27,100,0,74,60,43,100,3,34,0,29,44,74,81,10,58,8
10,78,49,100,100,98,69,68,85,43,100,14,51,2,0,0,3
73,100,31,79,4,48,0,15,49,0,100,14,66,33,10,28,6
7,90,57,100,86,81,46,62,92,45,100,18,58,0,0,0,3
8,85,46,100,58,73,36,42,5,15,0,0,50,0,100,2,2
23,78,26,100,62,85,34,55,0,27,1,0,51,0,100,7,2
96,66,64,100,0,88,31,54,86,72,100,42,87,0,19,3,9
52,100,26,68,0,36,52,36,100,40,84,69,62,35,48,0,4
59,73,48,100,99,95,81,63,93,44,100,13,50,0,0,11,3
65,64,86,80,75,100,0,79,18,54,100,68,78,41,49,0,9
11,59,51,85,53,100,46,58,38,16,0,5,51,0,100,1,1
49,100,10,79,0,32,33,0,82,8,100,51,74,90,27,97,0
100,100,21,86,45,47,86,11,3,0,0,33,65,65,99,96,8
54,96,83,63,100,100,29,80,87,63,96,54,78,4,0,0,9
25,100,5,70,0,40,72,44,100,57,70,64,72,32,60,0,4
46,83,41,52,38,15,0,0,18,32,36,65,59,87,100,100,5
30,88,7,77,0,33,30,0,82,6,100,45,74,82,26,100,0
100,99,55,100,22,79,27,51,74,47,87,19,47,0,0,1,5
45,98,13,71,13,21,59,0,100,34,81,79,28,100,0,67,0
0,97,54,100,84,70,76,35,59,0,35,15,33,39,100,41,7
81,100,33,88,0,50,11,9,77,6,100,42,37,33,10,0,6
52,69,61,100,100,93,77,60,42,31,0,3,26,0,97,1,2
74,95,21,75,0,36,20,0,75,25,100,64,78,100,19,82,0
35,100,0,88,58,44,55,0,30,39,100,73,94,97,28,84,8
59,100,9,86,61,44,74,0,0,1,53,39,100,82,35,88,8
0,88,37,100,78,81,76,41,78,0,31,17,47,37,100,43,7
15,77,75,100,100,100,91,58,91,16,49,0,0,6,78,4,1
47,89,20,55,36,6,80,0,100,45,77,90,32,100,0,67,0
56,100,19,76,0,33,24,0,74,25,100,65,70,87,23,60,0
97,89,68,100,32,68,13,32,39,0,100,10,46,26,0,10,6
51,83,75,100,82,76,74,47,100,24,74,3,32,0,0,16,3
0,100,52,98,100,88,56,59,41,19,60,0,41,30,92,36,7
0,85,19,63,86,31,94,0,3,15,39,50,100,83,29,100,8
43,77,53,100,95,94,68,67,80,53,100,29,57,7,0,0,3
0,64,16,100,57,94,37,53,0,22,5,18,52,8,100,0,2
32,90,65,100,100,90,75,71,59,50,68,27,39,10,0,0,3
41,100,20,80,0,57,39,42,100,55,98,45,72,23,57,0,4
0,76,30,100,82,97,100,71,80,44,47,20,40,0,98,0,2
100,100,22,97,23,62,94,33,69,0,0,18,25,59,78,95,8
1,72,39,100,90,92,50,64,52,53,100,35,60,8,0,0,3
32,89,0,68,16,24,57,0,97,27,100,72,61,99,10,100,0
26,88,61,100,100,94,88,67,97,40,78,17,40,6,0,0,3
100,80,60,71,45,94,88,100,88,70,67,42,34,18,0,0,9
0,84,30,100,36,75,28,52,89,52,100,27,64,6,6,0,3
25,77,3,60,11,0,71,4,100,57,56,100,2,66,0,11,0
0,96,37,100,100,89,86,43,55,0,30,0,10,38,75,41,7
55,72,53,100,100,95,86,66,73,38,88,5,42,0,0,17,3
0,96,77,100,100,84,67,46,47,5,33,0,10,34,88,39,7
23,97,0,53,20,6,66,0,100,35,98,84,53,100,9,81,0
0,86,35,100,66,81,66,55,51,30,26,8,49,0,100,1,2
91,98,47,100,49,72,92,96,100,93,73,57,43,23,0,0,9
63,92,100,100,99,76,67,55,91,34,96,10,48,0,0,4,3
48,79,73,100,100,78,69,52,98,34,94,7,48,0,0,4,3
0,100,12,71,94,90,31,96,11,76,100,80,58,41,37,0,9
79,100,50,63,0,34,15,35,93,36,100,71,64,37,43,0,4
10,100,1,66,0,19,40,0,84,28,100,72,59,98,7,88,0
98,70,66,100,0,78,40,51,90,81,98,48,100,9,28,0,9
11,83,41,100,47,67,25,35,8,0,0,31,49,32,100,31,7
17,80,48,100,70,77,56,54,100,45,91,13,48,0,0,6,3
65,89,61,100,16,73,0,47,65,40,100,59,61,30,28,0,4
60,81,12,100,0,70,28,34,28,0,12,33,52,64,100,91,8
3,70,0,58,57,80,100,100,84,75,81,50,81,25,97,0,1
31,81,49,43,38,7,0,0,5,42,25,73,62,90,100,100,5
83,85,17,98,37,57,94,19,38,0,0,38,65,71,100,100,8
12,75,3,59,67,25,20,0,27,36,95,68,100,100,0,95,8
46,97,90,97,55,68,66,100,100,60,97,9,40,0,0,34,9
30,100,23,69,66,33,59,0,19,27,0,67,8,100,100,97,5
31,90,63,100,100,76,75,36,56,0,96,34,61,43,0,45,7
0,83,63,100,100,82,84,52,58,23,23,0,0,29,76,33,7
100,90,60,100,36,66,54,29,34,0,0,19,37,48,79,74,8
32,100,6,77,0,33,30,0,81,6,100,44,76,82,26,88,0
0,94,48,98,96,100,98,68,84,32,68,0,52,30,100,30,7
0,62,27,73,66,90,100,100,80,74,59,48,42,21,36,0,1
0,69,26,77,92,97,100,100,76,75,55,50,39,25,29,0,1
1,66,28,93,81,100,72,75,82,43,100,12,54,0,0,2,3
0,80,36,100,81,92,49,65,86,53,100,24,57,4,6,0,3
71,99,55,100,0,72,29,56,100,70,73,66,35,33,6,0,4
0,65,24,98,63,100,55,61,26,29,19,0,59,1,100,6,2
37,98,2,64,48,38,17,0,0,26,2,72,38,99,100,100,5
0,90,41,100,58,78,42,40,32,0,5,24,51,35,100,36,7
56,86,39,69,100,34,59,0,0,17,53,54,95,94,22,100,8
69,89,6,100,10,64,35,26,10,0,0,36,47,64,100,91,8
0,0,41,16,77,37,100,65,100,96,60,100,54,71,87,48,9
75,100,32,76,9,50,0,22,37,0,100,15,89,40,39,22,6
88,95,43,99,8,65,0,23,40,0,88,21,100,61,79,100,0
45,65,76,96,2,100,0,72,82,79,100,49,79,11,3,0,9
56,97,16,100,0,55,18,11,67,0,100,36,91,82,44,98,0
55,82,53,100,100,86,81,59,38,39,78,24,54,3,0,0,3
0,0,42,18,77,43,100,73,84,100,29,92,24,64,79,53,9
19,90,57,61,96,19,17,0,2,34,81,64,100,100,0,99,8
21,77,54,100,57,70,31,37,0,11,17,3,58,1,100,0,2
95,68,75,100,43,74,84,66,100,52,87,12,39,0,0,21,9
0,88,34,100,92,80,89,39,62,0,38,14,32,41,100,41,7
11,85,44,59,47,21,7,0,0,38,5,75,50,92,100,100,5
5,78,30,100,50,72,30,38,0,13,25,2,62,0,100,5,2
42,100,22,65,0,40,91,40,100,64,88,72,91,36,93,0,4
40,100,11,87,0,57,11,29,66,40,100,58,82,29,78,0,4
0,93,45,100,75,73,73,36,61,0,34,29,49,45,100,51,7
36,93,98,100,43,98,8,72,65,55,100,26,63,1,0,0,5
92,100,56,78,21,50,1,18,43,0,100,12,60,23,0,13,6
0,100,64,95,100,88,72,50,47,11,19,0,18,30,84,27,7
97,95,48,100,13,67,0,25,41,0,91,16,100,56,68,91,0
33,100,0,76,45,78,67,86,86,57,100,26,80,0,29,3,9
75,92,23,83,58,39,77,0,0,13,42,51,100,86,32,100,8
53,60,85,83,48,100,0,79,46,70,100,57,81,28,54,0,9
57,51,100,74,87,100,27,94,0,69,57,58,75,32,65,0,9
100,100,57,97,19,74,0,44,9,13,56,0,63,20,10,20,6
15,73,23,44,41,6,1,0,0,44,18,90,59,100,100,90,5
55,100,21,73,0,36,16,0,58,7,91,34,100,74,65,96,0
21,77,0,35,29,0,69,7,100,43,85,89,44,100,12,73,0
100,100,53,87,24,59,2,31,0,0,50,4,62,30,12,32,6
10,72,45,100,85,84,56,53,100,42,92,10,37,0,0,17,3
24,90,0,69,43,39,45,0,13,17,21,62,43,99,100,100,5
0,93,43,100,78,83,66,55,36,31,11,6,53,0,100,1,2
34,100,2,61,0,15,45,0,88,25,100,70,57,92,19,67,0
32,72,57,93,100,100,87,78,62,56,61,30,44,7,0,0,3
45,85,79,100,89,78,65,54,100,33,97,8,46,0,0,10,3
19,75,0,37,31,0,79,26,100,71,57,100,7,75,7,32,0
100,85,59,100,17,76,0,39,20,2,68,0,49,29,1,21,6
30,100,0,58,23,39,63,14,13,0,24,52,44,96,100,93,5
23,74,42,38,51,0,0,7,26,42,81,69,100,97,25,100,8
0,55,35,84,60,100,50,65,47,29,15,0,31,4,100,6,1
38,100,100,92,88,77,75,62,50,46,25,30,12,15,0,0,1
41,96,91,100,46,94,5,63,42,48,100,32,63,5,0,0,5
14,76,0,35,16,0,62,1,95,30,100,70,70,100,25,94,0
100,100,46,88,13,61,0,32,16,4,90,0,81,20,20,3,6
95,100,46,79,14,50,0,18,42,0,88,20,100,53,83,85,0
48,99,17,66,0,26,35,0,82,24,100,64,78,100,25,86,0
29,98,0,55,43,36,43,0,21,17,28,64,41,98,100,100,5
0,81,16,59,74,39,65,0,8,6,4,50,33,88,100,100,5
63,81,95,100,95,62,66,26,21,0,0,15,48,35,100,15,2
17,99,39,72,94,42,65,0,16,25,0,74,27,100,100,99,5
60,100,36,67,0,39,46,48,99,58,100,62,77,29,52,0,4
2,71,32,61,100,44,100,0,29,5,0,50,23,89,98,100,5
99,82,66,100,0,85,13,56,84,67,100,68,85,33,70,0,9
0,96,45,100,56,68,51,33,48,0,29,32,50,50,100,52,7
33,100,10,87,0,69,54,58,100,75,66,52,33,26,4,0,4
0,51,47,70,79,100,75,82,67,46,56,11,42,2,100,0,1
45,76,57,100,100,94,80,67,87,44,82,16,41,0,0,14,3
100,100,60,84,29,57,11,26,35,0,83,12,53,37,0,31,6
96,100,49,77,16,48,0,17,42,0,100,15,61,32,1,20,6
0,74,44,86,94,100,100,85,79,64,54,42,31,21,8,0,1
1,85,46,100,70,88,55,58,97,39,100,10,51,0,0,2,3
11,81,60,100,100,89,69,55,31,24,0,0,7,39,64,43,7
0,85,35,100,77,91,65,65,68,40,100,19,73,1,24,0,3
0,34,55,65,89,100,82,58,82,17,39,1,9,0,100,1,1
100,100,49,97,15,65,0,28,33,0,85,17,62,39,20,12,6
0,85,34,100,68,86,61,55,31,31,20,9,61,4,100,0,2
39,96,24,64,43,28,0,0,7,45,15,93,46,100,100,100,5
57,95,59,56,76,12,0,0,28,33,100,60,96,100,21,88,8
0,0,42,11,83,34,100,68,77,100,29,99,41,69,90,61,9
48,91,20,60,0,28,18,0,66,15,90,45,100,79,69,100,0
2,78,33,100,88,97,86,71,79,41,100,11,54,0,0,4,3
0,76,33,100,82,92,45,70,69,45,100,16,58,0,13,10,3
39,76,83,94,100,100,65,80,30,60,9,41,0,20,22,0,1
12,69,19,100,78,99,83,66,47,35,0,10,29,3,100,0,2
0,66,33,67,65,82,95,100,100,92,80,62,67,29,78,0,1
9,89,54,100,74,74,56,44,25,18,0,3,50,5,100,0,2
100,100,57,83,24,57,3,27,25,0,78,6,54,23,0,17,6
100,99,65,100,33,77,11,51,0,22,21,0,52,19,11,20,6
95,100,64,81,36,49,27,12,75,0,100,27,51,41,0,28,6
0,93,52,100,94,87,80,63,53,42,23,20,42,3,100,0,2
0,97,38,100,89,75,59,37,25,0,8,12,29,41,100,39,7
100,100,58,81,24,56,0,28,11,0,64,3,62,25,7,25,6
33,57,50,75,97,98,100,100,70,75,40,50,13,25,0,0,1
0,90,36,100,64,89,53,64,67,41,100,25,88,7,48,0,3
32,84,66,100,100,80,64,40,30,0,68,11,36,52,0,91,8
0,46,37,60,69,80,100,100,94,78,88,51,85,24,87,0,1
0,90,22,100,93,85,76,42,53,0,32,1,17,34,100,39,7
86,74,21,100,0,73,66,38,100,0,12,8,49,49,100,76,8
36,93,31,55,79,100,0,73,31,53,27,0,100,37,32,46,8
36,100,21,66,0,31,20,24,93,22,100,45,80,35,81,0,4
51,62,56,100,1,82,33,42,65,1,0,0,32,40,100,65,8
0,64,26,81,74,100,100,98,80,74,67,49,62,24,70,0,1
87,96,62,81,99,100,66,92,99,61,100,26,55,2,0,0,9
45,86,32,66,93,87,12,100,80,79,100,46,88,13,0,0,9
34,86,6,50,0,9,49,0,89,29,100,70,66,100,21,76,0
37,94,44,57,94,99,28,100,53,73,100,64,75,7,0,0,9
67,88,100,72,85,100,54,70,94,83,92,35,59,0,0,2,9
100,73,38,64,0,78,41,100,90,88,89,58,80,28,97,0,9
73,100,27,84,1,51,0,15,47,0,100,4,82,19,34,10,6
0,98,72,100,73,70,57,36,50,0,18,2,26,27,100,36,7
40,100,7,86,0,63,14,41,81,37,91,45,84,22,100,0,4
15,63,36,100,68,70,50,24,8,0,0,6,50,5,100,4,2
9,45,0,65,45,89,100,100,88,75,79,50,61,25,52,0,1
7,89,52,100,93,70,80,27,68,0,100,39,66,53,0,52,7
0,98,67,93,47,100,19,68,45,55,100,33,73,0,17,7,5
56,100,29,73,0,41,30,35,100,34,95,65,78,31,80,0,4
0,100,17,100,10,74,4,48,42,29,100,44,81,25,98,0,4
0,90,38,100,87,93,90,56,77,16,64,0,50,29,100,28,7
64,97,32,67,19,26,0,0,30,36,67,67,100,100,47,88,8
56,100,14,75,0,42,57,28,98,53,100,65,73,34,71,0,4
25,67,79,49,100,13,51,0,54,37,78,73,61,100,0,79,8
92,100,36,87,0,51,8,11,82,7,100,40,27,36,10,0,6
0,100,56,97,82,65,74,31,39,0,3,5,23,34,100,43,7
15,72,73,100,77,98,73,60,69,22,29,0,0,5,100,3,1
