@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0,72,52,84,100,100,94,96,85,72,81,48,79,24,75,0,1
70,92,0,83,57,49,100,13,16,0,5,37,48,74,64,100,8
25,77,15,82,0,40,21,0,73,0,100,38,85,79,37,100,0
100,90,78,100,31,88,22,57,61,52,83,28,51,4,0,0,5
100,100,44,84,17,56,8,27,34,0,84,17,53,35,0,15,6
20,63,29,100,58,76,44,36,11,4,0,1,50,0,100,1,2
35,94,0,74,75,97,100,100,70,75,45,50,25,25,0,0,1
0,95,70,100,100,77,69,41,38,4,0,0,10,22,92,26,7
90,66,49,100,0,72,67,40,100,0,25,11,34,55,84,93,8
1,91,50,100,58,67,32,32,16,0,0,38,40,49,100,49,7
57,100,51,71,10,47,0,43,54,36,100,48,85,33,71,0,4
56,100,31,83,6,59,0,33,53,32,100,47,89,26,80,0,4
22,99,7,64,0,25,36,0,83,27,100,64,76,100,19,95,0
36,100,18,76,0,52,13,33,60,34,100,39,93,24,86,0,4
0,62,30,90,70,100,57,61,48,22,7,0,36,2,100,3,1
0,91,42,100,63,76,53,38,54,0,40,4,48,29,100,36,7
11,80,0,54,47,32,36,0,11,24,3,62,46,87,100,100,5
0,3,28,0,62,18,87,43,100,71,89,100,54,98,78,80,9
55,73,57,100,92,89,75,50,43,16,0,0,44,19,100,12,2
82,73,61,100,0,80,35,55,100,77,99,61,87,23,98,0,9
17,87,12,65,64,43,52,0,0,14,4,61,35,97,100,100,5
0,66,48,100,100,83,69,41,37,0,81,26,76,69,8,93,8
8,100,25,75,84,99,0,100,20,83,100,81,60,39,13,0,9
86,62,64,100,0,80,40,44,92,12,29,0,41,37,100,65,8
0,93,60,100,70,83,70,67,70,50,80,33,80,16,100,0,1
6,100,0,93,0,67,18,43,65,46,92,50,83,24,100,0,4
90,78,43,100,0,73,63,68,95,94,100,51,79,11,16,0,9
18,74,3,67,74,34,41,0,3,27,59,63,100,100,0,95,8
64,100,100,92,94,56,72,22,72,0,91,31,52,59,0,80,8
37,78,79,100,89,68,60,36,16,13,0,22,56,22,100,0,2
1,68,4,100,55,77,55,31,7,2,0,6,60,0,100,19,2
27,100,8,56,57,41,20,0,0,24,18,85,48,97,100,94,5
14,86,0,75,1,29,40,0,94,10,100,53,62,86,9,100,0
18,83,53,100,67,75,43,47,12,22,0,0,50,11,100,22,2
19,63,58,100,52,74,47,27,91,0,100,5,25,8,0,9,1
69,98,53,83,85,98,46,100,81,65,100,27,42,11,0,0,9
100,96,44,75,22,100,77,99,91,65,93,29,67,0,0,12,9
35,78,48,100,76,78,57,41,24,11,0,8,50,7,100,0,2
29,100,25,73,0,37,48,32,100,32,84,68,60,39,43,0,4
62,86,97,100,94,71,69,46,37,22,0,2,47,0,100,1,2
67,66,56,100,10,74,59,38,70,0,0,15,29,54,100,82,8
15,79,43,100,51,68,29,31,0,2,30,7,65,0,100,1,2
93,87,50,73,27,81,75,100,100,80,67,52,27,27,0,0,9
0,89,36,100,56,72,38,40,8,13,1,0,51,1,100,0,2
0,64,57,78,86,100,91,93,88,70,87,46,86,23,100,0,1
100,84,55,99,4,72,49,33,43,0,0,28,41,69,97,100,8
32,100,17,75,87,41,64,0,12,20,79,55,100,96,0,96,8
32,88,21,100,66,94,45,65,69,54,100,29,64,3,0,0,3
40,100,16,81,0,59,22,40,81,47,100,44,79,22,67,0,4
13,100,20,71,59,39,44,0,0,16,7,61,42,93,100,97,5
0,98,43,100,68,70,66,35,56,0,39,32,49,51,100,55,7
1,90,47,100,74,83,53,57,67,32,100,12,51,1,0,0,3
38,99,6,52,14,0,75,3,100,51,73,100,14,83,0,33,0
0,67,59,100,79,98,71,54,71,12,9,1,2,0,100,3,1
74,90,50,100,56,72,100,82,93,54,90,12,47,0,0,7,9
69,98,82,55,100,100,44,82,92,72,91,46,64,0,0,0,9
0,89,78,100,100,82,66,45,58,5,33,0,12,26,98,36,7
48,94,0,76,53,39,47,0,3,14,70,46,100,88,28,100,8
38,90,10,54,74,39,48,0,0,8,7,55,29,94,100,100,5
46,71,84,96,7,100,28,76,100,86,90,49,69,13,0,0,9
100,86,79,89,15,100,8,60,71,53,99,19,43,0,0,13,5
9,79,81,99,100,100,81,73,77,45,74,17,0,0,15,3,1
0,100,45,94,69,70,56,35,42,0,15,19,45,33,100,35,7
35,73,63,100,97,87,58,64,100,44,100,11,50,0,0,8,3
22,100,3,94,0,51,49,44,100,61,64,86,64,43,60,0,4
87,82,70,64,12,67,41,100,100,90,98,48,62,12,0,0,9
0,80,22,100,43,71,36,37,9,8,7,12,54,16,100,0,2
39,83,17,65,37,26,17,0,0,36,44,70,100,100,32,93,8
0,39,35,58,69,76,100,100,86,88,69,60,52,30,45,0,1
0,100,70,95,100,71,70,38,37,4,10,0,22,28,97,30,7
5,39,0,61,55,84,100,100,73,75,55,50,45,25,59,0,1
73,68,100,100,48,100,20,71,79,77,84,46,48,15,0,0,9
13,92,6,38,34,0,79,8,100,55,79,100,34,100,0,66,0
0,84,37,100,59,76,24,49,70,43,100,21,60,0,7,6,3
27,100,100,93,78,62,53,31,28,0,0,13,3,33,92,35,7
30,100,11,73,0,44,75,44,100,63,97,61,84,30,79,0,4
15,80,0,32,35,0,80,14,100,61,71,100,24,86,13,40,0
13,100,11,83,0,59,28,40,92,46,96,48,91,23,100,0,4
40,64,67,82,100,100,81,80,60,60,38,40,15,20,0,0,1
0,56,40,72,79,90,100,100,86,74,70,49,55,23,45,0,1
20,100,7,78,0,44,32,24,89,29,100,55,76,31,55,0,4
33,87,49,100,94,83,49,64,73,47,100,20,60,0,0,3,3
100,92,50,75,0,77,38,100,90,95,88,60,54,31,34,0,9
11,71,16,100,53,79,44,41,9,14,0,6,50,3,100,0,2
25,85,48,100,100,97,92,76,65,57,70,33,44,13,0,0,3
27,100,43,66,67,31,45,0,0,27,47,59,100,91,20,97,8
0,56,40,66,74,85,100,100,79,76,62,51,47,25,42,0,1
0,0,51,9,87,37,100,70,72,100,14,94,36,65,99,58,9
14,63,19,100,63,96,60,57,27,26,0,0,50,6,100,12,2
0,25,18,50,59,75,100,100,92,80,69,54,52,27,46,0,1
17,83,57,100,87,83,61,58,27,36,0,13,51,8,100,0,2
43,100,10,75,0,45,46,34,100,35,93,60,88,29,78,0,4
2,100,5,75,0,47,22,27,98,30,100,47,71,27,78,0,4
9,100,0,81,0,58,14,35,62,33,79,44,81,21,100,0,4
27,94,1,63,56,67,64,19,0,0,0,55,21,100,100,100,5
98,100,51,77,21,49,7,18,49,0,100,16,42,23,0,1,6
20,70,39,100,100,88,67,44,30,1,64,0,22,41,0,85,8
100,100,63,79,35,57,12,34,4,9,44,0,60,21,0,20,6
100,100,62,89,28,64,1,34,0,0,43,2,45,32,5,23,6
65,100,19,69,22,53,95,56,100,72,48,94,26,46,0,0,4
0,88,37,100,85,90,63,46,48,0,27,18,45,37,100,38,7
6,90,0,45,21,0,72,0,100,41,86,88,37,100,9,59,0
57,91,22,70,0,24,37,0,81,21,100,67,69,100,30,73,0
12,88,53,100,100,94,68,69,80,39,95,10,51,0,0,6,3
0,78,54,100,100,81,78,43,49,8,35,0,32,38,95,49,7
0,86,27,100,46,77,43,45,31,16,34,0,66,1,100,2,2
26,99,0,55,61,48,76,14,7,0,4,44,27,87,100,100,5
0,83,37,99,81,100,100,74,84,36,65,0,33,8,55,27,7
100,82,67,100,38,79,69,66,90,61,73,30,43,6,0,0,9
100,91,41,100,0,74,48,57,93,81,88,65,74,32,57,0,9
7,78,33,96,89,100,100,80,64,60,74,36,46,14,0,0,3
16,85,45,100,96,93,85,66,88,40,100,15,52,4,0,0,3
45,100,53,65,100,98,22,98,45,71,85,69,81,13,0,0,9
0,82,36,100,77,84,78,43,73,3,50,0,48,26,100,32,7
32,85,60,100,88,81,47,59,81,43,100,15,54,0,0,4,3
75,100,41,69,0,39,45,30,100,37,92,65,55,33,23,0,4
27,90,64,100,67,70,37,43,0,22,12,18,64,19,100,0,2
0,51,51,75,90,100,56,92,46,66,51,40,77,15,100,0,1
36,100,84,94,51,53,28,92,81,80,100,29,51,0,0,31,9
18,62,98,74,92,100,0,93,15,73,100,62,91,31,71,0,9
10,68,25,34,20,0,2,24,0,66,30,88,65,95,100,100,5
61,60,88,97,10,100,16,66,91,82,100,46,82,5,0,0,9
0,30,46,60,59,100,21,81,67,50,100,16,38,0,7,28,8
11,68,44,100,50,88,36,46,24,5,0,5,50,1,100,0,1
100,100,67,99,26,68,0,34,15,0,88,10,60,31,26,4,6
64,100,29,84,0,56,38,38,100,48,94,53,57,26,24,0,4
63,100,31,66,0,31,28,22,94,30,100,68,82,38,81,0,4
64,89,66,58,74,8,0,0,20,41,92,64,100,100,24,95,8
35,72,26,94,91,100,82,67,64,51,100,26,53,0,0,3,3
53,94,100,100,60,90,28,65,42,52,72,35,46,7,0,0,5
0,100,39,98,70,69,48,33,22,0,1,37,45,44,100,46,7
64,100,26,75,0,51,68,52,100,72,74,56,48,28,23,0,4
30,94,73,100,29,91,6,52,51,46,100,24,45,0,0,14,5
0,68,47,82,89,100,100,90,81,67,58,45,34,22,13,0,1
0,52,23,0,79,5,100,58,59,60,74,64,79,100,27,74,0
29,82,44,100,93,92,68,63,77,40,100,13,53,0,0,4,3
24,100,0,69,8,35,55,34,100,40,95,79,90,39,80,0,4
62,100,36,92,12,57,12,19,61,0,100,22,51,41,0,27,6
0,20,38,56,46,100,6,81,58,56,100,24,50,0,7,15,8
42,94,0,60,23,30,86,30,100,61,70,100,69,50,71,0,4
0,92,44,100,88,91,82,66,55,44,26,23,51,6,100,0,2
2,98,80,100,100,75,56,39,26,0,5,1,0,28,80,29,7
36,100,39,66,100,97,34,100,29,47,0,0,73,10,32,66,8
26,92,0,54,13,12,63,0,99,30,100,74,61,100,13,80,0
100,100,53,100,14,66,0,25,41,0,95,18,66,47,9,34,6
57,99,1,100,39,80,64,95,78,58,100,22,59,0,0,5,9
65,95,0,77,46,36,35,0,5,26,73,61,100,100,6,84,8
74,100,46,72,8,49,0,38,52,34,100,41,96,32,96,0,4
68,77,77,100,100,87,65,66,81,44,98,21,52,7,0,0,3
82,77,45,100,0,78,47,58,100,81,94,56,87,22,88,0,9
24,77,18,34,46,0,89,20,100,62,78,100,31,90,0,55,0
0,40,29,56,67,77,100,100,100,82,82,53,64,25,45,0,1
21,73,84,42,90,7,0,0,19,35,81,66,100,100,9,89,8
0,95,43,100,100,92,85,70,48,32,54,0,93,35,50,38,7
77,100,25,82,3,53,0,24,43,0,100,16,46,28,6,4,6
43,100,86,85,72,56,51,28,40,0,0,23,28,38,100,42,7
49,100,14,73,0,39,10,5,64,0,100,25,57,44,1,38,6
100,86,90,100,49,71,16,38,15,0,68,4,53,37,0,27,6
17,60,36,95,44,100,42,59,37,18,0,0,51,1,100,5,1
35,100,19,85,0,52,50,32,100,35,96,64,62,34,39,0,4
0,57,33,76,70,96,100,100,92,75,86,50,83,25,83,0,1
64,93,0,72,81,70,75,100,8,75,100,83,83,41,44,0,9
0,51,19,63,59,82,100,100,84,76,67,51,51,26,40,0,1
0,90,53,100,86,75,75,38,66,0,93,4,100,33,42,40,7
0,78,31,100,66,77,58,34,20,12,15,21,58,13,100,0,2
41,100,9,70,0,30,33,0,88,15,100,54,79,92,28,88,0
63,48,100,75,75,100,20,87,0,58,57,51,82,33,62,0,9
63,85,26,59,64,42,53,0,0,1,22,44,46,87,100,100,5
0,79,39,85,100,100,95,92,80,69,73,46,63,23,59,0,1
30,86,65,100,84,85,58,63,100,45,98,21,51,6,0,0,3
62,100,26,78,0,45,8,9,54,0,100,8,62,20,17,11,6
84,61,100,100,55,94,46,60,92,69,82,28,45,0,0,1,9
42,96,100,100,80,98,32,76,58,60,86,28,48,0,0,14,5
21,93,64,100,100,83,71,57,94,34,95,12,48,5,0,0,3
100,100,49,92,15,66,0,35,12,4,63,0,57,27,1,30,6
65,78,77,100,100,76,66,53,99,32,83,7,35,0,0,11,3
63,100,31,80,0,49,70,50,100,67,68,90,45,45,29,0,4
82,86,0,67,38,29,96,0,25,20,65,61,100,100,18,73,8
0,30,41,53,82,77,100,100,71,76,59,50,59,25,65,0,1
44,86,14,77,0,34,28,1,70,0,100,33,85,76,48,100,0
74,88,25,100,0,50,22,1,78,0,100,47,63,88,8,91,0
19,92,58,100,100,100,94,79,73,55,69,25,40,5,0,0,3
0,77,52,57,100,26,54,0,23,24,56,58,75,94,21,100,8
14,81,0,41,34,0,87,3,100,56,70,100,20,99,7,49,0
0,77,40,64,54,28,43,0,27,36,13,72,49,96,100,100,5
42,100,0,66,61,57,64,12,19,0,15,47,30,90,100,96,5
26,100,1,96,0,57,68,43,100,61,73,78,45,40,29,0,4
25,100,58,96,81,69,54,34,29,0,0,34,48,44,100,48,7
70,100,36,70,0,41,25,31,90,36,100,45,80,33,62,0,4
100,65,80,96,33,100,51,76,94,68,83,33,48,8,0,0,9
23,88,52,100,51,67,30,38,0,16,27,8,64,3,100,0,2
49,78,69,100,100,95,76,72,61,46,59,18,33,0,0,12,3
100,100,54,100,17,85,15,50,55,47,85,22,50,0,0,6,5
37,100,3,86,0,51,19,22,72,21,100,47,76,33,65,0,4
4,90,53,100,100,91,66,68,78,39,97,9,51,0,0,4,3
28,100,21,67,63,34,39,0,7,29,0,68,25,95,100,96,5
59,54,100,82,84,100,68,62,57,24,0,0,2,0,84,4,1
45,78,6,48,0,2,46,0,83,34,100,80,63,100,19,78,0
46,78,26,54,84,100,0,75,24,42,29,0,100,44,20,39,8
14,92,0,64,66,61,77,7,41,0,23,55,30,95,100,100,5
0,58,18,26,49,0,86,18,100,50,86,82,45,100,17,77,0
0,26,15,47,60,73,100,100,87,87,64,58,43,29,25,0,1
36,53,44,100,60,67,38,22,0,0,14,16,57,10,100,5,2
0,82,35,100,78,74,71,36,48,0,27,16,34,40,100,42,7
72,100,31,77,4,50,0,21,40,0,100,5,88,28,28,36,6
40,93,100,100,62,94,7,79,42,64,90,39,61,10,0,0,5
18,98,64,100,93,80,68,58,100,36,92,8,47,0,0,2,3
0,21,49,57,79,100,15,81,45,44,100,15,29,0,5,25,8
21,99,0,60,3,17,50,0,94,25,100,68,64,100,15,90,0
100,69,76,100,13,91,12,65,76,76,84,43,60,9,0,0,9
38,100,16,68,0,36,51,30,100,34,90,62,63,31,41,0,4
0,70,8,100,56,91,69,50,38,15,10,10,58,0,100,15,2
26,73,0,48,18,7,67,0,100,30,87,73,48,100,13,75,0
0,66,3,93,52,100,100,91,84,65,45,46,27,21,65,0,3
0,81,34,100,68,83,56,52,24,29,16,20,64,17,100,0,2
90,100,50,82,0,45,70,46,100,65,83,91,77,43,75,0,4
100,100,48,80,17,54,0,26,25,0,96,4,84,23,19,12,6
21,86,55,100,87,79,62,49,83,38,100,12,52,0,0,4,3
0,75,38,100,90,90,90,48,76,6,55,0,48,43,100,55,7
0,80,34,100,60,80,34,53,1,29,0,4,49,0,100,1,2
68,100,29,90,0,59,1,17,38,0,77,13,100,48,78,82,0
13,100,0,82,0,60,27,42,82,42,80,41,80,19,100,0,4
30,97,12,71,0,28,33,0,84,16,100,57,74,94,24,100,0
90,71,87,100,5,86,0,54,85,65,100,72,96,34,96,0,9
100,100,58,86,23,57,1,24,30,0,90,13,64,40,0,42,6
0,88,36,100,70,87,68,61,70,34,100,15,64,1,17,0,3
54,97,20,73,48,34,35,0,0,22,50,50,100,78,71,100,8
84,100,38,77,8,50,0,22,40,0,100,9,54,25,2,13,6
100,87,9,100,0,67,74,37,94,0,21,15,60,56,93,94,8
15,91,23,65,92,46,68,0,10,14,0,63,7,97,100,100,5
100,91,69,100,53,63,85,70,90,63,80,23,44,0,0,7,9
57,82,58,100,96,90,72,61,100,45,86,15,44,0,0,4,3
50,100,10,73,0,29,36,0,83,17,100,60,68,94,26,76,0
91,100,36,85,3,56,0,22,45,0,100,9,60,25,18,2,6
36,88,100,100,83,93,25,76,39,53,97,45,60,17,0,0,5
100,92,60,100,57,80,94,97,81,72,64,43,34,20,0,0,9
0,59,59,78,100,100,96,94,63,71,37,47,11,23,0,0,1
29,100,18,72,0,44,54,34,100,41,59,57,46,29,38,0,4
0,90,33,100,48,60,50,16,39,0,15,26,58,34,100,42,7
29,82,0,49,10,1,57,0,95,34,100,83,55,100,9,81,0
0,75,28,92,64,100,93,91,93,62,100,35,78,13,46,0,3
70,100,45,91,11,60,0,23,42,0,100,4,86,32,31,27,6
35,97,68,100,100,69,75,34,44,0,91,15,75,34,0,33,7
7,57,15,93,65,100,67,63,44,27,0,0,36,11,100,11,2
44,100,0,79,0,49,61,40,100,64,92,61,62,31,34,0,4
7,83,46,100,59,70,39,39,5,13,0,16,53,15,100,0,2
100,100,46,90,19,71,42,63,92,56,91,26,54,2,0,0,5
51,91,5,86,0,43,22,0,8,24,50,61,100,93,45,100,8
39,100,10,74,0,41,60,38,100,49,85,63,60,32,43,0,4
55,100,17,76,0,50,3,22,41,0,100,10,62,24,10,8,6
72,69,82,97,4,100,0,74,91,78,100,53,60,27,24,0,9
55,95,78,100,71,60,41,27,0,0,1,26,52,21,100,4,2
0,91,44,100,79,74,64,37,53,0,27,23,40,38,100,39,7
0,94,45,100,54,68,47,34,40,0,13,29,47,41,100,46,7
75,100,100,99,83,83,75,66,50,49,25,33,8,17,0,0,1
0,98,34,100,53,78,47,47,72,26,100,8,68,0,36,8,3
59,61,91,100,37,92,36,46,45,0,0,6,35,36,100,38,8
49,100,16,79,0,49,5,18,49,0,100,4,59,24,24,19,6
0,45,19,64,59,83,100,100,89,77,67,51,46,25,26,0,1
37,89,25,54,80,20,15,0,0,26,62,58,100,97,23,100,8
14,74,36,100,77,93,53,58,18,29,0,15,50,9,100,0,2
98,89,72,100,54,77,100,83,85,69,70,41,45,15,0,0,9
