@relation pendigits.data

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
100,100,57,78,25,53,12,26,30,0,88,7,65,28,0,21,6
40,84,61,100,87,83,53,60,96,47,100,23,55,5,0,0,3
86,78,48,100,14,72,19,35,2,0,0,29,49,59,100,88,8
24,87,0,62,7,0,61,0,100,44,80,100,29,93,7,36,0
25,76,45,100,77,66,57,25,9,3,0,7,53,6,100,0,2
0,71,39,81,74,99,100,100,78,75,53,50,28,26,11,0,1
44,83,70,100,93,77,59,50,93,44,100,16,53,0,0,3,3
29,72,52,100,63,58,39,17,0,0,18,17,59,10,100,3,2
0,92,39,100,67,79,50,37,24,0,17,22,52,41,100,46,7
77,60,77,100,10,90,15,49,40,8,0,0,32,34,100,55,8
84,81,39,100,0,66,9,18,60,0,100,33,89,80,36,92,0
58,85,100,100,87,94,52,72,59,43,85,27,47,2,0,0,5
35,96,100,100,44,93,0,73,27,60,85,46,76,17,21,0,5
100,100,81,81,39,55,0,28,8,0,75,4,66,31,12,25,6
40,67,54,100,91,85,69,49,34,20,0,0,49,1,100,0,2
23,85,0,49,2,11,52,0,91,30,100,67,70,100,14,96,0
13,54,0,16,39,0,82,17,100,54,89,93,47,100,26,65,0
0,75,8,100,40,91,28,59,7,31,13,8,56,5,100,0,2
0,57,36,83,62,100,54,64,47,28,12,0,30,2,100,3,1
0,87,9,47,80,54,80,7,24,0,2,50,25,91,100,100,5
0,12,50,48,84,87,24,100,29,65,100,35,84,0,9,11,8
32,74,87,95,100,100,84,73,79,46,66,18,0,0,3,0,1
38,63,74,100,11,86,34,43,67,0,0,7,27,48,100,76,8
12,83,8,54,56,31,22,0,4,24,0,63,37,94,100,100,5
8,100,0,77,0,55,29,38,71,55,71,42,71,20,100,0,4
50,89,52,100,0,67,23,45,96,48,100,76,60,39,38,0,4
21,82,36,60,82,32,82,0,37,28,0,58,34,89,100,100,5
100,100,24,77,0,56,96,57,100,86,79,70,37,35,4,0,4
3,57,83,70,100,100,6,85,20,52,71,20,0,0,37,32,8
31,100,0,62,37,38,100,43,88,80,66,85,62,42,51,0,4
55,83,100,100,93,83,82,56,84,28,71,2,0,0,73,3,1
8,95,8,58,61,47,54,0,20,21,0,68,37,100,100,100,5
19,100,61,98,62,56,50,14,29,0,0,35,50,40,100,39,7
19,78,29,36,13,0,8,27,58,49,100,79,55,100,0,88,8
98,74,82,100,6,85,10,60,87,75,100,47,69,17,0,0,9
7,100,74,93,38,60,0,93,70,92,100,44,67,0,4,7,9
100,100,65,79,39,56,17,32,8,5,49,0,47,18,0,12,6
94,100,56,74,27,46,15,13,61,0,100,20,49,31,0,19,6
25,85,59,100,86,89,86,67,100,45,88,24,49,9,0,0,3
0,68,38,78,91,96,100,100,78,75,62,49,59,24,81,0,1
79,100,14,81,49,39,100,0,32,0,52,55,71,100,0,71,8
26,87,67,100,80,76,61,48,33,23,0,1,48,0,100,3,2
48,53,10,54,0,0,49,6,88,48,100,100,48,84,7,44,0
100,100,55,88,20,61,0,28,19,0,66,14,62,43,17,43,6
0,46,52,72,100,100,84,75,71,42,64,9,2,1,32,0,1
21,87,61,100,71,66,38,36,0,12,15,1,60,1,100,0,2
14,91,7,55,36,17,4,0,0,51,4,98,52,100,100,97,5
97,81,52,100,0,87,21,60,76,70,100,47,74,12,23,0,9
15,90,59,100,71,74,50,55,99,42,100,13,53,0,0,10,3
0,89,61,100,90,74,69,37,42,2,27,0,35,30,100,38,7
58,83,85,100,93,77,50,57,94,40,100,11,50,0,0,11,3
9,78,39,100,86,87,51,58,79,50,100,19,54,0,0,11,3
43,82,85,44,100,3,17,0,0,34,62,64,90,100,7,95,8
44,100,65,100,54,62,30,32,0,10,29,7,64,1,100,0,2
0,61,33,71,66,86,100,100,94,77,79,52,66,26,62,0,1
53,91,100,100,86,100,28,86,58,64,98,32,60,0,0,1,5
96,100,0,98,22,54,87,15,51,0,25,39,100,73,38,94,8
34,100,15,78,0,43,56,37,100,43,78,70,54,36,41,0,4
34,66,65,100,62,99,55,61,44,23,0,0,21,3,100,2,1
0,79,27,100,84,99,82,75,84,52,100,28,55,11,2,0,3
29,71,55,100,74,75,59,39,30,9,0,8,49,0,100,2,2
98,78,44,76,40,100,91,98,100,69,79,42,44,18,0,0,9
41,75,62,100,100,94,74,67,37,43,0,20,23,2,83,0,2
34,96,43,63,89,37,65,0,0,14,12,54,26,93,100,100,5
0,94,22,100,71,94,70,51,61,0,42,9,52,32,100,20,7
9,100,18,82,0,49,10,24,71,26,100,51,92,31,90,0,4
0,99,91,100,79,69,60,35,50,0,17,3,9,28,100,37,7
0,98,5,73,70,39,100,0,43,9,53,50,84,90,26,100,8
52,100,19,73,0,44,6,14,58,0,100,17,60,36,19,20,6
0,34,34,55,70,77,100,100,95,78,84,51,73,26,64,0,1
12,73,0,30,33,0,77,6,100,44,78,85,37,100,12,67,0
15,80,0,46,20,7,67,0,100,33,93,76,53,100,16,75,0
0,92,44,100,80,88,43,67,71,45,100,23,54,7,2,0,3
100,80,54,100,42,64,92,80,96,76,94,35,62,0,0,8,9
7,91,57,100,8,96,0,54,57,50,100,21,46,0,1,14,5
15,100,4,75,0,50,55,41,100,57,85,49,83,24,77,0,4
0,96,59,100,86,72,68,36,48,0,16,13,38,34,100,37,7
31,100,17,68,41,36,5,0,0,35,7,81,43,99,100,97,5
93,93,44,100,26,73,53,51,100,46,86,12,38,0,0,13,5
49,100,19,91,31,54,36,15,0,0,7,36,51,63,100,87,8
25,98,7,67,95,78,36,100,0,79,100,71,76,33,14,0,9
98,100,50,76,20,42,21,5,77,0,100,34,45,37,0,10,6
0,40,26,65,60,85,97,100,100,82,74,56,48,29,30,0,1
18,26,43,0,77,5,100,43,88,86,55,100,21,88,0,52,0
0,100,37,94,47,55,46,15,37,0,6,29,53,34,100,37,7
100,100,59,92,25,65,0,33,4,0,53,2,48,30,1,33,6
93,93,60,100,19,71,0,39,23,8,100,9,86,26,38,0,6
100,100,67,90,39,70,14,47,0,19,22,0,37,21,3,30,6
37,84,0,51,2,7,53,0,98,27,100,70,58,100,7,99,0
8,90,81,100,76,97,12,80,64,70,100,44,66,15,0,0,5
81,69,63,100,0,82,41,41,81,0,19,3,41,44,100,74,8
85,100,40,99,51,71,100,96,71,91,91,57,62,24,0,0,9
94,82,45,100,1,63,0,9,53,0,100,30,97,85,47,97,0
0,53,84,42,100,6,10,0,2,34,66,66,86,100,5,84,8
79,89,100,100,41,96,0,74,53,66,95,51,74,24,39,0,9
34,100,34,76,0,49,58,47,100,57,100,56,90,26,82,0,4
72,100,5,97,53,52,93,6,0,0,11,43,100,77,58,99,8
23,84,56,100,100,93,80,73,68,51,76,28,42,12,0,0,3
0,67,35,98,88,100,64,65,49,39,100,22,63,0,8,1,3
30,49,24,9,60,0,90,31,100,71,75,100,32,90,0,63,0
0,77,36,100,94,98,100,69,58,44,14,21,29,2,90,0,2
18,76,55,100,65,62,38,23,0,0,13,18,57,20,100,16,2
33,100,32,83,0,50,60,47,96,46,100,73,91,35,85,0,4
39,90,14,75,0,34,26,0,75,0,100,35,82,74,42,100,0
42,98,0,69,54,36,71,0,14,16,54,54,100,91,39,100,8
52,75,69,100,93,77,68,43,34,15,0,1,50,2,100,0,2
33,94,60,64,99,100,38,99,79,85,100,55,73,11,0,0,9
100,73,76,100,0,88,21,64,98,78,96,65,86,32,82,0,9
74,100,50,99,13,67,0,31,35,0,100,10,79,43,10,52,6
0,43,19,64,56,82,93,100,100,86,75,58,49,30,31,0,1
25,84,0,62,8,17,52,0,92,26,100,69,66,100,20,88,0
62,100,100,98,77,61,45,28,39,0,79,25,50,57,0,72,8
37,80,81,100,95,70,68,39,32,11,0,10,48,17,100,0,2
10,100,6,82,0,62,4,42,59,34,88,39,80,19,100,0,4
25,40,21,0,60,4,89,35,100,75,71,100,30,90,0,63,0
48,97,89,100,77,71,49,46,16,23,0,0,50,3,100,7,2
0,63,61,38,67,0,20,14,56,50,100,85,50,100,2,71,8
25,100,29,78,14,49,0,20,56,19,90,39,90,24,100,0,4
64,67,95,100,83,88,73,48,53,11,0,0,42,0,100,2,1
23,57,70,39,100,0,40,1,51,43,89,83,60,100,0,75,8
43,95,8,69,0,31,29,0,83,20,100,56,71,90,11,100,0
0,100,57,98,100,100,76,62,58,23,53,0,30,36,88,43,7
46,99,12,70,0,31,24,0,70,4,100,36,94,76,60,100,0
81,85,10,79,42,38,56,0,0,21,45,62,100,100,29,82,8
36,91,62,98,100,100,44,94,1,65,46,44,51,0,0,2,5
0,80,35,100,80,89,58,61,68,39,100,15,55,0,2,3,3
53,92,75,100,72,71,64,60,100,44,78,15,32,0,0,10,3
70,92,12,52,26,0,100,43,88,100,13,58,61,68,0,11,0
20,80,54,100,100,95,74,65,83,41,93,9,47,0,0,2,3
82,100,39,78,17,48,19,17,66,0,100,21,44,31,0,13,6
0,53,48,75,67,100,81,83,81,57,88,31,100,6,99,0,1
100,100,71,94,38,70,11,42,0,13,40,0,51,26,5,23,6
23,88,0,55,25,50,64,20,17,0,21,54,35,97,100,100,5
13,100,0,54,25,13,70,0,100,35,86,81,41,94,6,62,0
40,90,87,100,81,93,39,71,70,46,100,23,52,6,0,0,5
79,68,100,94,47,100,0,83,27,62,84,58,91,30,80,0,9
61,90,67,61,99,100,9,71,17,56,0,0,100,25,17,61,8
49,95,82,100,68,68,73,66,100,41,74,12,29,0,0,21,3
62,87,41,63,100,100,22,72,8,41,30,0,93,42,0,34,8
100,94,58,100,15,70,0,34,28,1,97,0,91,28,31,21,6
0,76,42,100,66,75,46,38,43,0,22,19,45,36,100,39,7
0,72,32,91,77,100,100,88,87,45,75,0,61,15,89,34,7
0,94,32,100,77,98,100,81,83,60,60,40,38,20,22,0,7
36,100,0,76,21,49,73,39,100,60,70,64,72,31,85,0,4
11,60,0,55,22,1,77,0,100,56,62,100,8,95,5,36,0
33,91,79,100,100,79,79,56,41,37,0,20,37,7,93,0,2
55,77,3,100,39,57,100,16,0,0,26,38,97,77,23,78,8
100,100,66,80,41,56,23,29,18,0,54,0,38,18,0,12,6
0,96,46,100,64,67,45,31,12,0,10,30,50,55,100,68,7
14,86,50,100,73,80,39,53,0,28,0,4,58,1,100,0,2
0,60,9,71,45,100,35,64,38,28,7,0,21,1,100,4,1
37,90,4,97,35,57,100,22,49,0,0,33,54,72,35,100,8
2,97,13,59,44,34,15,0,6,43,0,86,49,98,100,100,5
100,87,40,100,0,78,60,65,100,90,94,65,83,32,79,0,9
62,76,0,82,29,100,90,98,100,74,90,49,75,25,70,0,9
69,98,89,64,97,100,62,79,99,77,100,29,60,2,0,0,9
0,91,49,96,100,100,67,62,54,18,38,0,21,38,83,40,7
55,61,81,100,68,79,56,33,30,0,0,1,51,2,100,6,1
48,99,8,92,50,73,63,100,100,67,99,23,53,0,0,3,9
38,100,6,62,44,35,7,0,0,23,9,72,45,98,100,96,5
56,100,9,63,0,45,76,50,100,73,59,97,35,48,10,0,4
82,87,36,100,0,60,10,8,62,0,100,37,93,90,47,92,0
26,88,33,56,93,36,64,0,11,10,0,55,31,88,100,100,5
100,100,61,90,71,68,95,88,94,54,79,22,41,0,0,13,9
54,77,47,98,100,100,93,74,77,43,96,11,46,0,0,16,3
42,100,12,68,0,27,32,0,76,9,100,44,88,85,47,85,0
70,99,42,69,35,30,0,0,19,29,60,58,100,88,54,100,8
100,100,58,100,21,85,21,62,58,56,64,23,36,0,0,7,5
54,69,78,100,70,55,39,18,0,0,16,23,58,18,100,10,2
61,91,88,100,100,81,78,61,63,38,60,14,34,0,0,1,3
66,91,22,73,50,27,19,0,0,33,65,60,100,96,24,100,8
73,100,35,93,6,61,0,25,42,0,100,18,72,42,19,21,6
63,62,67,100,5,79,52,41,73,0,0,2,32,42,100,75,8
0,88,18,100,68,97,59,70,55,50,100,37,84,11,35,0,3
100,100,74,85,34,59,0,31,7,1,68,0,60,18,0,18,6
9,95,3,60,65,67,66,8,11,0,0,61,32,91,100,100,5
76,69,24,51,0,72,39,100,91,99,100,66,93,32,87,0,9
31,100,0,80,4,30,37,0,81,8,100,47,70,82,26,91,0
58,74,100,100,94,75,85,35,59,2,0,0,29,2,88,3,1
47,100,38,94,12,68,0,42,48,39,100,52,80,26,83,0,4
25,79,58,100,88,84,56,56,79,43,100,19,54,0,0,8,3
5,96,37,100,66,76,42,45,4,22,0,3,50,1,100,0,2
55,99,55,68,77,26,38,0,0,13,20,56,49,92,100,100,5
54,92,90,100,100,95,63,89,33,66,52,33,32,2,0,0,5
36,96,23,54,42,5,86,0,100,49,76,95,31,100,0,62,0
35,100,0,80,45,41,96,3,44,0,34,38,100,67,78,93,8
32,100,9,63,0,21,30,0,70,14,100,43,87,79,47,90,0
100,100,52,79,18,54,0,25,28,0,85,9,66,34,3,39,6
9,86,48,100,68,76,59,46,33,21,0,0,49,3,100,6,2
0,44,36,58,70,79,100,100,82,74,69,47,59,20,54,0,1
8,72,41,100,70,72,47,35,9,7,0,6,50,9,100,0,2
65,100,56,100,17,67,0,31,36,0,100,6,73,38,10,55,6
15,67,0,24,32,0,76,24,100,62,86,100,37,90,3,57,0
0,79,27,99,66,100,81,75,58,49,34,22,61,4,100,0,2
50,100,4,93,22,66,42,84,66,49,100,15,56,0,0,10,9
41,69,71,100,67,71,54,31,41,1,0,0,50,1,100,3,1
10,55,33,86,95,100,88,70,48,43,0,18,28,0,100,2,2
97,100,65,82,33,53,15,20,54,0,100,19,58,39,0,35,6
25,72,15,31,47,0,93,8,100,50,73,87,28,100,0,68,0
92,100,46,82,8,48,0,11,70,0,100,32,26,32,14,2,6
16,89,43,100,86,89,56,61,79,33,100,5,49,0,0,11,3
40,94,0,66,5,23,55,0,98,26,100,70,62,100,6,84,0
0,83,43,100,89,85,75,57,42,32,0,11,35,0,100,0,2
57,56,37,92,88,100,94,63,51,34,0,12,41,4,100,0,2
7,60,100,79,76,100,24,71,80,36,84,0,0,14,47,50,8
5,68,22,100,47,75,35,35,8,1,0,2,50,4,100,0,2
53,91,19,73,0,30,23,0,67,14,100,46,90,86,48,100,0
62,100,0,57,94,71,34,93,26,47,13,0,100,37,8,39,8
0,45,17,4,55,0,89,24,100,70,72,100,36,83,18,39,0
100,100,21,86,64,41,71,0,13,23,73,66,74,100,0,70,8
8,68,34,37,40,0,8,0,0,43,24,72,61,87,100,100,5
0,61,39,79,74,99,100,100,85,75,65,49,44,24,24,0,1
72,100,26,94,0,62,0,28,38,0,100,4,67,24,21,1,6
32,92,21,49,32,4,79,0,100,41,81,82,33,100,0,66,0
0,79,23,100,66,78,66,39,56,0,30,1,41,27,100,29,7
89,81,49,100,0,84,39,68,100,75,94,54,84,24,51,0,9
58,100,0,85,51,50,79,11,14,0,44,39,100,71,51,83,8
0,86,73,100,100,96,71,61,36,25,3,0,6,38,85,43,7
15,100,0,68,6,23,41,0,80,5,100,42,80,80,42,94,0
20,86,0,53,4,11,48,0,89,24,100,64,74,99,26,100,0
40,71,60,100,100,85,78,46,37,20,0,4,49,3,99,0,2
45,67,19,31,48,0,85,26,100,74,69,100,28,80,0,43,0
6,100,16,61,81,44,66,0,0,9,0,55,16,96,100,99,5
0,41,47,58,92,84,100,100,84,71,71,42,66,13,74,0,1
15,87,46,100,87,83,49,59,87,47,100,19,54,0,0,1,3
6,82,49,100,100,89,70,63,30,40,85,26,60,4,0,0,3
0,81,27,100,58,90,45,58,25,30,23,0,61,2,100,6,2
28,100,15,65,0,29,40,20,100,17,99,36,67,36,59,0,4
40,99,2,100,35,72,56,99,86,67,100,28,59,0,0,7,9
62,100,84,93,67,70,82,48,100,26,77,6,39,0,0,2,3
20,92,22,100,0,63,41,40,100,41,95,74,69,39,57,0,4
100,100,66,90,25,59,0,24,36,0,98,12,62,34,0,26,6
0,94,53,100,94,77,79,37,53,0,37,1,50,40,100,57,7
0,70,14,97,66,100,100,79,66,55,94,27,90,0,41,2,3
18,100,23,73,0,41,17,17,83,18,100,43,84,35,76,0,4
32,42,26,0,71,1,100,36,87,79,45,100,0,81,0,41,0
0,28,22,49,58,74,92,100,100,90,78,59,55,29,46,0,1
0,43,46,66,73,90,79,100,81,74,85,49,88,24,100,0,1
52,95,8,73,10,22,55,0,100,24,96,74,51,100,0,91,0
13,100,10,79,0,48,4,19,75,22,87,49,89,29,100,0,4
16,89,54,100,94,88,61,65,100,43,96,12,50,1,0,0,3
47,82,83,100,100,67,67,33,28,0,1,14,0,41,78,35,7
24,91,10,69,65,40,46,0,0,11,8,57,29,98,100,100,5
54,98,14,71,0,23,40,0,86,22,100,69,64,100,18,86,0
21,93,0,65,56,35,48,0,17,26,61,60,100,95,32,100,8
0,63,19,73,58,97,65,100,58,73,50,48,54,22,100,0,1
0,93,43,100,78,77,60,39,52,0,34,12,43,38,100,32,7
0,37,29,60,68,82,100,100,77,75,57,51,45,25,45,0,1
14,100,14,87,0,59,11,35,100,40,97,54,83,27,100,0,4
62,76,0,100,22,68,90,37,100,0,13,8,13,47,68,81,8
23,100,46,57,100,79,49,89,0,48,20,0,79,22,24,53,8
0,74,14,100,53,98,43,65,18,38,20,8,59,0,100,6,2
35,100,17,68,0,36,50,37,100,36,81,58,62,35,56,0,4
95,76,100,94,47,100,0,81,34,69,80,53,65,23,25,0,9
20,73,58,100,62,87,55,42,41,3,0,0,50,1,100,6,1
100,100,56,66,0,37,8,34,83,43,86,71,57,35,24,0,4
56,71,40,98,93,100,85,65,72,50,100,21,54,0,0,12,3
0,48,13,65,47,83,82,100,100,94,77,63,54,33,45,0,1
38,100,4,85,0,53,58,46,100,52,88,64,78,32,73,0,4
50,54,80,96,38,100,37,50,46,0,0,15,45,45,100,61,8
25,100,0,76,11,45,79,46,100,73,86,70,79,35,70,0,4
49,73,83,100,76,91,59,57,37,24,0,0,38,7,100,6,1
0,93,35,100,84,100,100,81,85,61,70,40,55,20,52,0,7
0,87,46,100,72,72,61,35,42,0,23,30,49,50,100,58,7
14,64,18,100,100,95,84,67,50,28,30,0,0,39,72,42,7
26,91,70,100,86,75,49,52,11,29,0,3,49,0,100,3,2
16,90,61,100,76,63,61,26,31,0,0,32,43,30,100,38,7
38,69,43,95,100,100,96,73,53,51,76,26,52,0,0,2,3
0,55,50,77,100,100,86,88,71,63,67,37,69,12,86,0,1
6,89,52,100,100,91,93,65,62,43,25,23,0,2,55,0,2
16,100,0,82,6,47,70,47,100,71,94,73,92,36,95,0,4
23,71,2,49,57,32,23,0,3,25,0,65,34,96,100,100,5
9,93,0,54,12,15,62,0,99,29,100,70,64,100,26,78,0
36,100,7,89,0,53,67,41,100,57,82,74,51,38,31,0,4
69,100,31,77,8,53,0,27,27,3,92,0,100,20,39,12,6
100,88,72,100,27,88,6,58,34,51,68,37,43,8,0,0,5
48,92,29,62,92,100,16,67,0,38,36,0,100,43,10,41,8
62,96,24,99,0,59,19,17,61,0,97,24,100,71,65,100,0
96,74,47,54,0,72,25,100,82,89,100,57,84,25,41,0,9
39,100,10,72,0,39,68,25,100,48,96,65,72,33,68,0,4
34,84,83,100,100,99,28,82,0,53,65,39,84,1,13,0,5
0,65,34,81,77,99,100,100,88,74,73,47,55,21,45,0,1
64,86,47,96,100,100,90,63,50,35,0,14,32,15,86,0,2
0,59,5,73,61,91,100,100,75,75,52,51,33,25,25,0,1
18,61,37,100,17,65,0,33,61,39,100,55,66,37,37,0,4
95,90,70,95,0,100,0,66,69,59,100,27,53,0,16,13,5
75,61,85,100,22,82,37,42,55,2,0,0,31,36,100,60,8
62,100,39,79,0,52,13,39,80,44,100,63,86,32,71,0,4
0,75,61,81,100,100,96,88,87,66,85,44,85,22,87,0,1
0,29,4,45,41,71,78,96,100,100,75,67,50,33,25,0,1
35,84,71,100,100,79,72,52,35,31,0,9,39,0,88,0,2
0,47,5,25,52,0,93,30,100,75,62,100,30,63,42,22,0
0,96,31,63,100,32,86,0,12,18,53,53,98,87,41,100,8
28,49,35,93,100,100,81,54,41,13,52,0,66,45,0,63,8
68,76,75,100,33,82,78,74,75,55,100,23,55,4,0,0,9
25,76,66,100,64,78,48,34,29,0,0,7,50,10,100,15,1
22,61,54,94,62,100,56,58,51,17,0,4,55,1,100,0,1
63,100,41,63,0,36,88,40,100,63,72,78,76,39,82,0,4
56,100,15,70,42,33,2,0,0,30,13,76,41,99,100,97,5
29,100,8,62,0,20,41,0,87,19,100,59,60,86,8,89,0
100,100,59,86,28,58,9,28,34,0,91,9,53,23,0,9,6
52,90,100,100,60,92,32,60,79,57,86,22,44,0,0,14,5
2,90,0,63,39,52,60,6,23,0,15,64,43,99,100,100,5
0,46,47,71,66,100,59,98,59,68,68,38,87,8,100,0,1
100,100,47,82,13,57,0,31,8,6,92,0,97,20,5,27,6
30,75,47,100,64,69,47,35,15,8,0,0,50,5,100,0,2
84,74,74,100,32,74,58,34,49,0,0,8,48,37,100,62,8
0,82,43,100,100,91,83,65,48,42,9,18,5,0,72,4,2
0,64,43,81,100,100,74,83,43,62,13,42,4,20,9,0,1
40,84,33,81,100,42,81,0,0,13,46,57,94,100,11,90,8
76,100,23,90,41,60,92,76,100,79,93,42,56,13,0,0,9
0,100,58,94,73,68,54,34,34,0,19,1,40,21,100,19,7
43,80,46,100,83,79,61,39,20,12,0,14,51,16,100,0,2
6,98,50,100,76,67,64,24,67,0,100,25,52,46,0,58,7
8,92,52,100,91,88,76,61,92,37,100,14,51,3,0,0,3
59,100,28,71,26,20,0,0,28,40,72,67,100,99,49,99,8
40,100,0,58,93,90,6,92,11,52,9,0,100,34,0,38,8
85,100,38,76,0,42,82,41,100,61,78,95,75,47,71,0,4
4,100,59,90,66,56,56,22,39,0,0,30,16,49,100,47,7
22,100,20,75,0,40,0,25,67,30,100,39,84,36,79,0,4
3,61,69,34,69,0,0,13,45,46,100,78,71,100,29,71,8
20,91,61,100,71,78,59,51,100,34,86,11,37,0,0,1,3
6,90,0,52,38,29,8,0,2,34,13,78,52,96,100,100,5
67,92,32,87,0,44,72,50,100,62,63,100,62,48,59,0,4
0,49,27,64,65,84,100,100,83,75,62,50,46,25,33,0,1
0,76,27,100,63,82,58,40,26,12,20,16,60,8,100,0,2
0,0,46,16,85,41,100,72,73,100,18,95,19,66,76,55,9
21,82,55,100,69,65,40,26,0,0,4,6,51,6,100,5,2
0,96,27,100,73,99,100,83,85,60,60,40,33,20,8,0,7
0,92,39,99,100,100,82,66,50,33,17,0,19,17,65,30,7
17,97,67,100,100,76,73,40,33,6,0,0,15,30,94,29,7
0,78,34,100,80,91,63,57,57,43,100,25,72,0,24,1,3
55,89,23,90,0,49,18,8,73,0,100,37,83,80,32,100,0
23,72,77,94,77,100,64,63,48,26,0,0,5,6,100,8,1
100,100,56,78,22,52,0,24,23,0,79,11,69,29,18,13,6
25,91,23,61,75,55,57,3,0,0,13,55,28,99,100,100,5
0,99,39,100,65,72,49,30,23,0,8,36,53,43,100,47,7
13,88,60,100,100,86,64,59,72,42,98,17,50,3,0,0,3
53,80,72,100,100,79,76,52,67,28,89,8,45,0,0,2,3
50,80,47,100,0,81,53,68,100,72,98,31,67,0,8,2,9
13,90,54,100,92,87,70,63,96,42,100,17,56,3,0,0,3
78,100,62,97,36,63,29,24,65,0,100,23,52,37,0,26,6
25,100,0,84,16,63,77,67,100,66,76,45,53,22,34,0,4
9,96,62,100,81,67,53,31,19,0,0,37,29,47,100,47,7
100,100,49,92,19,64,12,31,39,3,91,0,56,22,0,24,6
97,73,50,79,47,100,97,90,100,64,77,39,43,17,0,0,9
52,94,100,100,98,77,72,55,99,36,92,13,44,0,0,10,3
39,90,95,100,100,99,45,86,64,72,91,43,53,13,0,0,5
100,99,72,100,54,71,44,41,42,10,69,0,47,25,0,29,6
83,100,34,79,8,52,0,23,37,0,100,12,93,38,28,33,6
0,91,47,70,62,100,43,78,91,70,100,30,68,0,29,12,9
6,100,2,97,0,69,15,42,59,39,100,51,84,27,76,0,4
28,77,10,76,61,41,66,0,0,6,3,53,27,95,100,100,5
80,81,42,77,10,46,0,2,42,0,82,19,100,60,77,100,0
56,100,46,99,14,66,0,31,36,0,100,9,58,24,32,2,6
0,91,7,98,47,100,85,94,100,72,85,47,66,24,52,0,7
46,100,31,95,8,69,0,41,56,39,100,50,65,26,54,0,4
0,61,7,11,49,0,87,28,100,78,62,100,25,72,16,20,0
